n_sims,days_out,expected_dem_seats,median_dem_seats,dem_seats_p25,dem_seats_p50,dem_seats_p75,dem_control_probability,dem_control_threshold,dem_baseline_seats,total_error_sd,national_error_sd,race_error_sd,implied_correlation,national_environment_margin,polling_weight,fundamentals_weight
12000,94,49.26958333333334,49.0,48.0,49.0,51.0,0.29375,51,34,4.844444444444444,4.215872964875373,2.3864318803061537,0.7573333333333333,5.8500000000000005,0.06330428571428569,0.9366957142857143
