term,estimate,standard_error,analytic_ci_95_lower,analytic_ci_95_upper,loco_mean,loco_sd,loco_min,loco_max,max_abs_loco_deviation
intercept,-1.9931655491283664,0.7994023641351738,-3.5599941828333073,-0.4263369154234258,-2.0147308338983274,0.5289726557016818,-2.683175840765028,-1.1018505416394722,0.8913150074888943
presidential_margin_dem,1.0172179271627706,0.034659332962695695,0.949285634555887,1.085150219769654,1.0160988527005368,0.022100841222920543,0.9872650199565357,1.050932534747425,0.03371460758465439
generic_ballot_margin_dem,1.190419926641335,0.20597980269569974,0.7866995133577634,1.5941403399249063,1.1817710255980676,0.23165496871153948,0.736015765511528,1.5029408408846476,0.45440416112980686
