holdout_cycle,training_rows,test_rows,intercept,presidential_slope,training_residual_sd,mae,rmse,brier,directional_accuracy,r_squared
2012,202,32,-0.5677849982105747,0.987036493932842,11.851115781192872,10.367383313574567,13.421728142213254,0.11312307292675634,0.84375,0.6737523011461493
2014,199,35,0.2893699594219427,0.990762855036325,12.04410215840789,8.36760660101014,12.347463401929632,0.07454458913135258,0.9142857142857143,0.7227783483580335
2016,201,33,0.653265342463223,0.9651773704610455,11.387863048556671,11.232540173626024,15.922516980028377,0.09129665896490403,0.8484848484848485,0.6842091858989248
2018,201,33,-1.965220981956478,1.0376073542919226,11.362977427176506,13.178805640427502,16.54879926752668,0.16316580923979268,0.7272727272727273,0.2820622614181931
2020,201,33,-0.8064549631837377,1.001986412981499,12.44618361684731,7.410935932058995,9.644514417700881,0.06828591955168763,0.8787878787878788,0.8144024521300836
2022,200,34,0.1777804138266528,0.9813104360389496,12.451850011269997,6.68024976565563,9.72014857327006,0.05393766876367541,0.9705882352941176,0.8489082727853561
2024,200,34,0.22553810851427217,1.0171651885294744,12.693554177104167,5.817867987402277,7.707972682539389,0.04837397222035403,0.9705882352941176,0.8691418573821224
