simulation,dem_seats,dem_control,national_error
7785,54.0,1,4.0275786132244065
7786,53.0,1,2.881093850818977
7787,49.0,0,-3.28534310937538
7788,55.0,1,7.960392197692178
7789,48.0,0,-5.9415902784234325
7790,49.0,0,-4.141916262106506
7791,50.0,0,-2.0336048822771304
7792,48.0,0,-5.793576313987654
7793,55.0,1,5.960205728356232
7794,58.0,1,12.304776252793571
7795,48.0,0,-1.7108804770459742
7796,49.0,0,-1.6970647941058001
7797,53.0,1,4.211100519665954
7798,51.0,1,-1.1277812679800885
7799,44.0,0,-9.844191681809185
7800,53.0,1,2.6721170353820427
7801,51.0,1,-1.24778704852237
7802,49.0,0,-5.472490780547915
7803,55.0,1,7.45433239282297
7804,48.0,0,-5.142952431386772
7805,53.0,1,2.9242671545293395
7806,54.0,1,3.529568092094012
7807,55.0,1,7.483675317717389
7808,49.0,0,-2.7079058791361166
7809,52.0,1,1.1474779810653781
7810,54.0,1,3.8627550754072946
7811,48.0,0,-6.149842330356084
7812,54.0,1,2.9184648189085705
7813,53.0,1,2.210728950359777
7814,49.0,0,-4.204719688669159
7815,53.0,1,5.055692479212575
7816,51.0,1,1.4192010554431431
7817,53.0,1,1.6839033150688123
7818,51.0,1,2.6881776925124186
7819,53.0,1,2.70952357988007
7820,51.0,1,-1.3788841995592447
7821,53.0,1,4.313100076321561
7822,52.0,1,1.3084944946143207
7823,49.0,0,-1.8335419309114371
7824,49.0,0,-2.656921041168795
7825,52.0,1,-0.1615633553698822
7826,50.0,0,0.19396879373112985
7827,50.0,0,-1.9198139344118714
7828,46.0,0,-5.88469457179965
7829,51.0,1,-0.6025335125264475
7830,50.0,0,0.3396308832473392
7831,50.0,0,1.3301932295809165
7832,53.0,1,4.014620879035752
7833,48.0,0,-2.550060922665753
7834,51.0,1,-0.7723793015535219
7835,53.0,1,1.1931414064315713
7836,54.0,1,3.0665774231067076
7837,54.0,1,6.365356885376017
7838,52.0,1,-1.6385836024637173
7839,51.0,1,-1.6796467424358372
7840,48.0,0,-6.383089739857582
7841,53.0,1,2.3601560690931094
7842,48.0,0,-3.3469588623349713
7843,52.0,1,0.4173881895293512
7844,51.0,1,-0.7425104229331907
7845,46.0,0,-8.197430918112286
7846,48.0,0,-5.49114431583465
7847,49.0,0,-2.4433590496498847
7848,48.0,0,-3.5513314573513903
7849,52.0,1,1.3151000836572173
7850,50.0,0,-2.573944535189691
7851,50.0,0,-0.04767186774687208
7852,47.0,0,-10.086779806703422
7853,49.0,0,-2.1641567661855197
7854,51.0,1,-0.5798594247113499
7855,55.0,1,8.43829542369939
7856,54.0,1,2.539623619271508
7857,49.0,0,-1.076093870658093
7858,53.0,1,2.4314166580384415
7859,52.0,1,0.705495344095179
7860,50.0,0,2.2404561021006524
