n_sims,days_out,expected_dem_seats,median_dem_seats,dem_seats_p25,dem_seats_p50,dem_seats_p75,dem_control_probability,dem_control_threshold,dem_baseline_seats,total_error_sd,national_error_sd,race_error_sd,implied_correlation,national_environment_margin,polling_weight,fundamentals_weight
50000,0,20.97788,21.0,20.0,21.0,22.0,0.99904,17,0,3.2,2.8977232442039735,1.3576450198781715,0.82,-0.18,0.9,0.09999999999999998
