state,dem_candidate,gop_candidate,current_holder,race_tier,polling_margin_dem,fundamentals_margin_dem,adjusted_fundamentals_margin_dem,model_margin_dem,pre_sim_dem_win_prob,elasticity,tier_error_multiplier,dem_win_counts_for_seat_change,candidate_uncertainty_penalty,race_uncertainty_sd,simulated_dem_win_prob,avg_simulated_margin_dem,margin_p25_dem,margin_p50_dem,margin_p75_dem,tipping_count,tipping_share_of_control_sims
PA,Historical Democratic nominee,Historical Republican nominee,D,Likely,10.279407630968896,10.459407630968895,10.279407630968896,10.279407630968896,0.8663405820428014,1.0,1.0,1.0,0.0,1.3576450198781715,0.9993,10.289236522783233,8.134650222074649,10.28839488349644,12.438566796733069,516,0.01032991672005125
RI,Historical Democratic nominee,Historical Republican nominee,D,Safe,28.21627501829155,28.39627501829155,28.21627501829155,28.21627501829155,0.9941195946625594,1.0,0.95,1.0,0.0,1.289762768884263,1.0,28.234543889388867,26.104390851319575,28.226104038201893,30.344341166107714,0,0.0
TN,Historical Democratic nominee,Historical Republican nominee,R,Safe,-15.442943604708924,-15.262943604708925,-15.442943604708924,-15.442943604708924,0.05690370562422416,1.0,0.95,1.0,0.0,1.289762768884263,0.0,-15.424933711942394,-17.56742491876711,-15.416331379112918,-13.283340380311985,0,0.0
TX,Historical Democratic nominee,Historical Republican nominee,R,Safe,-12.05187350188144,-11.87187350188144,-12.05187350188144,-12.05187350188144,0.10053902310420453,1.0,0.95,1.0,0.0,1.289762768884263,2e-05,-12.051626869860257,-14.201643664181722,-12.037804975539185,-9.929334967038251,1,2.0019218449711722e-05
UT,Historical Democratic nominee,Historical Republican nominee,R,Safe,-29.23272274548014,-29.05272274548014,-29.23272274548014,-29.23272274548014,0.004893020243542504,1.0,0.95,1.0,0.0,1.289762768884263,0.0,-29.223867348636542,-31.376361100039627,-29.229344633339764,-27.087311536426213,0,0.0
VA,Historical Democratic nominee,Historical Republican nominee,D,Lean,6.185168812255107,6.3651688122551064,6.185168812255107,6.185168812255107,0.7548365579386889,1.0,1.05,1.0,0.0,1.42552727087208,0.97268,6.203111042302155,4.013750023093735,6.20429408445776,8.37102921103305,3778,0.07563260730301088
VT,Historical Democratic nominee,Historical Republican nominee,D,Safe,37.61836347867621,37.79836347867621,37.61836347867621,37.61836347867621,0.998930722722201,1.0,0.95,1.0,0.0,1.289762768884263,1.0,37.63922994643745,35.49349456050071,37.638446823220406,39.79656812901001,0,0.0
WA,Historical Democratic nominee,Historical Republican nominee,D,Safe,17.3240536042179,17.5040536042179,17.3240536042179,17.3240536042179,0.9589019411496463,1.0,0.95,1.0,0.0,1.289762768884263,1.0,17.34678879750897,15.20971649724315,17.3533029830867,19.472886557451247,0,0.0
WI,Historical Democratic nominee,Historical Republican nominee,D,Safe,13.931356495636829,14.111356495636826,13.931356495636827,13.931356495636829,0.9264213266654975,1.0,0.95,1.0,0.0,1.289762768884263,1.0,13.940491021525625,11.789949005105337,13.935123630546261,16.075382893362104,4,8.007687379884689e-05
WV,Historical Democratic nominee,Historical Republican nominee,D,Safe,-13.527487534274508,-13.347487534274508,-13.527487534274508,-13.527487534274508,0.07874346927393122,1.0,0.95,1.0,0.0,1.289762768884263,0.0,-13.51481648236379,-15.678422068190603,-13.53080622659987,-11.364774691735448,0,0.0
WY,Historical Democratic nominee,Historical Republican nominee,R,Safe,-33.304046710191834,-33.124046710191834,-33.304046710191834,-33.304046710191834,0.0023399542145851513,1.0,0.95,1.0,0.0,1.289762768884263,0.0,-33.29634651593868,-35.43789163016627,-33.29479292853421,-31.14550222380048,0,0.0
