global_sd,races,brier,log_loss,expected_calibration_error,root_mean_squared_calibration_error,maximum_calibration_error,coverage_50,coverage_error_50,absolute_coverage_error_50,coverage_80,coverage_error_80,absolute_coverage_error_80,coverage_95,coverage_error_95,absolute_coverage_error_95,mean_absolute_coverage_error,maximum_absolute_coverage_error,cycle
6.5,33,0.09924222476937893,0.28186021518818993,0.12882250598165365,0.22987057517871204,0.7084768736086666,0.24242424242424243,-0.25757575757575757,0.25757575757575757,0.5454545454545454,-0.25454545454545463,0.25454545454545463,0.7575757575757576,-0.1924242424242424,0.1924242424242424,0.23484848484848486,0.25757575757575757,2016
6.5,33,0.10141112544721172,0.8728035865264582,0.11327458588595131,0.16931042847866537,0.6188128874586172,0.42424242424242425,-0.07575757575757575,0.07575757575757575,0.696969696969697,-0.10303030303030303,0.10303030303030303,0.8484848484848485,-0.10151515151515145,0.10151515151515145,0.09343434343434341,0.10303030303030303,2018
6.5,33,0.05891532917601141,0.19113214232358483,0.08069565621894628,0.13630012937705424,0.5488340520849159,0.6060606060606061,0.10606060606060608,0.10606060606060608,0.8181818181818182,0.018181818181818188,0.018181818181818188,0.9090909090909091,-0.040909090909090895,0.040909090909090895,0.05505050505050505,0.10606060606060608,2020
6.5,34,0.04319660054374187,0.13492352678066225,0.07438940882096454,0.14940517533204634,0.4553599620142492,0.5294117647058824,0.02941176470588236,0.02941176470588236,0.7941176470588235,-0.005882352941176561,0.005882352941176561,0.8823529411764706,-0.0676470588235294,0.0676470588235294,0.0343137254901961,0.0676470588235294,2022
6.5,34,0.03502434967286358,0.11690203741622561,0.058426130175276376,0.11526369998600225,0.35794847047872147,0.5294117647058824,0.02941176470588236,0.02941176470588236,0.7058823529411765,-0.09411764705882353,0.09411764705882353,0.9117647058823529,-0.038235294117647034,0.038235294117647034,0.053921568627450976,0.09411764705882353,2024
6.75,32,0.12013368773190347,0.41599072873687415,0.15269154066925392,0.21359044384627843,0.6454840258216534,0.3125,-0.1875,0.1875,0.5,-0.30000000000000004,0.30000000000000004,0.6875,-0.26249999999999996,0.26249999999999996,0.25,0.30000000000000004,2012
6.75,35,0.06672553212456178,0.23236619860446148,0.08692582736039427,0.14684491422808862,0.39630364373167204,0.42857142857142855,-0.07142857142857145,0.07142857142857145,0.5714285714285714,-0.22857142857142865,0.22857142857142865,0.8285714285714286,-0.12142857142857133,0.12142857142857133,0.14047619047619048,0.22857142857142865,2014
6.75,33,0.09803191204800595,0.2785993879545335,0.12865566330614825,0.22698845590367916,0.7014617854827385,0.24242424242424243,-0.25757575757575757,0.25757575757575757,0.5757575757575758,-0.22424242424242424,0.22424242424242424,0.7878787878787878,-0.1621212121212121,0.1621212121212121,0.21464646464646464,0.25757575757575757,2016
6.75,33,0.10144232039527273,0.8289887818136062,0.1127434419998972,0.16859508242793597,0.6145377414534806,0.42424242424242425,-0.07575757575757575,0.07575757575757575,0.696969696969697,-0.10303030303030303,0.10303030303030303,0.8484848484848485,-0.10151515151515145,0.10151515151515145,0.09343434343434341,0.10303030303030303,2018
6.75,33,0.05895408852985128,0.19082170284158376,0.08117495621063059,0.1370216801205652,0.5470339485743595,0.6060606060606061,0.10606060606060608,0.10606060606060608,0.8181818181818182,0.018181818181818188,0.018181818181818188,0.9090909090909091,-0.040909090909090895,0.040909090909090895,0.05505050505050505,0.10606060606060608,2020
