held_out_cycle,selected_coefficient,training_composite_rank,training_mae,training_rmse,training_brier,training_winner_accuracy,test_races,test_mae,test_rmse,test_brier,test_winner_accuracy,test_mean_error,test_absolute_mean_error
2012,0.95,3.9,7.374957583255354,11.058177096899994,0.06827997768173004,0.9108910891089109,32,10.235101287834128,13.349887042018855,0.11348636573770596,0.84375,-1.430158677453353,1.430158677453353
2014,0.95,3.7,7.726547859523797,11.331642030661984,0.07591897934635385,0.8994974874371859,35,7.990904256658233,11.773371990216804,0.06617835158261834,0.9142857142857143,1.3187252491262558,1.3187252491262558
2016,0.95,3.9,7.233072962938334,10.54039011979875,0.07152422843923979,0.9104477611940298,33,11.012636590232372,15.64103150168866,0.09235603875845032,0.8484848484848485,6.953650110851863,6.953650110851863
2018,0.7,1.1,7.764051123650429,11.407443234986488,0.06885750559290806,0.9104477611940298,33,8.368698742939685,11.719809840737128,0.10750771044188631,0.8787878787878788,-5.318091864565284,5.318091864565284
2020,1.1,4.1,8.022316163545534,11.62426819345038,0.07631647997479833,0.8905472636815921,33,6.499893576190301,9.979929901755057,0.06710248606543645,0.9090909090909091,4.546015027825223,4.546015027825223
2022,0.95,3.8,8.0066732740953,11.7262061685742,0.07897293115166094,0.895,34,6.350882888506264,9.240995569967208,0.04792744014658444,0.9411764705882353,2.0456509642186043,2.0456509642186043
2024,0.95,3.9,8.153434928980115,11.947424031509161,0.08013870689365618,0.89,34,5.487579036242659,7.38850059226819,0.0410699357819066,0.9705882352941176,2.69360984545106,2.69360984545106
