model_id,model_family,model_family_label,generic_ballot_coefficient,approval_coefficient,midterm_coefficient,component_count,cycle,n_observations,races,mae,rmse,mean_error_dem,brier,winner_accuracy,mean_error,absolute_mean_error
generic_plus_approval__gb_p0_30__approval_p1_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.3,1.0,0.0,2,2020,33,33,6.096779405017061,8.968782438757627,-1.2273183055081112,0.05506400963036116,0.9393939393939394,-1.2273183055081112,1.2273183055081112
generic_plus_approval__gb_p0_35__approval_p0_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.35,0.0,0.0,2,2020,33,33,5.8610055563205545,8.90166543744076,-0.5539849721747784,0.05436891252770352,0.9393939393939394,-0.5539849721747784,0.5539849721747784
generic_plus_approval__gb_p0_35__approval_p0_20__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.35,0.2,0.0,2,2020,33,33,5.879187374502373,8.906062916212106,-0.6206516388414454,0.05441173063854154,0.9393939393939394,-0.6206516388414454,0.6206516388414454
generic_plus_approval__gb_p0_35__approval_p0_40__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.35,0.4,0.0,2,2020,33,33,5.897369192684192,8.910957000447173,-0.6873183055081108,0.05446025670442128,0.9393939393939394,-0.6873183055081108,0.6873183055081108
generic_plus_approval__gb_p0_35__approval_p0_60__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.35,0.6,0.0,2,2020,33,33,5.915551010866009,8.916346872402247,-0.753984972174778,0.05451449416631049,0.9393939393939394,-0.753984972174778,0.753984972174778
generic_plus_approval__gb_p0_35__approval_p0_80__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.35,0.8,0.0,2,2020,33,33,5.933732829047828,8.92223163356932,-0.820651638841445,0.05457444600356512,0.9393939393939394,-0.820651638841445,0.820651638841445
generic_plus_approval__gb_p0_35__approval_p1_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.35,1.0,0.0,2,2020,33,33,5.951920264193551,8.92861030541829,-0.8873183055081111,0.054640114733154034,0.9393939393939394,-0.8873183055081111,0.8873183055081111
generic_plus_approval__gb_p0_40__approval_p0_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.4,0.0,0.0,2,2020,33,33,5.768278283593282,8.886986991047559,-0.21398497217477813,0.054239166455207266,0.9393939393939394,-0.21398497217477813,0.21398497217477813
generic_plus_approval__gb_p0_40__approval_p0_20__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.4,0.2,0.0,2,2020,33,33,5.7864601017751,8.888842081683997,-0.28065163884144445,0.05425294443577836,0.9393939393939394,-0.28065163884144445,0.28065163884144445
generic_plus_approval__gb_p0_40__approval_p0_40__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.4,0.4,0.0,2,2020,33,33,5.804641919956919,8.891196669519402,-0.34731830550811155,0.054272405681375896,0.9393939393939394,-0.34731830550811155,0.34731830550811155
generic_plus_approval__gb_p0_40__approval_p0_60__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.4,0.6,0.0,2,2020,33,33,5.822823738138736,8.894050357847007,-0.4139849721747778,0.05429755596981563,0.9393939393939394,-0.4139849721747778,0.4139849721747778
generic_plus_approval__gb_p0_40__approval_p0_80__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.4,0.8,0.0,2,2020,33,33,5.841005556320555,8.897402666433214,-0.48065163884144474,0.054328400623502825,0.9393939393939394,-0.48065163884144474,0.48065163884144474
generic_plus_approval__gb_p0_40__approval_p1_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.4,1.0,0.0,2,2020,33,33,5.859187374502373,8.901253031920628,-0.5473183055081102,0.05436494450791837,0.9393939393939394,-0.5473183055081102,0.5473183055081102
generic_plus_approval__gb_p0_45__approval_p0_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.45,0.0,0.0,2,2020,33,33,5.67555101086601,8.885304046456131,0.12601502782522292,0.05425705552929022,0.9393939393939394,0.12601502782522292,0.12601502782522292
generic_plus_approval__gb_p0_45__approval_p0_20__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.45,0.2,0.0,2,2020,33,33,5.6937328290478275,8.884608626085008,0.05934836115855476,0.05424195536472036,0.9393939393939394,0.05934836115855476,0.05934836115855476
generic_plus_approval__gb_p0_45__approval_p0_40__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.45,0.4,0.0,2,2020,33,33,5.711914647229646,8.884413417233993,-0.007318305508111344,0.05423250198103509,0.9393939393939394,-0.007318305508111344,0.007318305508111344
generic_plus_approval__gb_p0_45__approval_p0_60__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.45,0.6,0.0,2,2020,33,33,5.730096465411464,8.884718452873992,-0.07398497217477848,0.05422870344971207,0.9393939393939394,-0.07398497217477848,0.07398497217477848
generic_plus_approval__gb_p0_45__approval_p0_80__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.45,0.8,0.0,2,2020,33,33,5.748278283593282,8.885523681485559,-0.14065163884144394,0.05423056739681486,0.9393939393939394,-0.14065163884144394,0.14065163884144394
generic_plus_approval__gb_p0_45__approval_p1_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.45,1.0,0.0,2,2020,33,33,5.766460101775101,8.88682896710242,-0.20731830550811112,0.05423810100073245,0.9393939393939394,-0.20731830550811112,0.20731830550811112
generic_plus_approval__gb_p0_50__approval_p0_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.5,0.0,0.0,2,2020,33,33,5.587196505564284,8.896623978616319,0.46601502782522175,0.054421572041612125,0.9393939393939394,0.46601502782522175,0.46601502782522175
generic_plus_approval__gb_p0_50__approval_p0_20__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.5,0.2,0.0,2,2020,33,33,5.601337919705698,8.89338109631494,0.399348361158555,0.05437781505524296,0.9393939393939394,0.399348361158555,0.399348361158555
generic_plus_approval__gb_p0_50__approval_p0_40__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.5,0.4,0.0,2,2020,33,33,5.619187374502372,8.890636946843678,0.332681694491888,0.05433965685093259,0.9393939393939394,0.332681694491888,0.332681694491888
generic_plus_approval__gb_p0_50__approval_p0_60__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.5,0.6,0.0,2,2020,33,33,5.637369192684191,8.888391992130003,0.26601502782522235,0.05430710773122309,0.9393939393939394,0.26601502782522235,0.26601502782522235
generic_plus_approval__gb_p0_50__approval_p0_80__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.5,0.8,0.0,2,2020,33,33,5.655551010866009,8.886646610495351,0.19934836115855517,0.05428017756704501,0.9393939393939394,0.19934836115855517,0.19934836115855517
generic_plus_approval__gb_p0_50__approval_p1_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.5,1.0,0.0,2,2020,33,33,5.673732829047828,8.885401096336908,0.132681694491888,0.05425887579471229,0.9393939393939394,0.132681694491888,0.132681694491888
generic_plus_approval__gb_p0_55__approval_p0_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.55,0.0,0.0,2,2020,33,33,5.549418713187507,8.920897288715524,0.8060150278252234,0.05473141071955808,0.9393939393939394,0.8060150278252234,0.8060150278252234
generic_plus_approval__gb_p0_55__approval_p0_20__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.55,0.2,0.0,2,2020,33,33,5.555479319248113,8.91512109900251,0.7393483611585547,0.0546592758462788,0.9393939393939394,0.7393483611585547,0.7393483611585547
generic_plus_approval__gb_p0_55__approval_p0_40__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.55,0.4,0.0,2,2020,33,33,5.561539925308719,8.9098400026508,0.6726816944918897,0.05459268061974606,0.9393939393939394,0.6726816944918897,0.6726816944918897
generic_plus_approval__gb_p0_55__approval_p0_60__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.55,0.6,0.0,2,2020,33,33,5.567600531369325,8.905054880498037,0.6060150278252217,0.054531637491676985,0.9393939393939394,0.6060150278252217,0.6060150278252217
generic_plus_approval__gb_p0_55__approval_p0_80__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.55,0.8,0.0,2,2020,33,33,5.575341594099101,8.900766532463162,0.5393483611585556,0.05447615849973867,0.9393939393939394,0.5393483611585556,0.5393483611585556
generic_plus_approval__gb_p0_55__approval_p1_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.55,1.0,0.0,2,2020,33,33,5.585782364150143,8.896975676882546,0.4726816944918884,0.05442625526381273,0.9393939393939394,0.4726816944918884,0.4726816944918884
generic_plus_approval__gb_p0_60__approval_p0_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.6,0.0,0.0,2,2020,33,33,5.5227630336998095,8.958018679079272,1.1460150278252212,0.055184979059566125,0.9393939393939394,1.1460150278252212,1.1460150278252212
generic_plus_approval__gb_p0_60__approval_p0_20__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.6,0.2,0.0,2,2020,33,33,5.524570228339021,8.949734135462771,1.0793483611585568,0.05508480061954064,0.9393939393939394,1.0793483611585568,1.0793483611585568
generic_plus_approval__gb_p0_60__approval_p0_40__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.6,0.4,0.0,2,2020,33,33,5.530630834399628,8.941938963395515,1.0126816944918884,0.054990092029877376,0.9393939393939394,1.0126816944918884,1.0126816944918884
generic_plus_approval__gb_p0_60__approval_p0_60__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.6,0.6,0.0,2,2020,33,33,5.536691440460235,8.934634443758908,0.9460150278252221,0.054900867790713945,0.9393939393939394,0.9460150278252221,0.9460150278252221
generic_plus_approval__gb_p0_60__approval_p0_80__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.6,0.8,0.0,2,2020,33,33,5.54275204652084,8.927821780871533,0.8793483611585551,0.05481714200934968,0.9393939393939394,0.8793483611585551,0.8793483611585551
generic_plus_approval__gb_p0_60__approval_p1_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.6,1.0,0.0,2,2020,33,33,5.5488126525814465,8.92150210151262,0.8126816944918892,0.05473892839580606,0.9393939393939394,0.8126816944918892,0.8126816944918892
generic_plus_approval__gb_p0_65__approval_p0_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.65,0.0,0.0,2,2020,33,33,5.547823449432527,9.007829309753504,1.486015027825223,0.05578041017293093,0.9393939393939394,1.486015027825223,1.486015027825223
generic_plus_approval__gb_p0_65__approval_p0_20__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.65,0.2,0.0,2,2020,33,33,5.54176284337192,8.997071633651439,1.4193483611585547,0.055652575158473265,0.9393939393939394,1.4193483611585547,1.4193483611585547
generic_plus_approval__gb_p0_65__approval_p0_40__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.65,0.4,0.0,2,2020,33,33,5.535702237311313,8.986795645687362,1.3526816944918882,0.05553013010639601,0.9393939393939394,1.3526816944918882,1.3526816944918882
generic_plus_approval__gb_p0_65__approval_p0_60__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.65,0.6,0.0,2,2020,33,33,5.529641631250707,8.977003000028697,1.286015027825221,0.05541309144638672,0.9393939393939394,1.286015027825221,1.286015027825221
generic_plus_approval__gb_p0_65__approval_p0_80__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.65,0.8,0.0,2,2020,33,33,5.524985255922033,8.967695280092427,1.2193483611585556,0.05530147523998415,0.9393939393939394,1.2193483611585556,1.2193483611585556
generic_plus_approval__gb_p0_65__approval_p1_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.65,1.0,0.0,2,2020,33,33,5.522965053901831,8.958873997302819,1.1526816944918885,0.0551952971754734,0.9393939393939394,1.1526816944918885,1.1526816944918885
generic_plus_approval__gb_p0_70__approval_p0_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.7,0.0,0.0,2,2020,33,33,5.594206465217906,9.070120125586842,1.826015027825221,0.05651557805350958,0.9393939393939394,1.826015027825221,1.826015027825221
generic_plus_approval__gb_p0_70__approval_p0_20__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.7,0.2,0.0,2,2020,33,33,5.5841054551168945,9.056934076531816,1.7593483611585563,0.05636052295025415,0.9393939393939394,1.7593483611585563,1.7593483611585563
generic_plus_approval__gb_p0_70__approval_p0_40__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.7,0.4,0.0,2,2020,33,33,5.574004445015885,9.044220227836108,1.6926816944918877,0.05621076848852191,0.9393939393939394,1.6926816944918877,1.6926816944918877
generic_plus_approval__gb_p0_70__approval_p0_60__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.7,0.6,0.0,2,2020,33,33,5.5639034349148755,9.031980573575508,1.626015027825222,0.056066332891637885,0.9393939393939394,1.626015027825222,1.626015027825222
generic_plus_approval__gb_p0_70__approval_p0_80__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.7,0.8,0.0,2,2020,33,33,5.554490116099191,9.020217044072707,1.5593483611585548,0.05592723404270949,0.9393939393939394,1.5593483611585548,1.5593483611585548
generic_plus_approval__gb_p0_70__approval_p1_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.7,1.0,0.0,2,2020,33,33,5.548429510038586,9.008931504446188,1.4926816944918888,0.055793489478907506,0.9393939393939394,1.4926816944918888,1.4926816944918888
generic_plus_approval__gb_p0_75__approval_p0_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.75,0.0,0.0,2,2020,33,33,5.645721616733056,9.144636095083095,2.1660150278252224,0.05738811513381593,0.9393939393939394,2.1660150278252224,2.1660150278252224
generic_plus_approval__gb_p0_75__approval_p0_20__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.75,0.2,0.0,2,2020,33,33,5.635620606632046,9.129075076492198,2.0993483611585546,0.05720632230572114,0.9393939393939394,2.0993483611585546,2.0993483611585546
generic_plus_approval__gb_p0_75__approval_p0_40__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.75,0.4,0.0,2,2020,33,33,5.625519596531037,9.113975152580476,2.0326816944918886,0.057029732106944876,0.9393939393939394,2.0326816944918886,2.0326816944918886
generic_plus_approval__gb_p0_75__approval_p0_60__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.75,0.6,0.0,2,2020,33,33,5.6154185864300254,9.099338618842937,1.9660150278252209,0.056858364402882944,0.9393939393939394,1.9660150278252209,1.9660150278252209
generic_plus_approval__gb_p0_75__approval_p0_80__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.75,0.8,0.0,2,2020,33,33,5.605317576329016,9.085167714894842,1.8993483611585553,0.0566922387495906,0.9393939393939394,1.8993483611585553,1.8993483611585553
generic_plus_approval__gb_p0_75__approval_p1_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.75,1.0,0.0,2,2020,33,33,5.595216566228005,9.071464622874167,1.8326816944918882,0.05653137438751193,0.9393939393939394,1.8326816944918882,1.8326816944918882
generic_plus_approval__gb_p0_80__approval_p0_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.8,0.0,0.0,2,2020,33,33,5.715476095948712,9.231081168011563,2.5060150278252222,0.058395431954089076,0.9090909090909091,2.5060150278252222,2.5060150278252222
generic_plus_approval__gb_p0_80__approval_p0_20__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.8,0.2,0.0,2,2020,33,33,5.701334681807297,9.213206208363017,2.4393483611585567,0.05818742562986609,0.9090909090909091,2.4393483611585567,2.4393483611585567
generic_plus_approval__gb_p0_80__approval_p0_40__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.8,0.4,0.0,2,2020,33,33,5.687193267665883,9.195779827405003,2.372681694491888,0.05798451604776437,0.9393939393939394,2.372681694491888,2.372681694491888
generic_plus_approval__gb_p0_80__approval_p0_60__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.8,0.6,0.0,2,2020,33,33,5.67305185352447,9.17880458007946,2.3060150278252234,0.057786724549708984,0.9393939393939394,2.3060150278252234,2.3060150278252234
generic_plus_approval__gb_p0_80__approval_p0_80__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.8,0.8,0.0,2,2020,33,33,5.658910439383054,9.162282973874765,2.239348361158555,0.05759407220175652,0.9393939393939394,2.239348361158555,2.239348361158555
generic_plus_approval__gb_p0_80__approval_p1_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.8,1.0,0.0,2,2020,33,33,5.646731717743157,9.146217467145206,2.1726816944918905,0.05740657978734575,0.9393939393939394,2.1726816944918905,2.1726816944918905
generic_plus_approval__gb_p0_85__approval_p0_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.85,0.0,0.0,2,2020,33,33,5.787597308069923,9.329123739630584,2.8460150278252225,0.0595347387297444,0.9090909090909091,2.8460150278252225,2.8460150278252225
generic_plus_approval__gb_p0_85__approval_p0_20__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.85,0.2,0.0,2,2020,33,33,5.773455893928509,9.309002391416959,2.7793483611585543,0.05930108063569329,0.9090909090909091,2.7793483611585543,2.7793483611585543
generic_plus_approval__gb_p0_85__approval_p0_40__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.85,0.4,0.0,2,2020,33,33,5.759314479787096,9.289315915952221,2.712681694491888,0.05907240640339423,0.9090909090909091,2.712681694491888,2.712681694491888
generic_plus_approval__gb_p0_85__approval_p0_60__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.85,0.6,0.0,2,2020,33,33,5.745173065645681,9.27006708380305,2.646015027825221,0.05884873867372039,0.9090909090909091,2.646015027825221,2.646015027825221
generic_plus_approval__gb_p0_85__approval_p0_80__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.85,0.8,0.0,2,2020,33,33,5.731031651504267,9.25125862674605,2.5793483611585555,0.058630099847346025,0.9090909090909091,2.5793483611585555,2.5793483611585555
generic_plus_approval__gb_p0_85__approval_p1_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.85,1.0,0.0,2,2020,33,33,5.716890237362852,9.232893236064552,2.512681694491888,0.058416512077599604,0.9090909090909091,2.512681694491888,2.512681694491888
generic_plus_approval__gb_p0_90__approval_p0_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.9,0.0,0.0,2,2020,33,33,5.877790052014099,9.438402405505926,3.1860150278252233,0.06080306856769892,0.9090909090909091,3.1860150278252233,3.1860150278252233
generic_plus_approval__gb_p0_90__approval_p0_20__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.9,0.2,0.0,2,2020,33,33,5.855567829791877,9.416107603940944,3.119348361158556,0.06054435325838108,0.9090909090909091,3.119348361158556,3.119348361158556
generic_plus_approval__gb_p0_90__approval_p0_40__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.9,0.4,0.0,2,2020,33,33,5.833345607569655,9.39423300427543,3.0526816944918878,0.06029050287402092,0.9090909090909091,3.0526816944918878,3.0526816944918878
generic_plus_approval__gb_p0_90__approval_p0_60__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.9,0.6,0.0,2,2020,33,33,5.817294277766893,9.372781548565504,2.986015027825223,0.06004154116696741,0.9090909090909091,2.986015027825223,2.986015027825223
generic_plus_approval__gb_p0_90__approval_p0_80__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.9,0.8,0.0,2,2020,33,33,5.803152863625479,9.351756148688386,2.9193483611585545,0.05979749168680194,0.9090909090909091,2.9193483611585545,2.9193483611585545
generic_plus_approval__gb_p0_90__approval_p1_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.9,1.0,0.0,2,2020,33,33,5.7890114494840645,9.331159684670553,2.85268169449189,0.0595583777728816,0.9090909090909091,2.85268169449189,2.85268169449189
generic_plus_approval__gb_p0_95__approval_p0_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.95,0.0,0.0,2,2020,33,33,6.012284628496959,9.558531800814453,3.526015027825223,0.06219730205265935,0.9090909090909091,3.526015027825223,3.526015027825223
generic_plus_approval__gb_p0_95__approval_p0_20__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.95,0.2,0.0,2,2020,33,33,5.984996296683067,9.53414072135409,3.4593483611585554,0.06191415199611875,0.9090909090909091,3.4593483611585554,3.4593483611585554
generic_plus_approval__gb_p0_95__approval_p0_40__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.95,0.4,0.0,2,2020,33,33,5.958733670420441,9.510154430442876,3.3926816944918894,0.06163574285151289,0.9090909090909091,3.3926816944918894,3.3926816944918894
generic_plus_approval__gb_p0_95__approval_p0_60__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.95,0.6,0.0,2,2020,33,33,5.932471044157814,9.486575998538731,3.3260150278252207,0.061362099287615206,0.9090909090909091,3.3260150278252207,3.3260150278252207
generic_plus_approval__gb_p0_95__approval_p0_80__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.95,0.8,0.0,2,2020,33,33,5.906208417895188,9.463408474229508,3.259348361158556,0.06109324580916047,0.9090909090909091,3.259348361158556,3.259348361158556
generic_plus_approval__gb_p0_95__approval_p1_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.95,1.0,0.0,2,2020,33,33,5.880012274236321,9.440654882637936,3.1926816944918883,0.060829206749171354,0.9090909090909091,3.1926816944918883,3.1926816944918883
generic_plus_approval__gb_p1_00__approval_p0_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.0,0.0,0.0,2,2020,33,33,6.166830083042412,9.689108339063113,3.8660150278252217,0.06371419290143657,0.9090909090909091,3.8660150278252217,3.8660150278252217
generic_plus_approval__gb_p1_00__approval_p0_20__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.0,0.2,0.0,2,2020,33,33,6.136527052739382,9.662701287951009,3.7993483611585566,0.06340725337966777,0.9090909090909091,3.7993483611585566,3.7993483611585566
generic_plus_approval__gb_p1_00__approval_p0_40__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.0,0.4,0.0,2,2020,33,33,6.10622402243635,9.636683083049205,3.732681694491887,0.063104926692077,0.9090909090909091,3.732681694491887,3.732681694491887
generic_plus_approval__gb_p1_00__approval_p0_60__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.0,0.6,0.0,2,2020,33,33,6.075920992133321,9.61105688230864,3.6660150278252224,0.06280723822365467,0.9090909090909091,3.6660150278252224,3.6660150278252224
generic_plus_approval__gb_p1_00__approval_p0_80__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.0,0.8,0.0,2,2020,33,33,6.045617961830291,9.585825829614613,3.5993483611585546,0.06251421323489804,0.9090909090909091,3.5993483611585546,3.5993483611585546
generic_plus_approval__gb_p1_00__approval_p1_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.0,1.0,0.0,2,2020,33,33,6.015314931527262,9.560993053304138,3.53268169449189,0.062225876854015975,0.9090909090909091,3.53268169449189,3.53268169449189
generic_plus_approval__gb_p1_05__approval_p0_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.05,0.0,0.0,2,2020,33,33,6.324742061038784,9.829715694007813,4.206015027825222,0.06535039436711715,0.9090909090909091,4.206015027825222,4.206015027825222
generic_plus_approval__gb_p1_05__approval_p0_20__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.05,0.2,0.0,2,2020,33,33,6.291072507284836,9.80137505994735,4.1393483611585555,0.06502032825512204,0.9090909090909091,4.1393483611585555,4.1393483611585555
generic_plus_approval__gb_p1_05__approval_p0_40__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.05,0.4,0.0,2,2020,33,33,6.260769476981806,9.773407000395574,4.072681694491889,0.06469474386504158,0.9090909090909091,4.072681694491889,4.072681694491889
generic_plus_approval__gb_p1_05__approval_p0_60__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.05,0.6,0.0,2,2020,33,33,6.230466446678776,9.745814722940992,4.006015027825221,0.06437366709520426,0.9090909090909091,4.006015027825221,4.006015027825221
generic_plus_approval__gb_p1_05__approval_p0_80__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.05,0.8,0.0,2,2020,33,33,6.200163416375746,9.71860142825574,3.9393483611585562,0.06405712375931759,0.9090909090909091,3.9393483611585562,3.9393483611585562
generic_plus_approval__gb_p1_05__approval_p1_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.05,1.0,0.0,2,2020,33,33,6.169860386072715,9.691770308750845,3.872681694491888,0.06374513957864755,0.9090909090909091,3.872681694491888,3.872681694491888
generic_plus_approval__gb_p1_10__approval_p0_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.1,0.0,0.0,2,2020,33,33,6.499893576190299,9.979929901755057,4.546015027825223,0.06710248606543645,0.9090909090909091,4.546015027825223,4.546015027825223
generic_plus_approval__gb_p1_10__approval_p0_20__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.1,0.2,0.0,2,2020,33,33,6.465550141846864,9.94973919011678,4.479348361158556,0.06674996855355621,0.9090909090909091,4.479348361158556,4.479348361158556
generic_plus_approval__gb_p1_10__approval_p0_40__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.1,0.4,0.0,2,2020,33,33,6.431206707503429,9.919904633999042,4.412681694491889,0.06640179965304842,0.9090909090909091,4.412681694491889,4.412681694491889
generic_plus_approval__gb_p1_10__approval_p0_60__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.1,0.6,0.0,2,2020,33,33,6.396863273159997,9.890429456439927,4.3460150278252225,0.06605800557252799,0.9090909090909091,4.3460150278252225,4.3460150278252225
generic_plus_approval__gb_p1_10__approval_p0_80__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.1,0.8,0.0,2,2020,33,33,6.362519838816563,9.861316879954844,4.279348361158557,0.06571861247569868,0.9090909090909091,4.279348361158557,4.279348361158557
generic_plus_approval__gb_p1_10__approval_p1_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.1,1.0,0.0,2,2020,33,33,6.328176404473128,9.83257012534561,4.21268169449189,0.06538364647360266,0.9090909090909091,4.21268169449189,4.21268169449189
generic_plus_approval__gb_p1_15__approval_p0_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.15,0.0,0.0,2,2020,33,33,6.675045091341814,10.139323994372889,4.886015027825222,0.06896700089249454,0.9090909090909091,4.886015027825222,4.886015027825222
generic_plus_approval__gb_p1_15__approval_p0_20__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.15,0.2,0.0,2,2020,33,33,6.640701656998379,10.107366958656124,4.819348361158555,0.06859271421686977,0.9090909090909091,4.819348361158555,4.819348361158555
generic_plus_approval__gb_p1_15__approval_p0_40__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.15,0.4,0.0,2,2020,33,33,6.606358222654946,10.075749674336407,4.752681694491889,0.06822264207334623,0.9090909090909091,4.752681694491889,4.752681694491889
generic_plus_approval__gb_p1_15__approval_p0_60__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.15,0.6,0.0,2,2020,33,33,6.57201478831151,10.044475349750016,4.686015027825221,0.06785681078007347,0.9090909090909091,4.686015027825221,4.686015027825221
generic_plus_approval__gb_p1_15__approval_p0_80__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.15,0.8,0.0,2,2020,33,33,6.5376713539680775,10.013547198294427,4.619348361158556,0.06749524664935616,0.9090909090909091,4.619348361158556,4.619348361158556
generic_plus_approval__gb_p1_15__approval_p1_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.15,1.0,0.0,2,2020,33,33,6.503327919624641,9.982968437398439,4.552681694491889,0.06713797598006739,0.9090909090909091,4.552681694491889,4.552681694491889
