model_name,races,residual_mean,residual_sd,margin_mae,margin_rmse,brier,binary_log_loss,margin_negative_log_likelihood,expected_calibration_error,maximum_calibration_error,coverage_50,coverage_error_50,absolute_coverage_error_50,coverage_80,coverage_error_80,absolute_coverage_error_80,coverage_95,coverage_error_95,absolute_coverage_error_95,mean_absolute_coverage_error,mean_applied_bias,mean_applied_sd
current_baseline,234,-1.602124323142606,11.313899106042696,7.768308721420263,11.402810546087508,0.07424589309686787,0.2763490699141963,3.937129137084168,0.037744018237365756,0.2489241636458978,0.5256410256410257,0.02564102564102566,0.02564102564102566,0.7991452991452992,-0.0008547008547008517,0.0008547008547008517,0.905982905982906,-0.04401709401709397,0.04401709401709397,0.023504273504273494,0.0,8.75
bias_only,234,-0.0034577239383505026,11.470222398002155,7.882581336585159,11.445687657117425,0.07778366102128656,0.2919477666295855,3.943527031577723,0.04350029547905474,0.29809713439841784,0.5213675213675214,0.021367521367521403,0.021367521367521403,0.782051282051282,-0.017948717948717996,0.017948717948717996,0.8974358974358975,-0.05256410256410249,0.05256410256410249,0.03062678062678063,-1.5986665992042548,8.75
sd_only,234,-1.602124323142606,11.313899106042696,7.768308721420263,11.402810546087508,0.076694464422895,0.2719316605689496,3.8727515910854637,0.052580442958036,0.3636260836191854,0.6367521367521367,0.1367521367521367,0.1367521367521367,0.8589743589743589,0.058974358974358876,0.058974358974358876,0.9401709401709402,-0.009829059829059794,0.009829059829059794,0.06851851851851846,0.0,11.303563139138928
closed_form_residual,234,-0.0034577239383505026,11.470222398002155,7.882581336585159,11.445687657117425,0.07985889608958714,0.2833737909029318,3.8771480360677373,0.054603831618189554,0.23129779026936045,0.6410256410256411,0.14102564102564108,0.14102564102564108,0.8632478632478633,0.06324786324786325,0.06324786324786325,0.9487179487179487,-0.0012820512820512775,0.0012820512820512775,0.06851851851851853,-1.5986665992042548,11.303563139138928
