model,n_midterms,loo_mae,loo_rmse,mean_error,median_absolute_error,max_absolute_error,mae_change_vs_gb_only,rmse_change_vs_gb_only,mae_improvement_pct_vs_gb_only,rmse_improvement_pct_vs_gb_only
generic_ballot_only,11,4.824409746971387,6.587503574258335,0.43987840494568803,1.8577551007544295,11.76362636130148,0.0,0.0,-0.0,-0.0
mean_only,11,5.324722425963966,6.67050728285511,-8.074349270001139e-17,4.30865680232925,12.884270128676922,0.5003126789925787,0.08300370859677475,-10.370443333646344,-1.2600176631573192
generic_ballot_plus_october_real_gas,11,5.365275204035306,6.900327699912129,0.6406510929460875,3.036177930494734,11.090787885035406,0.5408654570639184,0.312824125653794,-11.211018247433415,-4.748750754021622
generic_ballot_plus_real_gas_burden,11,5.439509017646969,6.901966754975223,0.09631626996345298,6.979542608926127,10.954696505676765,0.6150992706755822,0.3144631807168876,-12.749731116054605,-4.773632031801849
generic_ballot_plus_nominal_gas_burden,11,5.5497083314612246,7.141087062191937,-0.1320632730058429,6.879560734978479,10.957928520613386,0.7252985844898374,0.5535834879336017,-15.033934150082445,-8.403539849250523
