simulation,dem_seats,dem_control,national_error
1,16.0,0,1.4395190680010916
2,15.0,0,-1.9477810909059288
3,16.0,0,1.0276122201931972
4,15.0,0,-1.9516283581002258
5,18.0,1,7.631936827513586
6,16.0,0,-0.15698405066094226
7,16.0,0,-2.389648938241416
8,16.0,0,-0.28499606364575425
9,17.0,1,3.7354066558064742
10,15.0,0,-0.8077999073698781
11,18.0,1,6.473640771837653
12,14.0,0,-3.8280346965589254
13,13.0,0,-3.177771884504839
14,16.0,0,0.049886510042941985
15,16.0,0,0.814229791716644
16,16.0,0,2.137307488643047
17,16.0,0,2.470694260600968
18,16.0,0,0.9307658731752383
19,14.0,0,-2.5402025913861803
20,16.0,0,0.3922788198523773
21,14.0,0,-1.535112192996869
22,13.0,0,-2.4971734882971286
23,16.0,0,2.097971441082475
24,17.0,1,2.935016111451804
25,14.0,0,-2.504755260502646
26,13.0,0,-2.6228952284245106
27,16.0,0,4.225054137020482
28,16.0,0,0.17603524556426203
29,15.0,0,-0.3724598399960794
30,16.0,0,-0.10129618371826331
31,16.0,0,-0.5823476735537589
32,17.0,1,2.1707497337055837
33,16.0,0,1.1587444300764
34,16.0,0,1.1157897372458785
35,16.0,0,3.0105479477914128
36,11.0,0,-7.22881663206017
37,16.0,0,0.07980781469110793
38,12.0,0,-3.084457750027494
39,15.0,0,0.20234170286011469
40,18.0,1,3.232441567153229
41,16.0,0,1.0598622849642645
42,15.0,0,-1.871572364147791
43,13.0,0,-4.208317906974518
44,14.0,0,-4.360394291862733
45,15.0,0,-1.309469521177445
46,17.0,1,2.0967580129790364
47,15.0,0,-1.2749343178395736
48,17.0,1,1.8682280542029877
49,13.0,0,-2.5387869175863558
50,18.0,1,3.226004113337912
51,15.0,0,-0.18965253220196357
52,16.0,0,2.250819430001565
53,15.0,0,-1.225488594407794
54,14.0,0,-4.039735956754947
55,16.0,0,1.910074717576337
56,15.0,0,0.2680267127876991
57,14.0,0,-2.2039982318713425
58,17.0,1,5.044642417426984
59,16.0,0,-0.047675291310977336
60,16.0,0,0.4385805244278254
61,14.0,0,-2.467468012435155
62,16.0,0,0.025504612279573135
63,12.0,0,-6.790672753137388
64,16.0,0,0.9059937377691936
65,16.0,0,-1.1912381933655731
66,12.0,0,-4.756052947615372
67,13.0,0,-4.372262265499056
68,17.0,1,5.3524177604430045
69,16.0,0,2.347563230859859
70,17.0,1,4.518737338375114
71,15.0,0,0.6061178128566334
72,16.0,0,2.6490899829872054
73,14.0,0,-0.07590898412731603
74,17.0,1,1.1390771047845845
75,15.0,0,-0.3696123553951193
76,13.0,0,-5.355310072692748
77,15.0,0,-1.086527877572788
78,13.0,0,-4.27009753965858
79,15.0,0,-3.0189364026476975
80,15.0,0,0.7163063695312193
81,16.0,0,0.6044082369082548
82,16.0,0,-0.6277290238916509
83,17.0,1,4.561521195669738
84,14.0,0,-0.8184549833656991
85,17.0,1,2.8013748513644186
86,15.0,0,2.3318231002620875
87,13.0,0,-0.6353108679342797
88,18.0,1,5.9197729273935185
89,17.0,1,2.9740644659313817
90,16.0,0,1.4905460968260775
91,16.0,0,0.6246369766113525
92,18.0,1,5.45295806523967
93,16.0,0,0.25572636391518244
94,13.0,0,-3.1185339080554004
95,17.0,1,2.52961667894226
96,16.0,0,-0.666914638139096
97,18.0,1,4.804755954369053
98,13.0,0,-2.4137860363250105
99,14.0,0,-2.0190439523137824
100,17.0,1,1.3995636435311904
101,16.0,0,1.4061150383761343
102,13.0,0,-3.2601386658822453
103,16.0,0,1.937325727101262
104,15.0,0,-2.458453132737699
105,14.0,0,-0.48708733223626044
106,15.0,0,-1.3692161075053122
107,11.0,0,-6.897470628151726
108,18.0,1,4.176199245865349
109,16.0,0,1.7935385860076714
110,16.0,0,-0.47323780216335604
111,16.0,0,-1.932420115848623
112,13.0,0,-5.213282966029988
113,17.0,1,0.9783494053405676
114,15.0,0,-1.6139967507986581
115,16.0,0,0.2295932309942881
116,14.0,0,-2.415973873408995
117,15.0,0,0.9779853439278758
118,16.0,0,1.4181126503485502
119,17.0,1,3.0839548835669635
120,12.0,0,-5.078661073556484
121,17.0,1,3.6092967298576832
122,18.0,1,4.6765260997323015
123,15.0,0,-0.7577618976658709
124,13.0,0,-4.637022574101531
125,16.0,0,0.08289150697869235
126,16.0,0,1.1262134648053652
127,14.0,0,-2.500301980674398
128,16.0,0,0.9684652985695958
129,14.0,0,-3.8277933920312663
130,16.0,0,-1.667088931158677
131,13.0,0,-5.378862513218615
132,16.0,0,2.1830448942052603
133,15.0,0,-3.465982903813689
134,15.0,0,-2.3616204236584823
135,17.0,1,3.4597788374771854
136,19.0,1,7.294400704636943
137,14.0,0,-2.686531872240507
138,18.0,1,3.6019630341908093
139,16.0,0,-0.19475740358507604
140,10.0,0,-7.132292516126954
141,15.0,0,-1.5412993758646305
142,15.0,0,1.2670636874938233
143,17.0,1,3.921717920878736
144,16.0,0,0.3178030383012175
145,17.0,1,4.912217649603909
146,13.0,0,-2.3458839410319188
147,15.0,0,-1.7433697176101988
148,13.0,0,-4.5525309460164936
149,16.0,0,0.7909516509303204
150,16.0,0,0.8506991347932089
151,17.0,1,3.8264909017991813
152,16.0,0,0.06409509578994003
153,15.0,0,-0.5251092843465531
154,16.0,0,-0.08061075223239993
155,16.0,0,-0.228448351502094
156,17.0,1,2.9735252102922067
157,15.0,0,0.4937606097633658
158,17.0,1,4.041864043389696
159,14.0,0,-2.86702691190837
160,15.0,0,0.3052290714052821
161,13.0,0,-4.977917624948821
162,16.0,0,0.5735272472355033
163,16.0,0,-0.22695517013026165
164,18.0,1,5.722837857817049
165,16.0,0,0.7964745857413166
166,13.0,0,-5.273455254687266
167,13.0,0,-2.239901128469795
168,14.0,0,-2.5453741146217124
169,16.0,0,0.5891767703147558
170,15.0,0,-0.16751019198210423
171,14.0,0,-1.7027522602699163
172,19.0,1,7.332074932654205
173,12.0,0,-6.990326811666008
174,16.0,0,1.376231064601362
175,16.0,0,-0.3463243180225466
176,16.0,0,3.0554109164620096
177,18.0,1,4.558395730348648
178,16.0,0,1.8714024946497718
179,15.0,0,-1.4662692566286157
180,17.0,1,4.352649922463453
181,13.0,0,-1.4609545838398008
182,16.0,0,1.1343595688187285
183,16.0,0,-0.2208365890030203
184,15.0,0,-1.139187416448435
185,12.0,0,-5.095777381906801
186,14.0,0,-1.297386624211697
187,16.0,0,3.4384690401043136
188,17.0,1,1.6763378817208963
189,18.0,1,3.0746013290280496
190,13.0,0,-4.667450618389978
191,14.0,0,-2.2512572168184546
192,15.0,0,0.35909545689178046
