simulation,dem_seats,dem_control,national_error
1,14.0,0,-3.9709111464919165
2,16.0,0,0.4452986561698356
3,17.0,1,4.40811458430138
4,16.0,0,0.37330535681028054
5,16.0,0,-0.8224512121327209
6,16.0,0,-0.7610213928352269
7,16.0,0,1.5480679941339148
8,15.0,0,-2.933225854053668
9,14.0,0,-3.4032393206844898
10,17.0,1,0.9225765467922419
11,16.0,0,1.5896330710593616
12,16.0,0,-0.518570022217429
13,11.0,0,-6.472835500116549
14,16.0,0,-1.5528091939707909
15,15.0,0,-2.3462828002150484
16,15.0,0,-0.942085541188274
17,13.0,0,-3.0822234442995766
18,14.0,0,-4.2383360392179705
19,14.0,0,-5.406917783868217
20,17.0,1,4.30555189009052
21,16.0,0,0.7344405270111395
22,17.0,1,5.509942075628521
23,12.0,0,-5.419196826519724
24,15.0,0,-3.778919195732027
25,16.0,0,-2.120678284596364
26,16.0,0,1.3391180045660904
27,16.0,0,4.115269347142843
28,15.0,0,-2.7476829026102325
29,12.0,0,-4.597405178382106
30,17.0,1,3.6476238144901503
31,17.0,1,6.7424222617706455
32,10.0,0,-6.282955647820733
33,16.0,0,1.0476048904847461
34,15.0,0,-3.9606719267204795
35,13.0,0,-5.719084920822239
36,13.0,0,-5.639008242603502
37,17.0,1,0.10543349010520567
38,14.0,0,-4.26572102154706
39,16.0,0,-0.36525254247130956
40,16.0,0,1.2346821358827242
41,16.0,0,-0.3764324493356868
42,17.0,1,4.3227852462682606
43,17.0,1,2.8955986614487697
44,15.0,0,-3.143342202460591
45,16.0,0,-1.1301370696202966
46,13.0,0,-4.370692439330683
47,14.0,0,-4.62917673718075
48,14.0,0,-3.7777420772068
49,17.0,1,4.891743814579223
50,17.0,1,2.043555764408821
51,17.0,1,2.0759948003647524
52,16.0,0,0.26208973523000584
53,16.0,0,-1.9243714025195668
54,16.0,0,1.364284678877697
55,16.0,0,-0.9332921197666462
56,16.0,0,0.6206415522498193
57,15.0,0,-1.2750407619894366
58,16.0,0,-2.9660042855231943
59,17.0,1,2.5260776690865825
60,12.0,0,-5.76091428143254
61,14.0,0,-3.202131593418796
62,14.0,0,-3.636391540940855
63,15.0,0,-2.8098346477400598
64,15.0,0,-0.9548642448366739
65,15.0,0,-1.853877051875794
66,18.0,1,5.572368008414312
67,17.0,1,4.929332186394381
68,15.0,0,-2.2594904697245823
69,16.0,0,2.4570958728212062
70,17.0,1,2.8622663139474067
71,15.0,0,-1.9922737324114845
72,17.0,1,2.4626597032190123
73,15.0,0,-0.9812220207079752
74,17.0,1,3.6420825056537924
75,15.0,0,-2.5345079514870594
76,16.0,0,1.6522990401637838
77,17.0,1,2.456294663968211
78,17.0,1,5.218732004296206
79,16.0,0,1.786177086539692
80,16.0,0,-2.0932561735514374
81,17.0,1,2.936863865905157
82,16.0,0,-1.8533992078853756
83,16.0,0,0.9381133277765367
84,16.0,0,0.31332072738921224
85,17.0,1,2.564042059811368
86,15.0,0,-2.0899719943983155
87,16.0,0,0.8904575347982564
88,16.0,0,1.137942481553305
89,17.0,1,1.1078706132040081
90,14.0,0,-3.8832455681574496
91,17.0,1,1.2082615118463222
92,16.0,0,0.44503291521018645
93,15.0,0,-1.7571508971341638
94,16.0,0,0.09172343506135526
95,15.0,0,-0.007238716445127853
96,16.0,0,1.69635383757734
97,16.0,0,0.283813563406713
98,17.0,1,0.6801411648702125
99,8.0,0,-9.20661581133356
100,16.0,0,2.9539049152178363
101,16.0,0,1.8909728814929716
102,17.0,1,0.9290977261594535
103,15.0,0,-3.2582838418576126
104,16.0,0,0.5956739190766193
105,15.0,0,-2.387494167841118
106,15.0,0,-1.5946591306146118
107,14.0,0,-2.8411382966088934
108,17.0,1,5.08651024211512
109,15.0,0,0.6976471060156488
110,17.0,1,0.17994468019220908
111,16.0,0,0.48740916436632215
112,15.0,0,-1.0914355061190157
113,12.0,0,-6.387964452942513
114,15.0,0,-0.7336203088415372
115,15.0,0,-4.053307608756145
116,16.0,0,-1.6496214815086052
117,16.0,0,-0.9097910434047641
118,17.0,1,5.076796240850334
119,17.0,1,3.857784418489804
120,15.0,0,-0.6717448890898912
121,17.0,1,2.5945665142062824
122,14.0,0,-4.040742137894143
123,16.0,0,1.388573750112207
124,15.0,0,-2.212720011451505
125,16.0,0,-0.3671965377379953
126,16.0,0,-1.2841246958780632
127,17.0,1,2.1433801061109126
128,15.0,0,-3.945824779834371
129,17.0,1,0.11706218313710592
130,16.0,0,1.4455556983030666
131,17.0,1,2.812428566993816
132,16.0,0,-1.5625038628929155
133,14.0,0,-3.4792535714734245
134,15.0,0,-2.2460809418332164
135,14.0,0,-2.7949894739398196
136,16.0,0,0.2730488750322677
137,16.0,0,0.7343525945441339
138,16.0,0,2.3995374181350972
139,15.0,0,-1.205992798443015
140,17.0,1,0.5955783912821879
141,13.0,0,-4.476334146271754
142,15.0,0,-0.11339753023043435
143,16.0,0,0.9782148739580349
144,16.0,0,1.5312160866888909
145,15.0,0,-2.062804137764182
146,15.0,0,-2.9194530003764547
147,15.0,0,-0.9458646491256681
148,17.0,1,1.0660061436982022
