state,dem_candidate,gop_candidate,current_holder,race_tier,polling_margin_dem,fundamentals_margin_dem,adjusted_fundamentals_margin_dem,model_margin_dem,pre_sim_dem_win_prob,elasticity,tier_error_multiplier,dem_win_counts_for_seat_change,candidate_uncertainty_penalty,race_uncertainty_sd,simulated_dem_win_prob,avg_simulated_margin_dem,margin_p25_dem,margin_p50_dem,margin_p75_dem,tipping_count,tipping_share_of_control_sims
AZ,Historical Democratic nominee,Historical Republican nominee,D,Toss-up,0.0436633582586227,0.3136633582586228,0.043663358258622775,0.0436633582586227,0.5019846876790256,1.0,1.1,1.0,0.0,1.4934095218659889,0.50576,0.042069092826572854,-2.1495060248111875,0.04515788063131698,2.2416375182781287,7983,0.24432270306665851
CA,Historical Democratic nominee,Historical Republican nominee,D,Safe,29.54782272133514,29.81782272133514,29.54782272133514,29.54782272133514,0.9953781672357548,1.0,0.95,1.0,0.0,1.289762768884263,1.0,29.54341110572769,27.417208499428646,29.542805051557384,31.66360170811565,0,0.0
CA,Historical Democratic nominee,Historical Republican nominee,D,Safe,29.54782272133514,29.81782272133514,29.54782272133514,29.54782272133514,0.9953781672357548,1.0,0.95,1.0,0.0,1.289762768884263,1.0,29.53736355199887,27.400719920899945,29.524601132821388,31.673250805697464,0,0.0
CT,Historical Democratic nominee,Historical Republican nominee,D,Safe,20.12009817615569,20.39009817615569,20.12009817615569,20.12009817615569,0.9748689683769755,1.0,0.95,1.0,0.0,1.289762768884263,1.0,20.115503159507995,17.97170854812842,20.126148436561913,22.255284918474814,0,0.0
DE,Historical Democratic nominee,Historical Republican nominee,D,Safe,18.983488329968942,19.253488329968945,18.983488329968946,18.983488329968942,0.9692771328064507,1.0,0.95,1.0,0.0,1.289762768884263,1.0,18.98264074683564,16.85450764659891,18.985965077341348,21.100408623657064,0,0.0
FL,Historical Democratic nominee,Historical Republican nominee,R,Lean,-3.659509324283111,-3.389509324283111,-3.659509324283111,-3.659509324283111,0.33953539608183875,1.0,1.05,1.0,0.0,1.42552727087208,0.12814,-3.6648043851679932,-5.843838690764798,-3.6676021653485593,-1.5251548602194358,4578,0.14011140356246557
HI,Historical Democratic nominee,Historical Republican nominee,D,Safe,29.79532929302977,30.06532929302977,29.79532929302977,29.79532929302977,0.995580645997906,1.0,0.95,1.0,0.0,1.289762768884263,1.0,29.793020368059807,27.64706460128711,29.80440715392512,31.93328461263623,0,0.0
IN,Historical Democratic nominee,Historical Republican nominee,R,Safe,-16.660096014885927,-16.390096014885927,-16.660096014885927,-16.660096014885927,0.04612804326541166,1.0,0.95,1.0,0.0,1.289762768884263,0.0,-16.664116978053322,-18.805533476491192,-16.66757692772147,-14.52327875811236,0,0.0
MA,Historical Democratic nominee,Historical Republican nominee,D,Safe,33.9610990802963,34.2310990802963,33.9610990802963,33.9610990802963,0.9979229869693846,1.0,0.95,1.0,0.0,1.289762768884263,1.0,33.97007842622868,31.839150043758053,33.97708486182394,36.09590542598664,0,0.0
MD,Historical Democratic nominee,Historical Republican nominee,D,Safe,33.78809409418467,34.058094094184675,33.78809409418467,33.78809409418467,0.9978567574317075,1.0,0.95,1.0,0.0,1.289762768884263,1.0,33.787409372904875,31.65205545930112,33.788039348757906,35.92698762634659,0,0.0
MI,Historical Democratic nominee,Historical Republican nominee,D,Toss-up,2.5571186888189135,2.8271186888189135,2.5571186888189135,2.5571186888189135,0.6141832144826088,1.0,1.1,1.0,0.0,1.4934095218659889,0.78464,2.56895243943831,0.3678279438269806,2.5569311646013517,4.784724248587881,2094,0.06408765379200587
MN,Historical Democratic nominee,Historical Republican nominee,D,Likely,7.00902729713334,7.279027297133339,7.00902729713334,7.00902729713334,0.7814896628588048,1.0,1.0,1.0,0.0,1.3576450198781715,0.98648,7.01252190120608,4.854768221480096,7.00224424326247,9.164932661014856,2,6.121074860745546e-05
MO,Historical Democratic nominee,Historical Republican nominee,R,Safe,-15.941641288802888,-15.671641288802888,-15.941641288802888,-15.941641288802888,0.05222874167325076,1.0,0.95,1.0,0.0,1.289762768884263,0.0,-15.950455865254662,-18.08224753077081,-15.957163095400903,-13.822294662666316,0,0.0
