snapshot_id,cycle,state,race_id,snapshot_date,days_out,actual_margin_dem,fundamentals_margin_dem,polling_margin_dem,has_polling,poll_count,pollster_count,effective_poll_count,mean_poll_age_days,production_polling_weight,production_bayesian_margin_dem,production_posterior_sd,margin_movement_dem
2022_MD_8935_20221108_D007,2022,MD,2022_MD,2022-11-01,7,31.743055937654752,32.97809409418468,22.999999999999996,True,1.0,1.0,1.0,50.0,0.1959999999999999,31.02238765172448,3.5,-1.9557064424601975
2022_MO_8936_20221108_D007,2022,MO,2022_MO,2022-11-01,7,-13.652645873736844,-16.751641288802887,-10.717640720170856,True,10.0,5.0,4.662083020259229,6.0642263606113085,0.6533333333333333,-12.809427583963291,3.5,3.9422137048395953
2022_NC_8940_20221108_D007,2022,NC,2022_NC,2022-11-01,7,-3.299253218639862,-2.448365066373442,-2.844119355188653,True,31.0,15.0,10.159629046805607,16.306444331002954,0.6533333333333333,-2.7069245350660465,3.5,-0.25855946869260427
2022_NH_8938_20221108_D007,2022,NH,2022_NH,2022-11-01,7,9.349948447759571,6.416695443190077,2.9340801890422483,True,27.0,14.0,10.86067774455242,10.21488010095495,0.6533333333333333,4.141386810480162,3.5,-2.2753086327099155
2022_NV_8937_20221108_D007,2022,NV,2022_NV,2022-11-01,7,0.801857785545522,1.3662346800876135,-0.6124090759712495,True,42.0,25.0,20.99813200838472,12.410306395472654,0.6533333333333333,0.0735207594624897,3.5,-1.2927139206251237
2022_NY_8939_20221108_D007,2022,NY,2022_NY,2022-11-01,7,14.075069326686034,22.353669786024497,16.16630823578017,True,16.0,11.0,10.356500432673633,8.410082863145082,0.6533333333333333,18.311260239864872,3.5,-4.042409546159625
2022_OH_8942_20221108_D007,2022,OH,2022_OH,2022-11-01,7,-6.114454849606801,-9.233395295405431,-2.1447137424268163,True,45.0,18.0,23.192983851733704,12.303261486626369,0.6533333333333333,-4.602123347459403,3.5,4.631271947946028
2022_OK_8943_20221108_D007,2022,OK,2022_OK_REGULAR,2022-11-01,7,-33.40665086133072,-34.96007899381302,-18.932134435496017,True,10.0,6.0,5.834962977856571,12.176699787500064,0.6533333333333333,-24.48848854904591,3.5,10.47159044476711
2022_OK_9482_20221108_D007,2022,OK,2022_OK_SPECIAL,2022-11-01,7,-27.35172468172955,-34.96007899381302,-13.293072428687912,True,10.0,6.0,5.834962977856571,12.176699787500064,0.6533333333333333,-20.804301371264614,3.5,14.155777622548406
2022_OR_8944_20221108_D007,2022,OR,2022_OR,2022-11-01,7,15.408528397166307,15.534313970883458,15.804310918083573,True,4.0,3.0,3.099472223299267,9.051896927572304,0.6533333333333333,15.710711976387532,3.5,0.17639800550407436
2022_PA_8945_20221108_D007,2022,PA,2022_PA,2022-11-01,7,5.035095542957677,0.098410518698115,2.1949537868701436,True,46.0,28.0,24.908116135862024,12.777988246805236,0.6533333333333333,1.468152120570507,3.5,1.369741601872392
2022_SC_8946_20221108_D007,2022,SC,2022_SC,2022-11-01,7,-25.896486784856165,-12.933217499164188,-17.0,True,1.0,1.0,1.0,55.0,0.1959999999999999,-13.730306869328007,3.5,-0.7970893701638193
