observations,polling_coverage,fundamentals_brier,production_brier,brier_improvement,fundamentals_log_loss,production_log_loss,log_loss_improvement,fundamentals_margin_mae,production_margin_mae,fundamentals_margin_rmse,production_margin_rmse,fundamentals_winner_accuracy,production_winner_accuracy,mean_polling_weight_polled,median_polling_weight_polled,max_polling_weight,mean_abs_probability_movement,median_abs_probability_movement,max_abs_probability_movement,races_moved_ge_5pp,races_moved_ge_10pp,winner_call_changes
896.0,0.8024553571428571,0.06081598006099731,0.05038557307684124,0.010430406984156072,0.32391662887388195,0.20012234591683511,0.12379428295704684,6.316528293325575,5.391999759235759,9.417220374852572,7.965149234551859,0.921875,0.9441964285714286,0.42050114758524065,0.385,0.7,0.04152179107260209,0.0030858677460509076,0.7003613370849576,170.0,96.0,24.0
