snapshot_id,cycle,state,race_id,snapshot_date,days_out,actual_margin_dem,fundamentals_margin_dem,polling_margin_dem,has_polling,poll_count,pollster_count,effective_poll_count,mean_poll_age_days,production_polling_weight,production_bayesian_margin_dem,production_posterior_sd,margin_movement_dem,actual_dem_win,fundamentals_prob_dem,production_prob_dem,probability_movement,abs_probability_movement,fundamentals_winner_dem,production_winner_dem,winner_call_changed
2018_TX_121_20181106_D120,2018,TX,2018_TX,2018-07-09,120,-2.5874814972216456,-2.8564511559439794,-8.217619698596366,True,11.0,9.0,5.592762867751206,18.564836516544453,0.18,-3.821461493621409,5.5,-0.9650103376774296,0,0.2923616087685274,0.23459066417044017,-0.05777094459808724,0.05777094459808724,False,False,False
2018_UT_122_20181106_D120,2018,UT,2018_UT,2018-07-09,120,-33.878940101996875,-18.19579669082257,-38.804263036217584,True,4.0,2.0,1.0013182141831447,21.101329101389464,0.18,-21.90532063299367,5.5,-3.709523942171103,0,0.0035729939739143368,0.0011364588254282838,-0.002436535148486053,0.002436535148486053,False,False,False
2018_VA_124_20181106_D120,2018,VA,2018_VA,2018-07-09,120,16.319900580969303,12.222752554309402,16.896093820903737,True,4.0,4.0,1.3776145706619722,18.51419019211867,0.18,13.063953982296384,5.5,0.8412014279869826,1,0.9777385612285626,0.982752666765204,0.005014105536641389,0.005014105536641389,True,True,False
2018_VT_123_20181106_D120,2018,VT,2018_VT,2018-07-09,120,42.16474561566585,36.94285264764074,,False,0.0,,0.0,,0.0,36.94285264764074,5.5,0.0,1,0.9999891586660918,0.9999891586660918,0.0,0.0,True,True,False
2018_WA_125_20181106_D120,2018,WA,2018_WA,2018-07-09,120,16.867519849859107,24.143862400129528,16.0,True,1.0,1.0,1.0,47.0,0.054,23.704093830522535,5.5,-0.4397685696069935,1,0.999431208667439,0.9993483425070654,-8.286616037356254e-05,8.286616037356254e-05,True,True,False
2018_WI_127_20181106_D120,2018,WI,2018_WI,2018-07-09,120,10.83712500456204,5.754021923940577,15.152789528005918,True,3.0,3.0,6.7048429036253205,8.11843100530385,0.135,7.022855550489398,5.5,1.2688336265488207,1,0.8557719548561455,0.8978219203888553,0.04204996553270979,0.04204996553270979,True,True,False
2018_WV_126_20181106_D120,2018,WV,2018_WV,2018-07-09,120,3.3894179136536167,-37.75210450259154,11.832782017689263,True,10.0,10.0,9.65001573935682,12.2764970016424,0.18,-28.826824928941,5.5,8.925279573650542,1,8.43965794099764e-06,0.00013359127505319397,0.00012515161711219633,0.00012515161711219633,False,False,False
2018_WY_128_20181106_D120,2018,WY,2018_WY,2018-07-09,120,-37.97819051140363,-44.84063925830758,,False,0.0,,0.0,,0.0,-44.84063925830758,5.5,0.0,0,9.411713873436668e-07,9.411713873436668e-07,0.0,0.0,False,False,False
2018_AZ_96_20181106_D090,2018,AZ,2018_AZ,2018-08-08,90,2.402957486136785,2.791759107726598,4.801330581043487,True,11.0,8.0,9.819211634445873,34.65332460298655,0.265,3.3242955481555736,5.5,0.5325364404289754,1,0.7034795345431922,0.736667349266503,0.03318781472331078,0.03318781472331078,True,True,False
2018_CT_98_20181106_D090,2018,CT,2018_CT,2018-08-08,90,20.408576995776254,20.85309503452728,,False,0.0,,0.0,,0.0,20.85309503452728,5.5,0.0,1,0.9984268250789421,0.9984268250789421,0.0,0.0,True,True,False
2018_DE_99_20181106_D090,2018,DE,2018_DE,2018-08-08,90,22.639007988446096,18.567242887362447,8.0,True,1.0,1.0,1.0,10.0,0.0795,17.727147077817133,5.5,-0.8400958095453142,1,0.9968137450538012,0.9958716733059443,-0.0009420717478568763,0.0009420717478568763,True,True,False
2018_FL_100_20181106_D090,2018,FL,2018_FL,2018-08-08,90,-0.1225183560779328,5.3323290544490405,-2.2855548425794354,True,27.0,15.0,11.174920020506926,32.94128093379453,0.265,3.3135898217364943,5.5,-2.018739232712546,0,0.8389063847847836,0.7360241739187795,-0.10288221086600413,0.10288221086600413,True,True,False
2018_IN_102_20181106_D090,2018,IN,2018_IN,2018-08-08,90,-6.162903216195062,-13.664619049016142,4.8259455440188965,True,3.0,3.0,2.922345317389722,17.17709327571471,0.19875,-9.98961933615043,5.5,3.674999712865713,0,0.014363767321869936,0.043466174634772474,0.029102407312902537,0.029102407312902537,False,False,False
2018_MA_105_20181106_D090,2018,MA,2018_MA,2018-08-08,90,25.038879177334593,35.872557379258986,26.284044993200744,True,5.0,2.0,1.7616738569410757,62.92251415428752,0.265,33.33160159695355,5.5,-2.5409557823054385,1,0.9999849018907363,0.9999668559971105,-1.804589362575104e-05,1.804589362575104e-05,True,True,False
2018_MD_104_20181106_D090,2018,MD,2018_MD,2018-08-08,90,36.30566322052462,34.59199101713032,,False,0.0,,0.0,,0.0,34.59199101713032,5.5,0.0,1,0.9999775601305866,0.9999775601305866,0.0,0.0,True,True,False
2018_MI_106_20181106_D090,2018,MI,2018_MI,2018-08-08,90,6.6371383113556135,6.334663566076905,13.989677823251156,True,4.0,4.0,6.90632497678646,29.444417608728084,0.265,8.363242344228082,5.5,2.028578778151177,1,0.8765643806662002,0.930088095010726,0.05352371434452574,0.05352371434452574,True,True,False
2018_MN_107_20181106_D090,2018,MN,2018_MN_REGULAR,2018-08-08,90,24.963466608899424,8.233387414360969,20.0,True,1.0,1.0,1.0,43.99999999999999,0.0795,9.168833114919272,5.5,0.9354457005583026,1,0.9274295593767313,0.9446604173762091,0.017230857999477767,0.017230857999477767,True,True,False
2018_MN_129_20181106_D090,2018,MN,2018_MN_SPECIAL,2018-08-08,90,11.140619798671466,8.233387414360969,12.549859565440384,True,2.0,2.0,1.700170196265259,26.96067408588616,0.14575,8.862513230380793,5.5,0.6291258160198243,1,0.9274295593767313,0.9394909362369034,0.012061376860172057,0.012061376860172057,True,True,False
2018_MO_109_20181106_D090,2018,MO,2018_MO,2018-08-08,90,-5.996633249741748,-13.067121991132131,-0.0160857941599045,True,18.0,11.0,8.728540604204976,36.792848186644854,0.265,-9.608597398934492,5.5,3.458524592197639,0,0.017230724218482922,0.048641025519877756,0.031410301301394834,0.031410301301394834,False,False,False
2018_MS_108_20181106_D090,2018,MS,2018_MS_REGULAR,2018-08-08,90,-19.41285627996939,-11.60969464812012,-20.78792476864924,True,2.0,1.0,1.006055841742686,8.33508766998347,0.14575,-12.94742168818724,5.5,-1.3377270400671204,0,0.026787351768142287,0.017869330629790646,-0.00891802113835164,0.00891802113835164,False,False,False
2018_MS_130_20181106_D090,2018,MS,2018_MS_SPECIAL,2018-08-08,90,-7.266512999290427,-11.60969464812012,,False,0.0,,0.0,,0.0,-11.60969464812012,5.5,0.0,0,0.026787351768142287,0.026787351768142287,0.0,0.0,False,False,False
2018_MT_110_20181106_D090,2018,MT,2018_MT,2018-08-08,90,3.6569158437772415,-15.649328634048878,8.748608346966414,True,3.0,3.0,6.70847889575174,35.63549886841318,0.19875,-10.80023865907209,5.5,4.849089974976788,1,0.007823601771822933,0.034152078421331084,0.026328476649508152,0.026328476649508152,False,False,False
2018_ND_116_20181106_D090,2018,ND,2018_ND,2018-08-08,90,-10.905410742496043,-33.0484857930395,-6.920257204037385,True,4.0,4.0,6.777772396479322,38.41510452737291,0.265,-26.12450521695394,5.5,6.923980576085558,0,3.617868848459396e-05,0.0003082328150649549,0.0002720541265803609,0.0002720541265803609,False,False,False
2018_NE_111_20181106_D090,2018,NE,2018_NE,2018-08-08,90,-19.79502813980163,-20.525348226355145,-16.802204444030657,True,2.0,2.0,1.06810031070696,194.5383763016066,0.14575,-19.98270002008135,5.5,0.5426482062737961,0,0.0017408102157981343,0.002058458388172381,0.0003176481723742466,0.0003176481723742466,False,False,False
2018_NJ_113_20181106_D090,2018,NJ,2018_NJ,2018-08-08,90,11.544410589867937,21.13838028580259,2.432306380827426,True,4.0,4.0,1.238699018377332,34.971822005139686,0.265,16.18127070098417,5.5,-4.957109584818419,1,0.9985595638618731,0.9933559528243054,-0.0052036110375676126,0.0052036110375676126,True,True,False
2018_NM_114_20181106_D090,2018,NM,2018_NM,2018-08-08,90,27.83688334059555,15.871589868648222,13.913709684859844,True,5.0,4.0,4.466438816288712,6.539578857978167,0.265,15.352751619944303,5.5,-0.5188382487039185,1,0.9926926153250194,0.9914308339924023,-0.0012617813326171179,0.0012617813326171179,True,True,False
2018_NV_112_20181106_D090,2018,NV,2018_NV,2018-08-08,90,5.247548248472796,9.157418839970395,1.247545654796252,True,8.0,5.0,6.472066206776778,30.362866811635556,0.265,7.061302445899247,5.5,-2.0961163940711485,1,0.9444754739099469,0.898908221612826,-0.045567252297120886,0.045567252297120886,True,True,False
2018_NY_115_20181106_D090,2018,NY,2018_NY,2018-08-08,90,33.99933379035469,33.39301299955074,27.882125305851023,True,5.0,2.0,1.3325657403320774,29.827819166835287,0.265,31.932627760720315,5.5,-1.460385238830426,1,0.9999674798993985,0.9999489011164359,-1.857878296263049e-05,1.857878296263049e-05,True,True,False
2018_OH_117_20181106_D090,2018,OH,2018_OH,2018-08-08,90,6.847342539013482,-1.965369154271805,5.747525974054314,True,10.0,9.0,8.67873258839806,38.66369541815295,0.265,0.0785480547346166,5.5,2.0439172090064215,1,0.3524716419267043,0.5060764639653186,0.15360482203861425,0.15360482203861425,False,True,True
2018_PA_118_20181106_D090,2018,PA,2018_PA,2018-08-08,90,13.085564092459125,5.818928385019667,12.71031438234529,True,8.0,6.0,8.088610401604798,39.51563193308737,0.265,7.645145674310958,5.5,1.8262172892912905,1,0.8582333746061073,0.9141838968179568,0.055950522211849485,0.055950522211849485,True,True,False
2018_RI_119_20181106_D090,2018,RI,2018_RI,2018-08-08,90,23.159474112658216,23.191408185319624,22.0,True,1.0,1.0,1.0,65.0,0.0795,23.09669123458671,5.5,-0.0947169507329128,1,0.9992363878709999,0.9992136925657126,-2.269530528731245e-05,2.269530528731245e-05,True,True,False
2018_TN_120_20181106_D090,2018,TN,2018_TN,2018-08-08,90,-10.937204153944108,-20.678686090523975,-9.018210587205992,True,16.0,9.0,9.447547598914888,34.60018055298537,0.265,-17.58866008214471,5.5,3.090026008379265,0,0.0016602699746756377,0.004308314867779001,0.0026480448931033634,0.0026480448931033634,False,False,False
2018_TX_121_20181106_D090,2018,TX,2018_TX,2018-08-08,90,-2.5874814972216456,-2.8564511559439794,-4.801346650401264,True,14.0,9.0,5.567542455193969,17.444310931289586,0.265,-3.37184846197516,5.5,-0.5153973060311805,0,0.2923616087685274,0.2604879771120614,-0.031873631656466006,0.031873631656466006,False,False,False
2018_UT_122_20181106_D090,2018,UT,2018_UT,2018-08-08,90,-33.878940101996875,-18.19579669082257,-38.80426303621759,True,4.0,2.0,1.0013182141831445,51.10132910138948,0.265,-23.657040272352248,5.5,-5.461243581529679,0,0.0035729939739143368,0.0006612093360151536,-0.0029117846378991833,0.0029117846378991833,False,False,False
2018_VA_124_20181106_D090,2018,VA,2018_VA,2018-08-08,90,16.319900580969303,12.222752554309402,21.73101552503833,True,5.0,5.0,1.5179092058264096,17.21488607839405,0.265,14.742442241552569,5.5,2.519689687243167,1,0.9777385612285626,0.9896679192675925,0.011929358039029836,0.011929358039029836,True,True,False
2018_VT_123_20181106_D090,2018,VT,2018_VT,2018-08-08,90,42.16474561566585,36.94285264764074,,False,0.0,,0.0,,0.0,36.94285264764074,5.5,0.0,1,0.9999891586660918,0.9999891586660918,0.0,0.0,True,True,False
2018_WA_125_20181106_D090,2018,WA,2018_WA,2018-08-08,90,16.867519849859107,24.143862400129528,16.0,True,1.0,1.0,0.9999999999999998,77.0,0.0795,23.496425339319227,5.5,-0.6474370608103008,1,0.999431208667439,0.9993051195524949,-0.00012608911494405017,0.00012608911494405017,True,True,False
2018_WI_127_20181106_D090,2018,WI,2018_WI,2018-08-08,90,10.83712500456204,5.754021923940577,15.399819865069617,True,5.0,5.0,6.711798993210303,27.605283337750222,0.265,8.310158378339771,5.5,2.5561364543991942,1,0.8557719548561455,0.9290123611640061,0.07324040630786055,0.07324040630786055,True,True,False
2018_WV_126_20181106_D090,2018,WV,2018_WV,2018-08-08,90,3.3894179136536167,-37.75210450259154,11.505767587303314,True,11.0,11.0,8.786247598811075,37.87687960764768,0.265,-24.698768398769403,5.5,13.05333610382214,1,8.43965794099764e-06,0.0004790884359646062,0.00047064877802360854,0.00047064877802360854,False,False,False
2018_WY_128_20181106_D090,2018,WY,2018_WY,2018-08-08,90,-37.97819051140363,-44.84063925830758,,False,0.0,,0.0,,0.0,-44.84063925830758,5.5,0.0,0,9.411713873436668e-07,9.411713873436668e-07,0.0,0.0,False,False,False
2018_AZ_96_20181106_D060,2018,AZ,2018_AZ,2018-09-07,60,2.402957486136785,2.791759107726598,-0.510951429380362,True,13.0,8.0,3.1129104466335793,13.917477061519191,0.35,1.6358104197391623,4.5,-1.155948687987436,1,0.7419072719670026,0.6499227925082203,-0.0919844794587823,0.0919844794587823,True,True,False
2018_CT_98_20181106_D060,2018,CT,2018_CT,2018-09-07,60,20.408576995776254,20.85309503452728,22.411095562595,True,2.0,2.0,1.999477558062808,13.951506670506369,0.1925,21.153010136180317,4.5,0.2999151016530383,1,0.99962458535742,0.9996648303465864,4.0244989166327017e-05,4.0244989166327017e-05,True,True,False
2018_DE_99_20181106_D060,2018,DE,2018_DE,2018-09-07,60,22.639007988446096,18.567242887362447,8.0,True,1.0,1.0,1.0,40.0,0.105,17.45768238418939,4.5,-1.109560503173057,1,0.999109239550846,0.9986453863009043,-0.0004638532499416925,0.0004638532499416925,True,True,False
2018_FL_100_20181106_D060,2018,FL,2018_FL,2018-09-07,60,-0.1225183560779328,5.3323290544490405,-0.9661197950439796,True,33.0,16.0,7.081015129127189,17.01514128059179,0.35,3.1278719571264837,4.5,-2.204457097322557,0,0.8825502706724767,0.7654922909088905,-0.11705797976358623,0.11705797976358623,True,True,False
2018_IN_102_20181106_D060,2018,IN,2018_IN,2018-09-07,60,-6.162903216195062,-13.664619049016142,4.558031774721685,True,4.0,4.0,5.524090585627479,15.7971000590717,0.35,-7.286691260707904,4.5,6.377927788308238,0,0.0056622106755785905,0.05974932838736153,0.05408711771178294,0.05408711771178294,False,False,False
2018_MA_105_20181106_D060,2018,MA,2018_MA,2018-09-07,60,25.038879177334593,35.872557379258986,26.284044993200744,True,5.0,2.0,1.7616738569410753,92.92251415428754,0.35,32.5165780441386,4.5,-3.355979335120388,1,0.9999987189104741,0.9999954414089639,-3.2775015101904614e-06,3.2775015101904614e-06,True,True,False
2018_MD_104_20181106_D060,2018,MD,2018_MD,2018-09-07,60,36.30566322052462,34.59199101713032,,False,0.0,,0.0,,0.0,34.59199101713032,4.5,0.0,1,0.9999979206636818,0.9999979206636818,0.0,0.0,True,True,False
2018_MI_106_20181106_D060,2018,MI,2018_MI,2018-09-07,60,6.6371383113556135,6.334663566076905,17.680781210430762,True,8.0,7.0,4.420550444974222,20.617681197115697,0.35,10.305804741600756,4.5,3.971141175523851,1,0.9165149290117769,0.980118510513458,0.0636035815016811,0.0636035815016811,True,True,False
2018_MN_107_20181106_D060,2018,MN,2018_MN_REGULAR,2018-09-07,60,24.963466608899424,8.233387414360969,21.572461567775548,True,3.0,3.0,2.156238583489552,24.837015266284695,0.2624999999999999,11.734894379632294,4.5,3.501506965271325,1,0.9574685912103258,0.9883231079911643,0.030854516780838503,0.030854516780838503,True,True,False
2018_MN_129_20181106_D060,2018,MN,2018_MN_SPECIAL,2018-09-07,60,11.140619798671466,8.233387414360969,7.1980632341814506,True,4.0,4.0,2.7348009209175506,28.213850267177737,0.35,7.871023951298137,4.5,-0.3623634630628318,1,0.9574685912103258,0.9515240041689151,-0.005944587041410654,0.005944587041410654,True,True,False
2018_MO_109_20181106_D060,2018,MO,2018_MO,2018-09-07,60,-5.996633249741748,-13.067121991132131,0.6766325316823352,True,21.0,12.0,7.037863715918194,19.72021644617717,0.35,-8.256807908147069,4.5,4.810314082985062,0,0.007087738966771236,0.042172141052207575,0.03508440208543634,0.03508440208543634,False,False,False
2018_MS_108_20181106_D060,2018,MS,2018_MS_REGULAR,2018-09-07,60,-19.41285627996939,-11.60969464812012,-20.78792476864924,True,2.0,1.0,1.006055841742686,38.335087669983466,0.1925,-13.376503946321977,4.5,-1.7668092982018564,0,0.012236203865752056,0.006309990984058305,-0.005926212881693751,0.005926212881693751,False,False,False
2018_MS_130_20181106_D060,2018,MS,2018_MS_SPECIAL,2018-09-07,60,-7.266512999290427,-11.60969464812012,,False,0.0,,0.0,,0.0,-11.60969464812012,4.5,0.0,0,0.012236203865752056,0.012236203865752056,0.0,0.0,False,False,False
2018_MT_110_20181106_D060,2018,MT,2018_MT,2018-09-07,60,3.6569158437772415,-15.649328634048878,11.93617803509262,True,5.0,5.0,3.441450404800472,25.06109117336849,0.35,-5.994401299849354,4.5,9.654927334199524,1,0.0026808849407163413,0.09387477671257269,0.09119389177185634,0.09119389177185634,False,False,False
2018_ND_116_20181106_D060,2018,ND,2018_ND,2018-09-07,60,-10.905410742496043,-33.0484857930395,-6.920257204037385,True,4.0,4.0,6.77777239647932,68.4151045273729,0.35,-23.903605786888757,4.5,9.14488000615074,0,3.7278627955287486e-06,0.00011845311141331683,0.00011472524861778808,0.00011472524861778808,False,False,False
2018_NE_111_20181106_D060,2018,NE,2018_NE,2018-09-07,60,-19.79502813980163,-20.525348226355145,-16.802204444030654,True,2.0,2.0,1.0681003107069602,224.5383763016066,0.1925,-19.80864304825768,4.5,0.7167051780974667,0,0.00042493776029498226,0.0005571777069584954,0.00013223994666351313,0.00013223994666351313,False,False,False
2018_NJ_113_20181106_D060,2018,NJ,2018_NJ,2018-09-07,60,11.544410589867937,21.13838028580259,7.3307807095210835,True,6.0,4.0,2.2006599890906866,22.922034515808175,0.35,16.305720434104064,4.5,-4.832659851698526,1,0.9996629712270068,0.9979072593390845,-0.0017557118879222289,0.0017557118879222289,True,True,False
2018_NM_114_20181106_D060,2018,NM,2018_NM,2018-09-07,60,27.83688334059555,15.871589868648222,18.41342483572845,True,6.0,5.0,4.928829050329134,31.402073536933507,0.35,16.761232107126304,4.5,0.889642238478082,1,0.9975347358038944,0.9982378738077976,0.0007031380039032031,0.0007031380039032031,True,True,False
2018_NV_112_20181106_D060,2018,NV,2018_NV,2018-09-07,60,5.247548248472796,9.157418839970395,3.0444630785644593,True,9.0,5.0,3.686316934860753,39.597926388586345,0.35,7.017884323478318,4.5,-2.139534516492077,1,0.969632356522526,0.9342767406508974,-0.03535561587162861,0.03535561587162861,True,True,False
2018_NY_115_20181106_D060,2018,NY,2018_NY,2018-09-07,60,33.99933379035469,33.39301299955074,16.057664366337782,True,6.0,3.0,1.1798114505265438,12.255232441564802,0.35,27.32564097792621,4.5,-6.067372021624532,1,0.9999967275867747,0.9999675301023744,-2.9197484400333984e-05,2.9197484400333984e-05,True,True,False
2018_OH_117_20181106_D060,2018,OH,2018_OH,2018-09-07,60,6.847342539013482,-1.965369154271805,4.792683327527768,True,11.0,10.0,1.9535683009871456,22.13509565755547,0.35,0.3999492143580454,4.5,2.3653183686298505,1,0.3222728363082102,0.5377454716450876,0.21547263533687738,0.21547263533687738,False,True,True
2018_PA_118_20181106_D060,2018,PA,2018_PA,2018-09-07,60,13.085564092459125,5.818928385019667,11.789106999522458,True,11.0,8.0,5.280923071648535,25.62604157620128,0.35,7.908490900095643,4.5,2.0895625150759756,1,0.9003256379367508,0.9521734825018912,0.051847844565140355,0.051847844565140355,True,True,False
2018_RI_119_20181106_D060,2018,RI,2018_RI,2018-09-07,60,23.159474112658216,23.191408185319624,22.0,True,1.0,1.0,1.0,95.0,0.105,23.066310325861064,4.5,-0.1250978594585596,1,0.9998449342004869,0.9998374221738934,-7.5120265935479935e-06,7.5120265935479935e-06,True,True,False
2018_TN_120_20181106_D060,2018,TN,2018_TN,2018-09-07,60,-10.937204153944108,-20.678686090523975,-0.7297874124461569,True,18.0,10.0,4.478833832026006,25.171303874859465,0.35,-13.69657155319674,4.5,6.982114537327234,0,0.00040100378572041693,0.005594574376119878,0.005193570590399461,0.005193570590399461,False,False,False
