snapshot_id,cycle,state,race_id,snapshot_date,days_out,actual_margin_dem,fundamentals_margin_dem,polling_margin_dem,has_polling,poll_count,pollster_count,effective_poll_count,mean_poll_age_days,production_polling_weight,production_bayesian_margin_dem,production_posterior_sd,margin_movement_dem,actual_dem_win,fundamentals_prob_dem,production_prob_dem,probability_movement,abs_probability_movement,fundamentals_winner_dem,production_winner_dem,winner_call_changed
2018_TX_121_20181106_D014,2018,TX,2018_TX,2018-10-23,14,-2.5874814972216456,-2.8564511559439794,-4.351648930883953,True,34.0,21.0,15.25406074757739,13.14392543247131,0.6066666666666667,-3.76353780607423,3.5,-0.9070866501302506,0,0.19955924010431914,0.13821984857369288,-0.06133939153062626,0.06133939153062626,False,False,False
2018_UT_122_20181106_D014,2018,UT,2018_UT,2018-10-23,14,-33.878940101996875,-18.19579669082257,-35.07701710270979,True,7.0,3.0,1.5958651145772678,23.345669798291556,0.6066666666666667,-28.43707040736748,3.5,-10.24127371654491,0,0.0001435970279726952,9.870530183456607e-07,-0.00014260997495434954,0.00014260997495434954,False,False,False
2018_VA_124_20181106_D014,2018,VA,2018_VA,2018-10-23,14,16.319900580969303,12.222752554309402,15.97843543547153,True,8.0,7.0,4.756888699004345,50.02439554180541,0.6066666666666667,14.501200168881091,3.5,2.2784476145716894,1,0.9973846796982477,0.9991348364728069,0.0017501567745591418,0.0017501567745591418,True,True,False
2018_VT_123_20181106_D014,2018,VT,2018_VT,2018-10-23,14,42.16474561566585,36.94285264764074,,False,0.0,,0.0,,0.0,36.94285264764074,3.5,0.0,1,0.9999999842240861,0.9999999842240861,0.0,0.0,True,True,False
2018_WA_125_20181106_D014,2018,WA,2018_WA,2018-10-23,14,16.867519849859107,24.143862400129528,14.002645949891004,True,2.0,2.0,1.002649450404131,14.183893517424789,0.3336666666666667,20.760076511233272,3.5,-3.383785888896256,1,0.9999920379442784,0.9999587298015628,-3.3308142715626765e-05,3.3308142715626765e-05,True,True,False
2018_WI_127_20181106_D014,2018,WI,2018_WI,2018-10-23,14,10.83712500456204,5.754021923940577,12.652131436995292,True,13.0,7.0,8.177871489576964,16.203267072076116,0.6066666666666667,9.938875028527104,3.5,4.1848531045865265,1,0.9425729928225113,0.9921013463313221,0.049528353508810796,0.049528353508810796,True,True,False
2018_WV_126_20181106_D014,2018,WV,2018_WV,2018-10-23,14,3.3894179136536167,-37.75210450259154,4.879544698671766,True,23.0,19.0,9.11792530118897,13.57064145186524,0.6066666666666667,-11.888903987158468,3.5,25.863200515433075,1,1.064357817978097e-08,0.003074897222369498,0.003074886578791318,0.003074886578791318,False,False,False
2018_WY_128_20181106_D014,2018,WY,2018_WY,2018-10-23,14,-37.97819051140363,-44.84063925830758,,False,0.0,,0.0,,0.0,-44.84063925830758,3.5,0.0,0,3.3888432495732695e-10,3.3888432495732695e-10,0.0,0.0,False,False,False
2018_AZ_96_20181106_D007,2018,AZ,2018_AZ,2018-10-30,7,2.402957486136785,2.791759107726598,1.620814765609746,True,37.0,20.0,26.195708690932825,9.879384829285843,0.6533333333333333,2.026742137543588,3.5,-0.7650169701830101,1,0.7953681489567065,0.728213164568465,-0.06715498438824152,0.06715498438824152,True,True,False
2018_CT_98_20181106_D007,2018,CT,2018_CT,2018-10-30,7,20.408576995776254,20.85309503452728,17.13489266459489,True,5.0,3.0,2.6989924435419637,6.214291328774639,0.6533333333333333,18.42386948617145,3.5,-2.429225548355827,1,0.999960554936823,0.9998714757641384,-8.907917268463628e-05,8.907917268463628e-05,True,True,False
2018_DE_99_20181106_D007,2018,DE,2018_DE,2018-10-30,7,22.639007988446096,18.567242887362447,36.28882895091097,True,2.0,2.0,2.1641053073970733,45.09763295611261,0.3593333333333333,24.935199479530883,3.5,6.3679565921684365,1,0.9998801302530433,0.9999945812029226,0.00011445094987927451,0.00011445094987927451,True,True,False
2018_FL_100_20181106_D007,2018,FL,2018_FL,2018-10-30,7,-0.1225183560779328,5.3323290544490405,1.8569467313844603,True,70.0,32.0,30.79473543368377,9.04058203085471,0.6533333333333333,3.061745936713515,3.5,-2.2705831177355256,0,0.9304120053694631,0.8159106043310835,-0.11450140103837958,0.11450140103837958,True,True,False
2018_IN_102_20181106_D007,2018,IN,2018_IN,2018-10-30,7,-6.162903216195062,-13.664619049016142,1.237269449885166,True,19.0,13.0,16.564981897761935,8.796947829057615,0.6533333333333333,-3.928718563067288,3.5,9.735900485948854,0,0.0012989372922342613,0.12892696851766489,0.12762803122543062,0.12762803122543062,False,False,False
2018_MA_105_20181106_D007,2018,MA,2018_MA,2018-10-30,7,25.038879177334593,35.872557379258986,25.289049234554422,True,11.0,4.0,5.992978837818404,8.150301330021508,0.6533333333333333,28.95799872471867,3.5,-6.914558654540315,1,0.9999999734520211,0.999999233830077,-7.396219440236607e-07,7.396219440236607e-07,True,True,False
2018_MD_104_20181106_D007,2018,MD,2018_MD,2018-10-30,7,36.30566322052462,34.59199101713032,30.357088033924633,True,2.0,2.0,1.5260621681135609,28.427185646711045,0.3593333333333333,33.070249211831744,3.5,-1.521741805298575,1,0.9999999505147459,0.9999998962819693,-5.4232776602880506e-08,5.4232776602880506e-08,True,True,False
2018_MI_106_20181106_D007,2018,MI,2018_MI,2018-10-30,7,6.6371383113556135,6.334663566076905,11.748789439203556,True,24.0,13.0,12.33768566879687,12.138935222869945,0.6533333333333333,9.871892469852984,3.5,3.5372289037760787,1,0.9560793534440646,0.9918419636008989,0.03576261015683435,0.03576261015683435,True,True,False
2018_MN_107_20181106_D007,2018,MN,2018_MN_REGULAR,2018-10-30,7,24.963466608899424,8.233387414360969,23.01532601899715,True,9.0,8.0,6.671187112597628,17.91001467097736,0.6533333333333333,17.890920636056606,3.5,9.657533221695637,1,0.9820804103289462,0.9998334584410127,0.01775304811206646,0.01775304811206646,True,True,False
2018_MN_129_20181106_D007,2018,MN,2018_MN_SPECIAL,2018-10-30,7,11.140619798671466,8.233387414360969,9.75463106917127,True,10.0,8.0,5.0996880870860615,16.439519432708465,0.6533333333333333,9.227266602170364,3.5,0.9938791878093944,1,0.9820804103289462,0.9888718622883359,0.006791451959389683,0.006791451959389683,True,True,False
2018_MO_109_20181106_D007,2018,MO,2018_MO,2018-10-30,7,-5.996633249741748,-13.067121991132131,-1.122293977518117,True,38.0,23.0,17.74203382180583,12.862680859307792,0.6533333333333333,-5.263167688904309,3.5,7.803954302227822,0,0.001736137609813874,0.07179730038413255,0.07006116277431867,0.07006116277431867,False,False,False
2018_MS_108_20181106_D007,2018,MS,2018_MS_REGULAR,2018-10-30,7,-19.41285627996939,-11.60969464812012,-24.582382193845287,True,4.0,3.0,4.610536320014462,14.609000693285454,0.6533333333333333,-20.085183844660563,3.5,-8.475489196540442,0,0.0035204890823068323,5.7300839984114935e-05,-0.0034631882423227173,0.0034631882423227173,False,False,False
2018_MS_130_20181106_D007,2018,MS,2018_MS_SPECIAL,2018-10-30,7,-7.266512999290427,-11.60969464812012,,False,0.0,,0.0,,0.0,-11.60969464812012,3.5,0.0,0,0.0035204890823068323,0.0035204890823068323,0.0,0.0,False,False,False
2018_MT_110_20181106_D007,2018,MT,2018_MT,2018-10-30,7,3.6569158437772415,-15.649328634048878,5.936041588664079,True,15.0,12.0,6.396444233489797,15.3224819889206,0.6533333333333333,-1.5468867552097465,3.5,14.102441878839132,1,0.0004952042373465237,0.3203358220787926,0.3198406178414461,0.3198406178414461,False,False,False
2018_ND_116_20181106_D007,2018,ND,2018_ND,2018-10-30,7,-10.905410742496043,-33.0484857930395,-9.381622903591966,True,10.0,7.0,5.521031380558075,9.33505037154668,0.6533333333333333,-17.58613537193378,3.5,15.462350421105718,0,1.0482153235605584e-07,0.00019314302862818931,0.00019303820709583327,0.00019303820709583327,False,False,False
2018_NE_111_20181106_D007,2018,NE,2018_NE,2018-10-30,7,-19.79502813980163,-20.525348226355145,-15.000002259714709,True,3.0,3.0,1.0000025077261778,3.000344233091124,0.49,-17.81792870270133,3.5,2.707419523653815,0,4.626013955438374e-05,0.00017255806675932307,0.00012629792720493933,0.00012629792720493933,False,False,False
2018_NJ_113_20181106_D007,2018,NJ,2018_NJ,2018-10-30,7,11.544410589867937,21.13838028580259,6.502889766340936,True,18.0,10.0,12.963617694161728,14.534826799499388,0.6533333333333333,11.57652647975431,3.5,-9.56185380604828,1,0.9999656643605549,0.9964224726093622,-0.0035431917511926647,0.0035431917511926647,True,True,False
2018_NM_114_20181106_D007,2018,NM,2018_NM,2018-10-30,7,27.83688334059555,15.871589868648222,15.704647737893785,True,12.0,10.0,3.774130556062499,10.009552992188716,0.6533333333333333,15.762521009888657,3.5,-0.1090688587595654,1,0.999555505114751,0.9995313046590493,-2.4200455701728352e-05,2.4200455701728352e-05,True,True,False
2018_NV_112_20181106_D007,2018,NV,2018_NV,2018-10-30,7,5.247548248472796,9.157418839970395,0.7385233412506693,True,23.0,13.0,14.043099293735786,13.202478966474098,0.6533333333333333,3.657073780806841,3.5,-5.500345059163554,1,0.9884918163717796,0.8554970516335123,-0.13299476473826732,0.13299476473826732,True,True,False
2018_NY_115_20181106_D007,2018,NY,2018_NY,2018-10-30,7,33.99933379035469,33.39301299955074,25.71667729910607,True,8.0,3.0,1.9901171848770791,23.753723900845618,0.6533333333333333,28.377807008593557,3.5,-5.015205990957185,1,0.9999999113478247,0.9999989840873298,-9.272604949428498e-07,9.272604949428498e-07,True,True,False
2018_OH_117_20181106_D007,2018,OH,2018_OH,2018-10-30,7,6.847342539013482,-1.965369154271805,12.472879415230546,True,22.0,16.0,7.683194189660617,15.83144093394466,0.6533333333333333,7.467619911136397,3.5,9.4329890654082,1,0.2777337448346282,0.9742038893336062,0.696470144498978,0.696470144498978,False,True,True
2018_PA_118_20181106_D007,2018,PA,2018_PA,2018-10-30,7,13.085564092459125,5.818928385019667,16.322842764363262,True,17.0,11.0,5.942481832452284,21.65461100485172,0.6533333333333333,12.681485779524149,3.5,6.862557394504481,1,0.9442578007496276,0.9979065064604375,0.05364870571080993,0.05364870571080993,True,True,False
2018_RI_119_20181106_D007,2018,RI,2018_RI,2018-10-30,7,23.159474112658216,23.191408185319624,21.28116565191361,True,5.0,3.0,3.0353652394108237,16.32480943620662,0.6533333333333333,21.943383063494363,3.5,-1.2480251218252612,1,0.9999873475937967,0.999976786508558,-1.0561085238669499e-05,1.0561085238669499e-05,True,True,False
2018_TN_120_20181106_D007,2018,TN,2018_TN,2018-10-30,7,-10.937204153944108,-20.678686090523975,-4.274979880593458,True,37.0,20.0,19.56704123686428,10.097119112664476,0.6533333333333333,-9.96159803336937,3.5,10.717088057154603,0,4.293631557354078e-05,0.007812533109478104,0.007769596793904563,0.007769596793904563,False,False,False
2018_TX_121_20181106_D007,2018,TX,2018_TX,2018-10-30,7,-2.5874814972216456,-2.8564511559439794,-4.5696228275488995,True,38.0,22.0,18.04265321786559,13.003590045424248,0.6533333333333333,-3.975723314725861,3.5,-1.1192721587818817,0,0.19955924010431914,0.12638163462875704,-0.0731776054755621,0.0731776054755621,False,False,False
2018_UT_122_20181106_D007,2018,UT,2018_UT,2018-10-30,7,-33.878940101996875,-18.19579669082257,-35.07701710270979,True,7.0,3.0,1.5958651145772678,30.345669798291556,0.6533333333333333,-29.22486069325555,3.5,-11.029064002432982,0,0.0001435970279726952,6.729243437466759e-07,-0.00014292410362894852,0.00014292410362894852,False,False,False
2018_VA_124_20181106_D007,2018,VA,2018_VA,2018-10-30,7,16.319900580969303,12.222752554309402,15.97843543547153,True,8.0,7.0,4.756888699004345,57.02439554180541,0.6398935162793037,14.625989679166224,3.5,2.4032371248568225,1,0.9973846796982477,0.9991857347907788,0.0018010550925310342,0.0018010550925310342,True,True,False
2018_VT_123_20181106_D007,2018,VT,2018_VT,2018-10-30,7,42.16474561566585,36.94285264764074,,False,0.0,,0.0,,0.0,36.94285264764074,3.5,0.0,1,0.9999999842240861,0.9999999842240861,0.0,0.0,True,True,False
2018_WA_125_20181106_D007,2018,WA,2018_WA,2018-10-30,7,16.867519849859107,24.143862400129528,14.002645949891004,True,2.0,2.0,1.002649450404131,21.18389351742479,0.3593333333333333,20.49978528901049,3.5,-3.644077111119038,1,0.9999920379442784,0.9999531612437067,-3.887670057167725e-05,3.887670057167725e-05,True,True,False
2018_WI_127_20181106_D007,2018,WI,2018_WI,2018-10-30,7,10.83712500456204,5.754021923940577,11.83555843881062,True,14.0,7.0,8.453734909772471,15.24743628235738,0.6533333333333333,9.727292446989006,3.5,3.973270523048429,1,0.9425729928225113,0.9912528642248187,0.04867987140230745,0.04867987140230745,True,True,False
2018_WV_126_20181106_D007,2018,WV,2018_WV,2018-10-30,7,3.3894179136536167,-37.75210450259154,4.900123505734907,True,24.0,19.0,9.561306388004,17.056314917996485,0.6533333333333333,-9.885982203818262,3.5,27.86612229877328,1,1.064357817978097e-08,0.008102782917272842,0.008102772273694662,0.008102772273694662,False,False,False
2018_WY_128_20181106_D007,2018,WY,2018_WY,2018-10-30,7,-37.97819051140363,-44.84063925830758,,False,0.0,,0.0,,0.0,-44.84063925830758,3.5,0.0,0,3.3888432495732695e-10,3.3888432495732695e-10,0.0,0.0,False,False,False
2018_AZ_96_20181106_D000,2018,AZ,2018_AZ,2018-11-06,0,2.402957486136785,2.791759107726598,-0.007127121818692,True,51.0,22.0,36.74821697188627,10.639082963921991,0.7,0.8325387470448952,3.5,-1.959220360681703,1,0.7953681489567065,0.5998527728541564,-0.1955153761025501,0.1955153761025501,True,True,False
2018_CT_98_20181106_D000,2018,CT,2018_CT,2018-11-06,0,20.408576995776254,20.85309503452728,18.856855734361087,True,6.0,3.0,3.688882989971012,10.802620833493984,0.7,19.455727524410943,3.5,-1.397367510116336,1,0.999960554936823,0.9999221806294171,-3.837430740594172e-05,3.837430740594172e-05,True,True,False
2018_DE_99_20181106_D000,2018,DE,2018_DE,2018-11-06,0,22.639007988446096,18.567242887362447,36.28882895091097,True,2.0,2.0,2.1641053073970724,52.097632956112605,0.385,25.390053521828627,3.5,6.82281063446618,1,0.9998801302530433,0.9999956564764272,0.00011552622338384388,0.00011552622338384388,True,True,False
2018_FL_100_20181106_D000,2018,FL,2018_FL,2018-11-06,0,-0.1225183560779328,5.3323290544490405,1.112794159504174,True,90.0,37.0,47.71427805554208,9.743446529541908,0.7,2.378654627987634,3.5,-2.9536744264614065,0,0.9304120053694631,0.7607336199249304,-0.16967838544453273,0.16967838544453273,True,True,False
2018_IN_102_20181106_D000,2018,IN,2018_IN,2018-11-06,0,-6.162903216195062,-13.664619049016142,0.6146376366403732,True,27.0,13.0,23.22269619276388,10.82168959260846,0.7,-3.6691393690565826,3.5,9.99547967995956,0,0.0012989372922342613,0.14377913086641889,0.14248019357418462,0.14248019357418462,False,False,False
2018_MA_105_20181106_D000,2018,MA,2018_MA,2018-11-06,0,25.038879177334593,35.872557379258986,25.289049234554444,True,11.0,4.0,5.992978837818396,15.150301330021517,0.7,28.464101677965807,3.5,-7.408455701293178,1,0.9999999734520211,0.9999990258367992,-9.476152218468314e-07,9.476152218468314e-07,True,True,False
2018_MD_104_20181106_D000,2018,MD,2018_MD,2018-11-06,0,36.30566322052462,34.59199101713032,30.357088033924622,True,2.0,2.0,1.5260621681135615,35.427185646711045,0.385,32.96155336859613,3.5,-1.6304376485341905,1,0.9999999505147459,0.9999998906522465,-5.986249940193034e-08,5.986249940193034e-08,True,True,False
2018_MI_106_20181106_D000,2018,MI,2018_MI,2018-11-06,0,6.6371383113556135,6.334663566076905,9.462975902831133,True,29.0,16.0,13.961788093475455,10.690318888588406,0.7,8.524482201804865,3.5,2.18981863572796,1,0.9560793534440646,0.9844087894253568,0.028329435981292228,0.028329435981292228,True,True,False
2018_MN_107_20181106_D000,2018,MN,2018_MN_REGULAR,2018-11-06,0,24.963466608899424,8.233387414360969,20.799874325012233,True,12.0,9.0,7.886691672393609,13.93003253108344,0.7,17.02992825181685,3.5,8.796540837455883,1,0.9820804103289462,0.9997468843279342,0.01766647399898802,0.01766647399898802,True,True,False
2018_MN_129_20181106_D000,2018,MN,2018_MN_SPECIAL,2018-11-06,0,11.140619798671466,8.233387414360969,9.334854089934517,True,13.0,9.0,6.818699580706511,12.27997281111836,0.7,9.004414087262454,3.5,0.7710266729014847,1,0.9820804103289462,0.9876139119925205,0.005533501663574247,0.005533501663574247,True,True,False
2018_MO_109_20181106_D000,2018,MO,2018_MO,2018-11-06,0,-5.996633249741748,-13.067121991132131,-0.2126344532557236,True,50.0,23.0,29.742933710908247,10.58417863967473,0.7,-4.068980714618647,3.5,8.998141276513484,0,0.001736137609813874,0.12145885343879798,0.1197227158289841,0.1197227158289841,False,False,False
2018_MS_108_20181106_D000,2018,MS,2018_MS_REGULAR,2018-11-06,0,-19.41285627996939,-11.60969464812012,-18.088221954212877,True,5.0,4.0,4.279909099412883,13.929525503736167,0.7,-16.14466376238505,3.5,-4.53496911426493,0,0.0035204890823068323,0.0003892422460753732,-0.003131246836231459,0.003131246836231459,False,False,False
2018_MS_130_20181106_D000,2018,MS,2018_MS_SPECIAL,2018-11-06,0,-7.266512999290427,-11.60969464812012,,False,0.0,,0.0,,0.0,-11.60969464812012,3.5,0.0,0,0.0035204890823068323,0.0035204890823068323,0.0,0.0,False,False,False
2018_MT_110_20181106_D000,2018,MT,2018_MT,2018-11-06,0,3.6569158437772415,-15.649328634048878,5.060829530868821,True,25.0,14.0,14.900425671150748,8.236016975020787,0.7,-1.1522179186064898,3.5,14.497110715442387,1,0.0004952042373465237,0.3634764025444015,0.362981198307055,0.362981198307055,False,False,False
2018_ND_116_20181106_D000,2018,ND,2018_ND,2018-11-06,0,-10.905410742496043,-33.0484857930395,-9.381622903591968,True,10.0,7.0,5.5210313805580755,16.33505037154668,0.7,-16.481681770426228,3.5,16.56680402261327,0,1.0482153235605584e-07,0.0003304230119528139,0.00033031819042045785,0.00033031819042045785,False,False,False
2018_NE_111_20181106_D000,2018,NE,2018_NE,2018-11-06,0,-19.79502813980163,-20.525348226355145,-15.000002259714709,True,3.0,3.0,1.0000025077261778,10.000344233091123,0.5249999999999999,-17.624541593868916,3.5,2.90080663248623,0,4.626013955438374e-05,0.00018956996637804578,0.00014330982682366205,0.00014330982682366205,False,False,False
2018_NJ_113_20181106_D000,2018,NJ,2018_NJ,2018-11-06,0,11.544410589867937,21.13838028580259,8.677954165677003,True,21.0,11.0,12.862549310410836,14.713472313777489,0.7,12.41608200171468,3.5,-8.72229828408791,1,0.9999656643605549,0.9976187919890207,-0.002346872371534192,0.002346872371534192,True,True,False
2018_NM_114_20181106_D000,2018,NM,2018_NM,2018-11-06,0,27.83688334059555,15.871589868648222,16.42003576985768,True,14.0,11.0,5.608500662417405,11.712790148255124,0.7,16.255501999494843,3.5,0.3839121308466211,1,0.999555505114751,0.9996311746360188,7.566952126780713e-05,7.566952126780713e-05,True,True,False
2018_NV_112_20181106_D000,2018,NV,2018_NV,2018-11-06,0,5.247548248472796,9.157418839970395,0.6344819981414445,True,33.0,14.0,21.38892356191822,11.007111880375362,0.7,3.1913630506901303,3.5,-5.966055789280265,1,0.9884918163717796,0.8251900386051023,-0.16330177776667731,0.16330177776667731,True,True,False
2018_NY_115_20181106_D000,2018,NY,2018_NY,2018-11-06,0,33.99933379035469,33.39301299955074,25.49394124223635,True,10.0,4.0,3.396151083408421,11.801480694104011,0.7,27.863662769430668,3.5,-5.529350230120073,1,0.9999999113478247,0.9999986955152945,-1.2158325302102924e-06,1.2158325302102924e-06,True,True,False
2018_OH_117_20181106_D000,2018,OH,2018_OH,2018-11-06,0,6.847342539013482,-1.965369154271805,12.00239420534538,True,25.0,18.0,9.782370501887328,15.166995586128856,0.7,7.812065197460225,3.5,9.77743435173203,1,0.2777337448346282,0.9780950819195858,0.7003613370849576,0.7003613370849576,False,True,True
2018_PA_118_20181106_D000,2018,PA,2018_PA,2018-11-06,0,13.085564092459125,5.818928385019667,13.133417639749428,True,20.0,13.0,5.908979960811959,13.121050155499033,0.7,10.9390708633305,3.5,5.120142478310832,1,0.9442578007496276,0.9951287128692792,0.05087091211965156,0.05087091211965156,True,True,False
2018_RI_119_20181106_D000,2018,RI,2018_RI,2018-11-06,0,23.159474112658216,23.191408185319624,21.281165651913607,True,5.0,3.0,3.0353652394108246,23.324809436206618,0.7,21.854238411935413,3.5,-1.3371697733842112,1,0.9999873475937967,0.9999757581039154,-1.1589489881336235e-05,1.1589489881336235e-05,True,True,False
2018_TN_120_20181106_D000,2018,TN,2018_TN,2018-11-06,0,-10.937204153944108,-20.678686090523975,-4.031250448448315,True,38.0,20.0,20.535779654030257,16.464439049758244,0.7,-9.025481141071014,3.5,11.65320494945296,0,4.293631557354078e-05,0.012261393071271515,0.012218456755697974,0.012218456755697974,False,False,False
2018_TX_121_20181106_D000,2018,TX,2018_TX,2018-11-06,0,-2.5874814972216456,-2.8564511559439794,-4.717926544680436,True,40.0,24.0,16.938741993109527,16.04927560613495,0.7,-4.159483928059499,3.5,-1.30303277211552,0,0.19955924010431914,0.11684033991402872,-0.08271890019029042,0.08271890019029042,False,False,False
2018_UT_122_20181106_D000,2018,UT,2018_UT,2018-11-06,0,-33.878940101996875,-18.19579669082257,-35.07701710270978,True,7.0,3.0,1.5958651145772678,37.34566979829156,0.6365404362255246,-28.941376095824484,3.5,-10.745579405001916,0,0.0001435970279726952,7.723882339922087e-07,-0.00014282463973870298,0.00014282463973870298,False,False,False
2018_VA_124_20181106_D000,2018,VA,2018_VA,2018-11-06,0,16.319900580969303,12.222752554309402,15.97843543547153,True,8.0,7.0,4.756888699004345,64.02439554180539,0.621763600350715,14.557899464276314,3.5,2.3351469099669124,1,0.9973846796982477,0.999158345153448,0.0017736654552003017,0.0017736654552003017,True,True,False
2018_VT_123_20181106_D000,2018,VT,2018_VT,2018-11-06,0,42.16474561566585,36.94285264764074,,False,0.0,,0.0,,0.0,36.94285264764074,3.5,0.0,1,0.9999999842240861,0.9999999842240861,0.0,0.0,True,True,False
2018_WA_125_20181106_D000,2018,WA,2018_WA,2018-11-06,0,16.867519849859107,24.143862400129528,14.002645949891004,True,2.0,2.0,1.002649450404131,28.183893517424785,0.385,20.239494066787696,3.5,-3.904368333341832,1,0.9999920379442784,0.9999468413643329,-4.519657994550563e-05,4.519657994550563e-05,True,True,False
2018_WI_127_20181106_D000,2018,WI,2018_WI,2018-11-06,0,10.83712500456204,5.754021923940577,11.377620543055045,True,16.0,8.0,10.349852765496449,18.15240937068939,0.7,9.690540957320705,3.5,3.936519033380128,1,0.9425729928225113,0.9910965369127999,0.048523544090288584,0.048523544090288584,True,True,False
2018_WV_126_20181106_D000,2018,WV,2018_WV,2018-11-06,0,3.3894179136536167,-37.75210450259154,5.1000742832858315,True,25.0,19.0,8.87742206728763,20.044237448958615,0.7,-7.755579352477383,3.5,29.99652515011416,1,1.064357817978097e-08,0.022501221510946762,0.022501210867368584,0.022501210867368584,False,False,False
2018_WY_128_20181106_D000,2018,WY,2018_WY,2018-11-06,0,-37.97819051140363,-44.84063925830758,-29.0,True,1.0,1.0,1.0,2.0,0.21,-41.51410501406299,3.5,3.3265342442445913,0,3.3888432495732695e-10,1.7083869573674928e-09,1.3695026324101659e-09,1.3695026324101659e-09,False,False,False
2020_AK_6265_20201103_D120,2020,AK,2020_AK,2020-07-06,120,-13.359036716293971,-10.65130942213614,,False,0.0,,0.0,,0.0,-10.65130942213614,5.5,0.0,0,0.035705358546005275,0.035705358546005275,0.0,0.0,False,False,False
2020_AL_6266_20201103_D120,2020,AL,2020_AL,2020-07-06,120,-20.39295082406724,-22.628287187921483,-9.26535203956465,True,4.0,4.0,1.232809595464072,8.823933318235074,0.18,-20.222958861217258,5.5,2.405328326704226,0,0.0009088453731731911,0.0019112465278105718,0.0010024011546373808,0.0010024011546373808,False,False,False
2020_AZ_6268_20201103_D120,2020,AZ,2020_AZ,2020-07-06,120,2.3495227373552865,2.341759107726598,7.580131674135319,True,28.0,18.0,9.029267836104994,15.79300483534835,0.18,3.284666169680168,5.5,0.9429070619535698,1,0.6736341131199268,0.734281477400487,0.06064736428056017,0.06064736428056017,True,True,False
2020_CO_6269_20201103_D120,2020,CO,2020_CO,2020-07-06,120,9.543169885775072,11.486666745364868,11.41423886857447,True,6.0,5.0,1.1351740460339736,9.884601135907504,0.18,11.473629727542598,5.5,-0.0130370178222705,1,0.9722020462223159,0.9720928086525111,-0.0001092375698047432,0.0001092375698047432,True,True,False
2020_DE_6270_20201103_D120,2020,DE,2020_DE,2020-07-06,120,22.130005147972824,18.117242887362448,,False,0.0,,0.0,,0.0,18.117242887362448,5.5,0.0,1,0.9963394082733422,0.9963394082733422,0.0,0.0,True,True,False
2020_GA_6271_20201103_D120,2020,GA,2020_GA_REGULAR,2020-07-06,120,-1.8212843302317765,0.7976548013935725,-2.8766425006757346,True,6.0,6.0,3.445409590777669,16.033177895054653,0.18,0.1362812870210973,5.5,-0.6613735143724752,0,0.5613980488847443,0.5105416535733677,-0.050856395311376645,0.050856395311376645,True,True,False
2020_IA_6272_20201103_D120,2020,IA,2020_IA,2020-07-06,120,-6.799246352762225,-4.007095690240694,2.254863455239822,True,7.0,5.0,3.336496040939706,20.27358209869788,0.18,-2.879943044054201,5.5,1.1271526461864925,0,0.2244335531168068,0.290859886736179,0.06642633361937222,0.06642633361937222,False,False,False
2020_ID_6273_20201103_D120,2020,ID,2020_ID,2020-07-06,120,-30.641627543035987,-30.500353361611165,,False,0.0,,0.0,,0.0,-30.500353361611165,5.5,0.0,0,7.959553302847504e-05,7.959553302847504e-05,0.0,0.0,False,False,False
2020_IL_6274_20201103_D120,2020,IL,2020_IL,2020-07-06,120,17.129742087590202,24.16010278142296,,False,0.0,,0.0,,0.0,24.16010278142296,5.5,0.0,1,0.9994340584344289,0.9994340584344289,0.0,0.0,True,True,False
2020_KS_6275_20201103_D120,2020,KS,2020_KS,2020-07-06,120,-12.0379348237619,-16.10294068521333,-4.192817652385992,True,3.0,3.0,1.8069740084246413,40.38354805206969,0.135,-14.49507407578164,5.5,1.6078666094316905,0,0.006805954346862873,0.011144891796705698,0.0043389374498428255,0.0043389374498428255,False,False,False
2020_KY_6276_20201103_D120,2020,KY,2020_KY,2020-07-06,120,-20.348541061255716,-25.221258035019726,-15.13878293090192,True,7.0,6.0,1.6151635004733198,28.292393155711967,0.18,-23.40641251627852,5.5,1.8148455187412047,0,0.0004075933313829955,0.0007144943304254474,0.0003069009990424519,0.0003069009990424519,False,False,False
2020_LA_6277_20201103_D120,2020,LA,2020_LA,2020-07-06,120,-51.44061118070289,-14.223354475615585,,False,0.0,,0.0,,0.0,-14.223354475615585,5.5,0.0,0,0.012110695136417186,0.012110695136417186,0.0,0.0,False,False,False
2020_MA_6278_20201103_D120,2020,MA,2020_MA,2020-07-06,120,33.37630608212415,35.42255737925898,,False,0.0,,0.0,,0.0,35.42255737925898,5.5,0.0,1,0.9999826460211054,0.9999826460211054,0.0,0.0,True,True,False
2020_ME_6279_20201103_D120,2020,ME,2020_ME,2020-07-06,120,-9.20707886851065,9.313582258325066,,False,0.0,,0.0,,0.0,9.313582258325066,5.5,0.0,0,0.9469559745093751,0.9469559745093751,0.0,0.0,True,True,False
2020_MI_6280_20201103_D120,2020,MI,2020_MI,2020-07-06,120,1.7172850548123364,5.884663566076905,10.340598668551772,True,31.0,18.0,9.133246625686784,20.810314790393384,0.18,6.6867318845223815,5.5,0.8020683184454764,1,0.8606903790808483,0.8878772826263224,0.02718690354547404,0.02718690354547404,True,True,False
2020_MN_6281_20201103_D120,2020,MN,2020_MN,2020-07-06,120,5.679457423042791,7.783387414360969,11.0,True,1.0,1.0,1.0,39.0,0.054,7.957084493985477,5.5,0.1736970796245076,1,0.9174810994063315,0.9214603362154433,0.00397923680911183,0.00397923680911183,True,True,False
