race_id,cycle,election_date,state,state_name,senate_class,seat_id,election_type,special_election,dem_candidate,gop_candidate,dem_votes,gop_votes,other_votes,total_votes,dem_two_party_share,gop_two_party_share,actual_margin_dem,winner_party,presidential_result_year,presidential_dem_candidate,presidential_gop_candidate,presidential_dem_two_party_share,presidential_gop_two_party_share,presidential_margin_dem,presidential_winner_party,senate_overperformance_dem,senate_overperformance_abs,senate_outperformed_presidential_baseline,model_incumbent_name,model_incumbent_party,model_incumbent_running,model_open_seat,incumbency_source,lineage_appointed_incumbent,lineage_candidate_match_method,incumbency_override_applied,incumbency_audit_flag,major_party_contested,backtest_scorable,backtest_exclusion_reason,presidential_baseline_available,historical_baseline_scorable,baseline_method,lookahead_protection,baseline_validation_status,source,source_url,source_status,source_dataset,source_doi,source_file,notes,incumbent_name,incumbent_party,incumbent_running,open_seat,dem_vote_share,gop_vote_share,manual_review,class_assignment_method,class_assignment_notes,incumbency_reference_date,lineage_officeholder_count,lineage_incumbent_name,lineage_incumbent_party,lineage_incumbent_bioguide_id,lineage_incumbent_term_start,lineage_incumbent_term_end,lineage_incumbent_term_how,lineage_officeholder_status,lineage_dem_candidate_match_score,lineage_gop_candidate_match_score,lineage_incumbent_candidate_party,lineage_incumbent_running,lineage_open_seat,incumbency_override_status,incumbency_override_notes,existing_incumbency_name_available,existing_incumbency_party_available,existing_incumbency_running_available,existing_open_seat_available,audit_existing_name_match_score,audit_incumbent_name_agrees,audit_incumbent_party_agrees,audit_incumbent_running_agrees,audit_open_seat_agrees
2014_NE,2014,2014-11-04,NE,Nebraska,2,NE_CLASS_2,regular,False,DAVE DOMINA,BEN SASSE,170127,347636,22574,540337,32.85808371784002,67.14191628215998,-34.283832564319965,R,2012,"OBAMA, BARACK H.","ROMNEY, MITT",38.87060973177464,61.12939026822536,-22.25878053645073,R,-12.025052027869236,12.025052027869236,False,Mike Johanns,R,False,True,audited_senate_seat_lineage,False,no_confident_match,False,False,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,MIT Election Data and Science Lab,1976-2024-senate-state.csv,official,"MIT Election Data and Science Lab, U.S. President 1976-2024",10.7910/DVN/42MVDX,1976-2024-president.csv,,,,,,31.48535080884707,64.3368860544438,False,regular_cycle,Assigned from the regular six-year Senate election cycle,2014-11-03,1,Mike Johanns,R,J000291,2009-01-06,2015-01-03,,single_match,0.1435,0.2095,,False,True,,,False,False,False,False,,,,,
2014_NH,2014,2014-11-04,NH,New Hampshire,2,NH_CLASS_2,regular,False,JEANNE SHAHEEN,SCOTT P. BROWN,251184,235347,1628,488159,51.62754274650536,48.37245725349464,3.255085493010725,D,2012,"OBAMA, BARACK H.","ROMNEY, MITT",52.83375197825811,47.16624802174189,5.667503956516214,D,-2.412418463505489,2.412418463505489,False,Jeanne Shaheen,D,True,False,audited_senate_seat_lineage,False,strong_name_match,False,False,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,MIT Election Data and Science Lab,1976-2024-senate-state.csv,official,"MIT Election Data and Science Lab, U.S. President 1976-2024",10.7910/DVN/42MVDX,1976-2024-president.csv,,,,,,51.45536597706894,48.21113612572952,False,regular_cycle,Assigned from the regular six-year Senate election cycle,2014-11-03,1,Jeanne Shaheen,D,S001181,2009-01-06,2015-01-03,,single_match,1.0,0.0407,D,True,False,,,False,False,False,False,,,,,
2014_NJ,2014,2014-11-04,NJ,New Jersey,2,NJ_CLASS_2,regular,False,CORY A. BOOKER,JEFF BELL,1043866,791297,34372,1869535,56.88137783946167,43.11862216053833,13.76275567892334,D,2012,"OBAMA, BARACK H.","ROMNEY, MITT",58.951965550585776,41.048034449414224,17.90393110117155,D,-4.141175422248212,4.141175422248212,False,Cory A. Booker,D,True,False,audited_senate_seat_lineage,False,strong_name_match,False,False,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,MIT Election Data and Science Lab,1976-2024-senate-state.csv,official,"MIT Election Data and Science Lab, U.S. President 1976-2024",10.7910/DVN/42MVDX,1976-2024-president.csv,,,,,,55.83559548229908,42.32587247631096,False,regular_cycle,Assigned from the regular six-year Senate election cycle,2014-11-03,1,Cory A. Booker,D,B001288,2013-10-31,2015-01-03,,single_match,1.0,0.15,D,True,False,,,False,False,False,False,,,,,
2014_NM,2014,2014-11-04,NM,New Mexico,2,NM_CLASS_2,regular,False,TOM UDALL,ALLEN E. WEH,286409,229097,0,515506,55.558810178737005,44.441189821262995,11.11762035747401,D,2012,"OBAMA, BARACK H.","ROMNEY, MITT",55.295204646908694,44.704795353091306,10.590409293817387,D,0.5272110636566225,0.5272110636566225,True,Tom Udall,D,True,False,audited_senate_seat_lineage,False,strong_name_match,False,False,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,MIT Election Data and Science Lab,1976-2024-senate-state.csv,official,"MIT Election Data and Science Lab, U.S. President 1976-2024",10.7910/DVN/42MVDX,1976-2024-president.csv,,,,,,55.558810178737005,44.441189821262995,False,regular_cycle,Assigned from the regular six-year Senate election cycle,2014-11-03,1,Tom Udall,D,U000039,2009-01-06,2015-01-03,,single_match,1.0,0.165,D,True,False,,,False,False,False,False,,,,,
2014_OK_REGULAR,2014,2014-11-04,OK,Oklahoma,2,OK_CLASS_2,regular,False,MATT SILVERSTEIN,JAMES M. INHOFE,234307,558166,28260,820733,29.566559365429484,70.43344063457052,-40.86688126914103,R,2012,"OBAMA, BARACK H.","ROMNEY, MITT",33.22768025698344,66.77231974301655,-33.54463948603311,R,-7.32224178310792,7.32224178310792,False,James M. Inhofe,R,True,False,audited_senate_seat_lineage,False,strong_name_match,False,False,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,MIT Election Data and Science Lab,1976-2024-senate-state.csv,official,"MIT Election Data and Science Lab, U.S. President 1976-2024",10.7910/DVN/42MVDX,1976-2024-president.csv,,,,,,28.548504812161813,68.00823166608386,False,regular_cycle,Assigned from the regular six-year Senate election cycle,2014-11-03,1,James M. Inhofe,R,I000024,2009-01-06,2015-01-03,,single_match,0.1833,1.0,R,True,False,,,False,False,False,False,,,,,
2014_OK_SPECIAL,2014,2014-11-04,OK,Oklahoma,3,OK_CLASS_3,special,True,CONNIE JOHNSON,JAMES LANKFORD,237923,557002,25965,820890,29.93024499166588,70.06975500833411,-40.13951001666823,R,2012,"OBAMA, BARACK H.","ROMNEY, MITT",33.22768025698344,66.77231974301655,-33.54463948603311,R,-6.59487053063512,6.59487053063512,False,Tom Coburn,R,False,True,audited_senate_seat_lineage,False,no_confident_match,False,False,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,MIT Election Data and Science Lab,1976-2024-senate-state.csv,official,"MIT Election Data and Science Lab, U.S. President 1976-2024",10.7910/DVN/42MVDX,1976-2024-president.csv,,,,,,28.98354225292061,67.85342737760236,False,special_election_override,Special election for the Class 3 seat,2014-11-03,1,Tom Coburn,R,C000560,2011-01-05,2015-01-03,,single_match,0.1375,0.0917,,False,True,,,False,False,False,False,,,,,
2014_OR,2014,2014-11-04,OR,Oregon,2,OR_CLASS_2,regular,False,JEFF MERKLEY,MONICA WEHBY,814537,538847,108234,1461618,60.18520981480496,39.81479018519504,20.370419629609927,D,2012,"OBAMA, BARACK H.","ROMNEY, MITT",56.27116717874738,43.72883282125262,12.542334357494768,D,7.828085272115159,7.828085272115159,True,Jeff Merkley,D,True,False,audited_senate_seat_lineage,False,strong_name_match,False,False,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,MIT Election Data and Science Lab,1976-2024-senate-state.csv,official,"MIT Election Data and Science Lab, U.S. President 1976-2024",10.7910/DVN/42MVDX,1976-2024-president.csv,,,,,,55.7284461466676,36.86647263512081,False,regular_cycle,Assigned from the regular six-year Senate election cycle,2014-11-03,1,Jeff Merkley,D,M001176,2009-01-06,2015-01-03,,single_match,1.0,0.0917,D,True,False,,,False,False,False,False,,,,,
2014_RI,2014,2014-11-04,RI,Rhode Island,2,RI_CLASS_2,regular,False,JACK REED,MARK S. ZACCARIA,223675,92684,539,316898,70.70290397933992,29.29709602066007,41.40580795867984,D,2012,"OBAMA, BARACK H.","ROMNEY, MITT",64.01674597888213,35.98325402111788,28.033491957764248,D,13.372316000915589,13.372316000915589,True,Jack Reed,D,True,False,audited_senate_seat_lineage,False,strong_name_match,False,False,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,MIT Election Data and Science Lab,1976-2024-senate-state.csv,official,"MIT Election Data and Science Lab, U.S. President 1976-2024",10.7910/DVN/42MVDX,1976-2024-president.csv,,,,,,70.58264804448119,29.247265681702,False,regular_cycle,Assigned from the regular six-year Senate election cycle,2014-11-03,1,Jack Reed,D,R000122,2009-01-06,2015-01-03,,single_match,1.0,0.1375,D,True,False,,,False,False,False,False,,,,,
2014_SC_REGULAR,2014,2014-11-04,SC,South Carolina,2,SC_CLASS_2,regular,False,BRAD HUTTO,LINDSEY GRAHAM,480933,672941,86201,1240075,41.67985412618709,58.32014587381291,-16.640291747625824,R,2012,"OBAMA, BARACK H.","ROMNEY, MITT",44.69174529543463,55.30825470456537,-10.616509409130742,R,-6.0237823384950815,6.0237823384950815,False,Lindsey Graham,R,True,False,audited_senate_seat_lineage,False,strong_name_match,False,False,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,MIT Election Data and Science Lab,1976-2024-senate-state.csv,official,"MIT Election Data and Science Lab, U.S. President 1976-2024",10.7910/DVN/42MVDX,1976-2024-president.csv,,,,,,38.782573634659194,54.26615325685946,False,regular_cycle,Assigned from the regular six-year Senate election cycle,2014-11-03,1,Lindsey Graham,R,G000359,2009-01-06,2015-01-03,,single_match,0.1375,1.0,R,True,False,,,False,False,False,False,,,,,
2014_SC_SPECIAL,2014,2014-11-04,SC,South Carolina,3,SC_CLASS_3,special,True,JOYCE DICKERSON,TIM SCOTT,459583,757215,22184,1238982,37.769868129303305,62.230131870696695,-24.46026374139339,R,2012,"OBAMA, BARACK H.","ROMNEY, MITT",44.69174529543463,55.30825470456537,-10.616509409130742,R,-13.843754332262648,13.843754332262648,False,Tim Scott,R,True,False,audited_senate_seat_lineage,True,strong_name_match,False,False,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,MIT Election Data and Science Lab,1976-2024-senate-state.csv,official,"MIT Election Data and Science Lab, U.S. President 1976-2024",10.7910/DVN/42MVDX,1976-2024-president.csv,,,,,,37.09359780852345,61.11589998886183,False,special_election_override,Special election for the Class 3 seat,2014-11-03,1,Tim Scott,R,S001184,2013-01-03,2015-01-03,appointment,single_match,0.1375,1.0,R,True,False,,,False,False,False,False,,,,,
2014_SD,2014,2014-11-04,SD,South Dakota,2,SD_CLASS_2,regular,False,RICK WEILAND,MIKE ROUNDS,82456,140741,56215,279412,36.94314887744907,63.05685112255093,-26.113702245101862,R,2012,"OBAMA, BARACK H.","ROMNEY, MITT",40.78150086180476,59.21849913819524,-18.436998276390483,R,-7.676703968711379,7.676703968711379,False,Tim Johnson,D,False,True,audited_senate_seat_lineage,False,no_confident_match,False,False,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,MIT Election Data and Science Lab,1976-2024-senate-state.csv,official,"MIT Election Data and Science Lab, U.S. President 1976-2024",10.7910/DVN/42MVDX,1976-2024-president.csv,,,,,,29.510543570068577,50.37042074069832,False,regular_cycle,Assigned from the regular six-year Senate election cycle,2014-11-03,1,Tim Johnson,D,J000177,2009-01-06,2015-01-03,,single_match,0.1435,0.25,,False,True,,,False,False,False,False,,,,,
2014_TN,2014,2014-11-04,TN,Tennessee,2,TN_CLASS_2,regular,False,GORDON BALL,LAMAR ALEXANDER,437848,850087,86130,1374065,33.996125580871706,66.0038744191283,-32.00774883825659,R,2012,"OBAMA, BARACK H.","ROMNEY, MITT",39.64892847370595,60.35107152629405,-20.7021430525881,R,-11.30560578566849,11.30560578566849,False,Lamar Alexander,R,True,False,audited_senate_seat_lineage,False,strong_name_match,False,False,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,MIT Election Data and Science Lab,1976-2024-senate-state.csv,official,"MIT Election Data and Science Lab, U.S. President 1976-2024",10.7910/DVN/42MVDX,1976-2024-president.csv,,,,,,31.865159217358713,61.86657836419675,False,regular_cycle,Assigned from the regular six-year Senate election cycle,2014-11-03,1,Lamar Alexander,R,A000360,2009-01-06,2015-01-03,,single_match,0.1692,1.0,R,True,False,,,False,False,False,False,,,,,
2014_TX,2014,2014-11-04,TX,Texas,2,TX_CLASS_2,regular,False,DAVID M. ALAMEEL,JOHN CORNYN,1597387,2861531,189440,4648358,35.82454308421909,64.17545691578091,-28.350913831561822,R,2012,"OBAMA, BARACK H.","ROMNEY, MITT",41.99210278489362,58.00789721510638,-16.015794430212765,R,-12.335119401349058,12.335119401349058,False,John Cornyn,R,True,False,audited_senate_seat_lineage,False,strong_name_match,False,False,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,MIT Election Data and Science Lab,1976-2024-senate-state.csv,official,"MIT Election Data and Science Lab, U.S. President 1976-2024",10.7910/DVN/42MVDX,1976-2024-president.csv,,,,,,34.364543350576696,61.56003905034853,False,regular_cycle,Assigned from the regular six-year Senate election cycle,2014-11-03,1,John Cornyn,R,C001056,2009-01-06,2015-01-03,,single_match,0.0423,1.0,R,True,False,,,False,False,False,False,,,,,
2014_VA,2014,2014-11-04,VA,Virginia,2,VA_CLASS_2,regular,False,MARK R. WARNER,ED. W. GILLESPIE,1073667,1055940,54866,2184473,50.41620355304993,49.58379644695007,0.8324071060998648,D,2012,"OBAMA, BARACK H.","ROMNEY, MITT",51.96737668876448,48.03262331123552,3.9347533775289634,D,-3.1023462714290986,3.1023462714290986,False,Mark R. Warner,D,True,False,audited_senate_seat_lineage,False,strong_name_match,False,False,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,MIT Election Data and Science Lab,1976-2024-senate-state.csv,official,"MIT Election Data and Science Lab, U.S. President 1976-2024",10.7910/DVN/42MVDX,1976-2024-president.csv,,,,,,49.1499322719942,48.338432198521105,False,regular_cycle,Assigned from the regular six-year Senate election cycle,2014-11-03,1,Mark R. Warner,D,W000805,2009-01-06,2015-01-03,,single_match,1.0,0.1222,D,True,False,,,False,False,False,False,,,,,
2014_WV,2014,2014-11-04,WV,West Virginia,2,WV_CLASS_2,regular,False,NATALIE TENNANT,SHELLEY MOORE CAPITO,156360,281820,15509,453689,35.683965493632755,64.31603450636725,-28.63206901273449,R,2012,"OBAMA, BARACK H.","ROMNEY, MITT",36.32570236795726,63.67429763204274,-27.348595264085475,R,-1.2834737486490155,1.2834737486490155,False,"John D. Rockefeller, IV",D,False,True,audited_senate_seat_lineage,False,no_confident_match,False,False,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,MIT Election Data and Science Lab,1976-2024-senate-state.csv,official,"MIT Election Data and Science Lab, U.S. President 1976-2024",10.7910/DVN/42MVDX,1976-2024-president.csv,,,,,,34.46413732755258,62.11744168362028,False,regular_cycle,Assigned from the regular six-year Senate election cycle,2014-11-03,1,"John D. Rockefeller, IV",D,R000361,2009-01-06,2015-01-03,,single_match,0.1,0.1737,,False,True,,,False,False,False,False,,,,,
2014_WY,2014,2014-11-04,WY,Wyoming,2,WY_CLASS_2,regular,False,CHARLIE HARDY,MICHAEL B. ENZI,29377,121554,20222,171153,19.463860969582125,80.53613903041787,-61.07227806083574,R,2012,"OBAMA, BARACK H.","ROMNEY, MITT",28.839365988478573,71.16063401152142,-42.32126802304285,R,-18.751010037792895,18.751010037792895,False,Michael B. Enzi,R,True,False,audited_senate_seat_lineage,False,strong_name_match,False,False,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,MIT Election Data and Science Lab,1976-2024-senate-state.csv,official,"MIT Election Data and Science Lab, U.S. President 1976-2024",10.7910/DVN/42MVDX,1976-2024-president.csv,,,,,,17.16417474423469,71.02066572014513,False,regular_cycle,Assigned from the regular six-year Senate election cycle,2014-11-03,1,Michael B. Enzi,R,E000285,2009-01-06,2015-01-03,,single_match,0.2037,1.0,R,True,False,,,False,False,False,False,,,,,
2016_AK,2016,2016-11-08,AK,Alaska,3,AK_CLASS_3,regular,False,RAY METCALFE,LISA MURKOWSKI,36200,138149,137092,311441,20.76295246889859,79.23704753110141,-58.47409506220282,R,2012,"OBAMA, BARACK H.","ROMNEY, MITT",42.684709518439625,57.315290481560375,-14.63058096312075,R,-43.84351409908207,43.84351409908207,False,Lisa Murkowski,R,True,False,audited_senate_seat_lineage,False,strong_name_match,False,False,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,MIT Election Data and Science Lab,1976-2024-senate-state.csv,official,"MIT Election Data and Science Lab, U.S. President 1976-2024",10.7910/DVN/42MVDX,1976-2024-president.csv,,,,,,11.623389341801497,44.35800039172749,False,regular_cycle,Assigned from the regular six-year Senate election cycle,2016-11-07,1,Lisa Murkowski,R,M001153,2011-01-05,2017-01-03,,single_match,0.1269,1.0,R,True,False,,,False,False,False,False,,,,,
2016_AL,2016,2016-11-08,AL,Alabama,3,AL_CLASS_3,regular,False,RON CRUMPTON,RICHARD C. SHELBY,748709,1335104,3631,2087444,35.92975953216531,64.07024046783468,-28.14048093566937,R,2012,"OBAMA, BARACK H.","ROMNEY, MITT",38.78377146656229,61.21622853343771,-22.432457066875415,R,-5.708023868793955,5.708023868793955,False,Richard C. Shelby,R,True,False,audited_senate_seat_lineage,False,strong_name_match,False,False,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,MIT Election Data and Science Lab,1976-2024-senate-state.csv,official,"MIT Election Data and Science Lab, U.S. President 1976-2024",10.7910/DVN/42MVDX,1976-2024-president.csv,,,,,,35.86726158881388,63.9587936251224,False,regular_cycle,Assigned from the regular six-year Senate election cycle,2016-11-07,1,Richard C. Shelby,R,S000320,2011-01-05,2017-01-03,,single_match,0.1179,1.0,R,True,False,,,False,False,False,False,,,,,
2016_AR,2016,2016-11-08,AR,Arkansas,3,AR_CLASS_3,regular,False,CONNER ELDRIDGE,JOHN BOOZMAN,400602,661984,44936,1107522,37.70066611079009,62.29933388920991,-24.598667778419824,R,2012,"OBAMA, BARACK H.","ROMNEY, MITT",37.84559464877038,62.15440535122962,-24.30881070245924,R,-0.2898570759605832,0.2898570759605832,False,John Boozman,R,True,False,audited_senate_seat_lineage,False,strong_name_match,False,False,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,MIT Election Data and Science Lab,1976-2024-senate-state.csv,official,"MIT Election Data and Science Lab, U.S. President 1976-2024",10.7910/DVN/42MVDX,1976-2024-president.csv,,,,,,36.17101962760107,59.771634333223176,False,regular_cycle,Assigned from the regular six-year Senate election cycle,2016-11-07,1,John Boozman,R,B001236,2011-01-05,2017-01-03,,single_match,0.1222,1.0,R,True,False,,,False,False,False,False,,,,,
2016_AZ,2016,2016-11-08,AZ,Arizona,3,AZ_CLASS_3,regular,False,ANN KIRKPATRICK,JOHN MCCAIN,1031245,1359267,140218,2530730,43.1390848487688,56.8609151512312,-13.721830302462408,R,2012,"OBAMA, BARACK H.","ROMNEY, MITT",45.38661977629681,54.61338022370319,-9.226760447406376,R,-4.495069855056032,4.495069855056032,False,John McCain,R,True,False,audited_senate_seat_lineage,False,strong_name_match,False,False,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,MIT Election Data and Science Lab,1976-2024-senate-state.csv,official,"MIT Election Data and Science Lab, U.S. President 1976-2024",10.7910/DVN/42MVDX,1976-2024-president.csv,,,,,,40.74891434487282,53.71047089179802,False,regular_cycle,Assigned from the regular six-year Senate election cycle,2016-11-07,1,John McCain,R,M000303,2011-01-05,2017-01-03,,single_match,0.1269,1.0,R,True,False,,,False,False,False,False,,,,,
2016_CA,2016,2016-11-08,CA,California,3,CA_CLASS_3,regular,False,KAMALA D. HARRIS,,7542753,0,4701417,12244170,100.0,0.0,100.0,D,2012,"OBAMA, BARACK H.","ROMNEY, MITT",61.872811163296625,38.127188836703375,23.74562232659325,D,76.25437767340675,76.25437767340675,True,Barbara Boxer,D,False,True,audited_senate_seat_lineage,False,no_confident_match,False,False,False,False,Top-two election,True,False,most_recent_completed_presidential_election,True,not_scorable,MIT Election Data and Science Lab,1976-2024-senate-state.csv,official,"MIT Election Data and Science Lab, U.S. President 1976-2024",10.7910/DVN/42MVDX,1976-2024-president.csv,,,,,,61.602811787160746,0.0,False,regular_cycle,Assigned from the regular six-year Senate election cycle,2016-11-07,1,Barbara Boxer,D,B000711,2011-01-05,2017-01-03,,single_match,0.1179,0.0,,False,True,,,False,False,False,False,,,,,
2016_CO,2016,2016-11-08,CO,Colorado,3,CO_CLASS_3,regular,False,MICHAEL F. BENNET,DARRYL GLENN,1370710,1215318,156995,2743023,53.00445316137335,46.99554683862665,6.008906322746697,D,2012,"OBAMA, BARACK H.","ROMNEY, MITT",52.74798831420251,47.25201168579749,5.495976628405032,D,0.5129296943416648,0.5129296943416648,True,Michael F. Bennet,D,True,False,audited_senate_seat_lineage,False,strong_name_match,False,False,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,MIT Election Data and Science Lab,1976-2024-senate-state.csv,official,"MIT Election Data and Science Lab, U.S. President 1976-2024",10.7910/DVN/42MVDX,1976-2024-president.csv,,,,,,49.97078041270525,44.30578963428305,False,regular_cycle,Assigned from the regular six-year Senate election cycle,2016-11-07,1,Michael F. Bennet,D,B001267,2011-01-05,2017-01-03,,single_match,1.0,0.2357,D,True,False,,,False,False,False,False,,,,,
2016_CT,2016,2016-11-08,CT,Connecticut,3,CT_CLASS_3,regular,False,RICHARD BLUMENTHAL,DAN CARTER,1008714,552621,34941,1596276,64.60586613378935,35.394133866210645,29.211732267578704,D,2012,"OBAMA, BARACK H.","ROMNEY, MITT",58.772577476907095,41.227422523092905,17.54515495381419,D,11.666577313764513,11.666577313764513,True,Richard Blumenthal,D,True,False,audited_senate_seat_lineage,False,strong_name_match,False,False,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,MIT Election Data and Science Lab,1976-2024-senate-state.csv,official,"MIT Election Data and Science Lab, U.S. President 1976-2024",10.7910/DVN/42MVDX,1976-2024-president.csv,,,,,,63.19170369033927,34.61938912819588,False,regular_cycle,Assigned from the regular six-year Senate election cycle,2016-11-07,1,Richard Blumenthal,D,B001277,2011-01-05,2017-01-03,,single_match,1.0,0.1571,D,True,False,,,False,False,False,False,,,,,
2016_FL,2016,2016-11-08,FL,Florida,3,FL_CLASS_3,regular,False,PATRICK MURPHY,MARCO RUBIO,4122088,4835191,344541,9301820,46.01942174626915,53.98057825373085,-7.961156507461695,R,2012,"OBAMA, BARACK H.","ROMNEY, MITT",50.44225213936623,49.55774786063377,0.8845042787324644,D,-8.84566078619416,8.84566078619416,False,Marco Rubio,R,True,False,audited_senate_seat_lineage,False,strong_name_match,False,False,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,MIT Election Data and Science Lab,1976-2024-senate-state.csv,official,"MIT Election Data and Science Lab, U.S. President 1976-2024",10.7910/DVN/42MVDX,1976-2024-president.csv,,,,,,44.31485451234275,51.98112842432986,False,regular_cycle,Assigned from the regular six-year Senate election cycle,2016-11-07,1,Marco Rubio,R,R000595,2011-01-05,2017-01-03,,single_match,0.088,1.0,R,True,False,,,False,False,False,False,,,,,
2016_GA,2016,2016-11-08,GA,Georgia,3,GA_CLASS_3,regular,False,JIM BARKSDALE,JOHNNY ISAKSON,1599726,2135806,163073,3898605,42.82458295096923,57.17541704903077,-14.35083409806154,R,2012,"OBAMA, BARACK H.","ROMNEY, MITT",46.04335090194328,53.95664909805672,-7.913298196113445,R,-6.437535901948095,6.437535901948095,False,Johnny Isakson,R,True,False,audited_senate_seat_lineage,False,strong_name_match,False,False,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,MIT Election Data and Science Lab,1976-2024-senate-state.csv,official,"MIT Election Data and Science Lab, U.S. President 1976-2024",10.7910/DVN/42MVDX,1976-2024-president.csv,,,,,,41.03329267776551,54.78385217276436,False,regular_cycle,Assigned from the regular six-year Senate election cycle,2016-11-07,1,Johnny Isakson,R,I000055,2011-01-05,2017-01-03,,single_match,0.2037,1.0,R,True,False,,,False,False,False,False,,,,,
2016_HI,2016,2016-11-08,HI,Hawaii,3,HI_CLASS_3,regular,False,BRIAN SCHATZ,JOHN CARROLL,306604,92653,38407,437664,76.79364419409052,23.20635580590948,53.58728838818104,D,2012,"OBAMA, BARACK H.","ROMNEY, MITT",71.70384850107442,28.296151498925585,43.40769700214883,D,10.179591386032207,10.179591386032207,True,Brian Schatz,D,True,False,audited_senate_seat_lineage,False,strong_name_match,False,False,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,MIT Election Data and Science Lab,1976-2024-senate-state.csv,official,"MIT Election Data and Science Lab, U.S. President 1976-2024",10.7910/DVN/42MVDX,1976-2024-president.csv,,,,,,70.05465379834759,21.169892885866783,False,regular_cycle,Assigned from the regular six-year Senate election cycle,2016-11-07,1,Brian Schatz,D,S001194,2015-01-06,2017-01-03,,single_match,1.0,0.1833,D,True,False,,,False,False,False,False,,,,,
2016_IA,2016,2016-11-08,IA,Iowa,3,IA_CLASS_3,regular,False,PATTY JUDGE,CHUCK GRASSLEY,549460,926007,65569,1541036,37.239734944936075,62.760265055063925,-25.52053011012785,R,2012,"OBAMA, BARACK H.","ROMNEY, MITT",52.959351928100176,47.040648071899824,5.918703856200352,D,-31.439233966328203,31.439233966328203,False,Chuck Grassley,R,True,False,audited_senate_seat_lineage,False,strong_name_match,False,False,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,MIT Election Data and Science Lab,1976-2024-senate-state.csv,official,"MIT Election Data and Science Lab, U.S. President 1976-2024",10.7910/DVN/42MVDX,1976-2024-president.csv,,,,,,35.6552345305366,60.08990056040222,False,regular_cycle,Assigned from the regular six-year Senate election cycle,2016-11-07,1,Chuck Grassley,R,G000386,2011-01-05,2017-01-03,,single_match,0.132,1.0,R,True,False,,,False,False,False,False,,,,,
2016_ID,2016,2016-11-08,ID,Idaho,3,ID_CLASS_3,regular,False,JERRY STURGILL,MIKE CRAPO,188249,449017,41677,678943,29.54009785552658,70.45990214447342,-40.919804288946835,R,2012,"OBAMA, BARACK H.","ROMNEY, MITT",33.578613156424666,66.42138684357533,-32.84277368715067,R,-8.077030601796167,8.077030601796167,False,Mike Crapo,R,True,False,audited_senate_seat_lineage,False,strong_name_match,False,False,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,MIT Election Data and Science Lab,1976-2024-senate-state.csv,official,"MIT Election Data and Science Lab, U.S. President 1976-2024",10.7910/DVN/42MVDX,1976-2024-president.csv,,,,,,27.72677529630617,66.13471233962203,False,regular_cycle,Assigned from the regular six-year Senate election cycle,2016-11-07,1,Mike Crapo,R,C000880,2011-01-05,2017-01-03,,single_match,0.0458,1.0,R,True,False,,,False,False,False,False,,,,,
2016_IL,2016,2016-11-08,IL,Illinois,3,IL_CLASS_3,regular,False,TAMMY DUCKWORTH,MARK KIRK,3012940,2184692,294246,5491878,57.96755137724256,42.03244862275744,15.935102754485117,D,2012,"OBAMA, BARACK H.","ROMNEY, MITT",58.57752339211691,41.42247660788309,17.155046784233818,D,-1.2199440297487012,1.2199440297487012,False,Mark Kirk,R,True,False,audited_senate_seat_lineage,False,strong_name_match,False,False,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,MIT Election Data and Science Lab,1976-2024-senate-state.csv,official,"MIT Election Data and Science Lab, U.S. President 1976-2024",10.7910/DVN/42MVDX,1976-2024-president.csv,,,,,,54.86174310499978,39.78041755479637,False,regular_cycle,Assigned from the regular six-year Senate election cycle,2016-11-07,1,Mark Kirk,R,K000360,2011-01-05,2017-01-03,,single_match,0.0917,1.0,R,True,False,,,False,False,False,False,,,,,
