bias_correction_dem,global_sd,races,adjusted_residual_mean,adjusted_residual_sd,margin_mae,margin_rmse,brier,binary_log_loss,margin_negative_log_likelihood,expected_calibration_error,root_mean_squared_calibration_error,maximum_calibration_error,coverage_50,coverage_error_50,absolute_coverage_error_50,coverage_80,coverage_error_80,absolute_coverage_error_80,coverage_95,coverage_error_95,absolute_coverage_error_95,mean_absolute_coverage_error,maximum_absolute_coverage_error,rank_brier,rank_binary_log_loss,rank_margin_negative_log_likelihood,rank_expected_calibration_error,rank_mean_absolute_coverage_error,average_rank,weighted_selection_score,pareto_optimal,recommended
-1.25,7.0,234,-0.3521243231426058,11.313899106042696,7.717605303361725,11.295188247307257,0.07510438892478921,0.3109948015914595,4.166698453097823,0.051362185391553634,0.09006191828057711,0.3905140698852896,0.4358974358974359,-0.0641025641025641,0.0641025641025641,0.7136752136752137,-0.08632478632478635,0.08632478632478635,0.8547008547008547,-0.0952991452991453,0.0952991452991453,0.08190883190883191,0.0952991452991453,124.0,707.0,686.0,331.0,515.0,472.6,508.1666666666667,False,False
-1.25,7.25,234,-0.3521243231426058,11.313899106042696,7.717605303361725,11.295188247307257,0.07502627510373927,0.3045864675320038,4.11355500841711,0.05360004465862159,0.09528233143792286,0.3228288751335448,0.44871794871794873,-0.051282051282051266,0.051282051282051266,0.7222222222222222,-0.07777777777777783,0.07777777777777783,0.8589743589743589,-0.09102564102564104,0.09102564102564104,0.07336182336182338,0.09102564102564104,119.0,685.0,658.0,377.0,447.0,457.2,490.6666666666667,False,False
-1.25,7.5,234,-0.3521243231426058,11.313899106042696,7.717605303361725,11.295188247307257,0.07497667290939515,0.29903978392804165,4.067897354121231,0.0538113552870252,0.09533085856920616,0.31792819325188754,0.4658119658119658,-0.03418803418803418,0.03418803418803418,0.7264957264957265,-0.07350427350427358,0.07350427350427358,0.8717948717948718,-0.07820512820512815,0.07820512820512815,0.06196581196581197,0.07820512820512815,114.0,661.0,630.0,382.0,351.0,427.6,461.3333333333333,False,False
-1.25,7.75,234,-0.3521243231426058,11.313899106042696,7.717605303361725,11.295188247307257,0.07495436650933981,0.2942507609268307,4.028702365474053,0.05424646027943229,0.09571562244370994,0.3133166901215419,0.47435897435897434,-0.02564102564102566,0.02564102564102566,0.7393162393162394,-0.06068376068376069,0.06068376068376069,0.8717948717948718,-0.07820512820512815,0.07820512820512815,0.05484330484330483,0.07820512820512815,107.0,636.0,602.0,394.0,281.0,404.0,437.0,False,False
-1.25,8.0,234,-0.3521243231426058,11.313899106042696,7.717605303361725,11.295188247307257,0.07495830011699457,0.29013078309378354,3.9951088056822273,0.054188580463146355,0.09554187773225552,0.30054536510807567,0.5085470085470085,0.008547008547008517,0.008547008547008517,0.7435897435897436,-0.05641025641025643,0.05641025641025643,0.8803418803418803,-0.06965811965811963,0.06965811965811963,0.04487179487179486,0.06965811965811963,109.0,604.0,574.0,393.0,215.0,379.0,411.5,False,False
-1.25,8.25,234,-0.3521243231426058,11.313899106042696,7.717605303361725,11.295188247307257,0.0749875390190042,0.2866038868365335,3.966387932207703,0.050063222855901375,0.08398313270256083,0.2651328490672203,0.5128205128205128,0.012820512820512775,0.012820512820512775,0.7606837606837606,-0.0393162393162394,0.0393162393162394,0.8846153846153846,-0.06538461538461537,0.06538461538461537,0.039173789173789185,0.06538461538461537,115.0,568.0,545.0,293.0,164.0,337.0,371.6666666666667,False,False
-1.25,8.5,234,-0.3521243231426058,11.313899106042696,7.717605303361725,11.295188247307257,0.07504123861984943,0.2836045921316239,3.941920112217262,0.05065736364690324,0.08793834084072763,0.2712007482207979,0.5299145299145299,0.02991452991452992,0.02991452991452992,0.7777777777777778,-0.022222222222222254,0.022222222222222254,0.8974358974358975,-0.05256410256410249,0.05256410256410249,0.034900284900284885,0.05256410256410249,120.0,508.0,510.0,309.0,108.0,311.0,344.1666666666667,False,False
-1.25,8.75,234,-0.3521243231426058,11.313899106042696,7.717605303361725,11.295188247307257,0.07511862017173494,0.2810761629079057,3.9211760869104113,0.041943732024963216,0.07705214799740176,0.2579105060897964,0.5384615384615384,0.038461538461538436,0.038461538461538436,0.7948717948717948,-0.005128205128205221,0.005128205128205221,0.9017094017094017,-0.04829059829059823,0.04829059829059823,0.03062678062678063,0.04829059829059823,125.0,441.0,464.0,117.0,70.0,243.4,280.1666666666667,False,False
-1.25,9.0,234,-0.3521243231426058,11.313899106042696,7.717605303361725,11.295188247307257,0.07521895201585169,0.2789692014369281,3.903701860800818,0.04355214369966724,0.07990984319720192,0.2637295769709496,0.5470085470085471,0.047008547008547064,0.047008547008547064,0.7991452991452992,-0.0008547008547008517,0.0008547008547008517,0.9102564102564102,-0.03974358974358971,0.03974358974358971,0.02920227920227921,0.047008547008547064,139.0,375.0,399.0,146.0,54.0,222.6,252.0,True,False
-1.25,9.25,234,-0.3521243231426058,11.313899106042696,7.717605303361725,11.295188247307257,0.0753415353215936,0.27724050483361423,3.8891064385178047,0.040463951499187946,0.07741072460601114,0.2692985336907655,0.5641025641025641,0.0641025641025641,0.0641025641025641,0.8162393162393162,0.01623931623931618,0.01623931623931618,0.9145299145299145,-0.035470085470085455,0.035470085470085455,0.03860398860398858,0.0641025641025641,150.0,318.0,336.0,99.0,153.0,211.2,232.0,True,False
-1.25,9.5,234,-0.3521243231426058,11.313899106042696,7.717605303361725,11.295188247307257,0.0754856934632089,0.2758521286747295,3.8770518140389134,0.0431319782202395,0.07554460747027605,0.2676263115854646,0.5769230769230769,0.07692307692307687,0.07692307692307687,0.8205128205128205,0.02051282051282044,0.02051282051282044,0.9188034188034188,-0.031196581196581197,0.031196581196581197,0.04287749287749284,0.07692307692307687,165.0,262.0,258.0,137.0,193.0,203.0,212.16666666666666,True,False
-1.25,9.75,234,-0.3521243231426058,11.313899106042696,7.717605303361725,11.295188247307257,0.07565076431262405,0.2747706153748173,3.8672447533471463,0.04462563916746372,0.0743779051555432,0.2728530840839837,0.5897435897435898,0.08974358974358976,0.08974358974358976,0.8247863247863247,0.0247863247863247,0.0247863247863247,0.9230769230769231,-0.026923076923076827,0.026923076923076827,0.0471509971509971,0.08974358974358976,183.0,223.0,197.0,172.0,227.0,200.4,199.83333333333334,True,False
-1.25,10.0,234,-0.3521243231426058,11.313899106042696,7.717605303361725,11.295188247307257,0.07583609484982354,0.27396635448761214,3.8594300139092583,0.04434806397884033,0.07393563764637973,0.27786725330427353,0.594017094017094,0.09401709401709402,0.09401709401709402,0.8333333333333334,0.033333333333333326,0.033333333333333326,0.9316239316239316,-0.01837606837606831,0.01837606837606831,0.04857549857549855,0.09401709401709402,202.0,189.0,141.0,161.0,240.0,186.6,179.0,True,False
-1.25,10.25,234,-0.3521243231426058,11.313899106042696,7.717605303361725,11.295188247307257,0.07604103759749851,0.2734130493251945,3.8533847220352913,0.046668445970089636,0.07529099110246425,0.2566991374357194,0.6025641025641025,0.10256410256410253,0.10256410256410253,0.8504273504273504,0.05042735042735036,0.05042735042735036,0.9316239316239316,-0.01837606837606831,0.01837606837606831,0.05712250712250707,0.10256410256410253,225.0,170.0,97.0,212.0,300.0,200.8,183.5,True,False
-1.25,10.5,234,-0.3521243231426058,11.313899106042696,7.717605303361725,11.295188247307257,0.07626494847549843,0.27308726980092995,3.8489136885183,0.05070214008398015,0.07702736068350229,0.24857543511653524,0.6153846153846154,0.11538461538461542,0.11538461538461542,0.8547008547008547,0.05470085470085462,0.05470085470085462,0.9401709401709402,-0.009829059829059794,0.009829059829059794,0.05997150997150994,0.11538461538461542,248.0,158.0,55.0,312.0,327.0,220.0,192.5,True,False
-1.25,10.75,234,-0.3521243231426058,11.313899106042696,7.717605303361725,11.295188247307257,0.07650718574460214,0.2729680756325992,3.8458454886095312,0.05395230283974705,0.08008353833281463,0.25354278407017244,0.6153846153846154,0.11538461538461542,0.11538461538461542,0.8547008547008547,0.05470085470085462,0.05470085470085462,0.9444444444444444,-0.005555555555555536,0.005555555555555536,0.058547008547008526,0.11538461538461542,271.0,153.0,27.0,387.0,314.0,230.4,196.5,True,False
-1.25,11.0,234,-0.3521243231426058,11.313899106042696,7.717605303361725,11.295188247307257,0.07676710977031882,0.27303669730439056,3.844029167747291,0.05381174823486918,0.07435516394648188,0.23673127827293788,0.6324786324786325,0.13247863247863245,0.13247863247863245,0.8589743589743589,0.058974358974358876,0.058974358974358876,0.9444444444444444,-0.005555555555555536,0.005555555555555536,0.06566951566951562,0.13247863247863245,297.0,155.0,11.0,383.0,370.0,243.2,204.5,True,False
-1.25,11.25,234,-0.3521243231426058,11.313899106042696,7.717605303361725,11.295188247307257,0.07704408338791564,0.27327626471632327,3.843331462021454,0.053668716283376265,0.07591563802847182,0.24165381957364696,0.6367521367521367,0.1367521367521367,0.1367521367521367,0.8632478632478633,0.06324786324786325,0.06324786324786325,0.9487179487179487,-0.0012820512820512775,0.0012820512820512775,0.06709401709401708,0.1367521367521367,325.0,162.0,5.0,379.0,383.0,250.8,209.83333333333334,True,False
-1.25,11.5,234,-0.3521243231426058,11.313899106042696,7.717605303361725,11.295188247307257,0.07733747269156659,0.27367157542113885,3.843634443969371,0.055541061127771386,0.07859197599269564,0.2309860459225688,0.6495726495726496,0.1495726495726496,0.1495726495726496,0.8717948717948718,0.07179487179487176,0.07179487179487176,0.9487179487179487,-0.0012820512820512775,0.0012820512820512775,0.07421652421652421,0.1495726495726496,360.0,180.0,9.0,420.0,454.0,284.6,238.66666666666666,False,False
-1.25,11.75,234,-0.3521243231426058,11.313899106042696,7.717605303361725,11.295188247307257,0.07764664810507022,0.27420889589429776,3.844833521344349,0.050932215583112804,0.07691918472629915,0.23574048689088434,0.6581196581196581,0.1581196581196581,0.1581196581196581,0.8717948717948718,0.07179487179487176,0.07179487179487176,0.9487179487179487,-0.0012820512820512775,0.0012820512820512775,0.07706552706552705,0.1581196581196581,389.0,200.0,19.0,320.0,473.0,280.2,236.66666666666666,False,False
-1.25,12.0,234,-0.3521243231426058,11.313899106042696,7.717605303361725,11.295188247307257,0.07797098562034002,0.27487579050102257,3.846835730013881,0.05359167975435383,0.0803863312293625,0.22116367578547394,0.6666666666666666,0.16666666666666663,0.16666666666666663,0.8760683760683761,0.07606837606837602,0.07606837606837602,0.9529914529914529,0.002991452991452981,0.002991452991452981,0.08190883190883187,0.16666666666666663,429.0,227.0,36.0,376.0,509.0,315.4,268.8333333333333,False,False
-1.25,12.25,234,-0.3521243231426058,11.313899106042696,7.717605303361725,11.295188247307257,0.07830986811390123,0.27566097379076304,3.849558272917968,0.05624133520986773,0.0795498276712798,0.1793089790330415,0.6752136752136753,0.17521367521367526,0.17521367521367526,0.8803418803418803,0.08034188034188028,0.08034188034188028,0.9529914529914529,0.002991452991452981,0.002991452991452981,0.08618233618233617,0.17521367521367526,461.0,251.0,63.0,439.0,537.0,350.2,302.3333333333333,False,False
-1.25,12.5,234,-0.3521243231426058,11.313899106042696,7.717605303361725,11.295188247307257,0.07866268667175493,0.2765541825206522,3.852927265647674,0.058880188910230606,0.0812793184923124,0.1784565930350867,0.6837606837606838,0.18376068376068377,0.18376068376068377,0.8846153846153846,0.08461538461538454,0.08461538461538454,0.9572649572649573,0.00726495726495735,0.00726495726495735,0.09188034188034189,0.18376068376068377,500.0,290.0,91.0,483.0,576.0,388.0,338.5,False,False
-1.25,12.75,234,-0.3521243231426058,11.313899106042696,7.717605303361725,11.295188247307257,0.07902884186983432,0.2775460644289675,3.856876656149694,0.06663168198980873,0.09485148958494957,0.2318119604584694,0.6923076923076923,0.1923076923076923,0.1923076923076923,0.8931623931623932,0.09316239316239316,0.09316239316239316,0.9615384615384616,0.011538461538461608,0.011538461538461608,0.09900284900284902,0.1923076923076923,535.0,326.0,125.0,596.0,626.0,441.6,388.8333333333333,False,False
-1.25,13.0,234,-0.3521243231426058,11.313899106042696,7.717605303361725,11.295188247307257,0.07940774497136396,0.27862808128012523,3.8613472916783635,0.06923017850676975,0.0963017021445896,0.23443921306233556,0.7008547008547008,0.2008547008547008,0.2008547008547008,0.8974358974358975,0.09743589743589742,0.09743589743589742,0.9615384615384616,0.011538461538461608,0.011538461538461608,0.10327635327635327,0.2008547008547008,570.0,363.0,156.0,634.0,647.0,474.0,421.0,False,False
-1.25,13.25,234,-0.3521243231426058,11.313899106042696,7.717605303361725,11.295188247307257,0.0797988190141317,0.2797924241097425,3.866286110676727,0.07181585437543282,0.09682279247172793,0.23697407381155772,0.7136752136752137,0.2136752136752137,0.2136752136752137,0.9017094017094017,0.10170940170940168,0.10170940170940168,0.9615384615384616,0.011538461538461608,0.011538461538461608,0.10897435897435899,0.2136752136752137,601.0,401.0,186.0,657.0,682.0,505.4,452.1666666666667,False,False
-1.25,13.5,234,-0.3521243231426058,11.313899106042696,7.717605303361725,11.295188247307257,0.08020149977030454,0.2810319389311459,3.871645440986801,0.0743879243657856,0.09750351605596302,0.2394212067060757,0.7136752136752137,0.2136752136752137,0.2136752136752137,0.905982905982906,0.10598290598290594,0.10598290598290594,0.9615384615384616,0.011538461538461608,0.011538461538461608,0.11039886039886042,0.2136752136752137,629.0,439.0,227.0,687.0,689.0,534.2,483.0,False,False
-1.25,13.75,234,-0.3521243231426058,11.313899106042696,7.717605303361725,11.295188247307257,0.08061523656922943,0.28234006143842527,3.8773823888335714,0.07694565795818083,0.10073648264605209,0.24833501837435346,0.7222222222222222,0.2222222222222222,0.2222222222222222,0.9102564102564102,0.1102564102564102,0.1102564102564102,0.9615384615384616,0.011538461538461608,0.011538461538461608,0.11467236467236468,0.2222222222222222,656.0,481.0,265.0,704.0,711.0,563.4,513.6666666666666,False,False
-1.25,14.0,234,-0.3521243231426058,11.313899106042696,7.717605303361725,11.295188247307257,0.08103949297988905,0.2837107594673952,3.8834583055293903,0.07948837648912946,0.10277215292572665,0.25072726130732204,0.7222222222222222,0.2222222222222222,0.2222222222222222,0.9102564102564102,0.1102564102564102,0.1102564102564102,0.9658119658119658,0.015811965811965867,0.015811965811965867,0.11609686609686609,0.2222222222222222,676.0,509.0,302.0,714.0,717.0,583.6,536.6666666666666,False,False
-1.0,7.0,234,-0.6021243231426058,11.313899106042696,7.70327949429666,11.30574365991372,0.07478533137996163,0.30925028868242693,4.169132760868958,0.048667250551221355,0.08434251282273715,0.2580198622054027,0.44017094017094016,-0.05982905982905984,0.05982905982905984,0.7051282051282052,-0.09487179487179487,0.09487179487179487,0.8547008547008547,-0.0952991452991453,0.0952991452991453,0.08333333333333333,0.0952991452991453,91.0,703.0,689.0,254.0,524.0,452.2,491.6666666666667,False,False
-1.0,7.25,234,-0.6021243231426058,11.313899106042696,7.70327949429666,11.30574365991372,0.0747104369972449,0.30291370509039717,4.115824327433247,0.05254992156275689,0.09183400606817756,0.2565796098936825,0.4444444444444444,-0.05555555555555558,0.05555555555555558,0.717948717948718,-0.08205128205128209,0.08205128205128209,0.8632478632478633,-0.08675213675213667,0.08675213675213667,0.07478632478632478,0.08675213675213667,84.0,676.0,660.0,348.0,459.0,445.4,481.1666666666667,False,False
-1.0,7.5,234,-0.6021243231426058,11.313899106042696,7.70327949429666,11.30574365991372,0.07466368916761582,0.297433703839042,4.0700179066685305,0.04956411056056359,0.08850988905197964,0.2556234098022014,0.452991452991453,-0.04700854700854701,0.04700854700854701,0.7222222222222222,-0.07777777777777783,0.07777777777777783,0.8717948717948718,-0.07820512820512815,0.07820512820512815,0.06766381766381767,0.07820512820512815,76.0,649.0,633.0,282.0,392.0,406.4,444.1666666666667,False,False
-1.0,7.75,234,-0.6021243231426058,11.313899106042696,7.70327949429666,11.30574365991372,0.07464397320175387,0.2927068701250672,4.030688314789944,0.0524048678561975,0.09002722015978883,0.2624638478117759,0.47863247863247865,-0.021367521367521347,0.021367521367521347,0.7350427350427351,-0.06495726495726495,0.06495726495726495,0.8760683760683761,-0.07393162393162389,0.07393162393162389,0.053418803418803396,0.07393162393162389,74.0,621.0,605.0,344.0,275.0,383.8,420.6666666666667,False,False
-1.0,8.0,234,-0.6021243231426058,11.313899106042696,7.70327949429666,11.30574365991372,0.07465031444209608,0.288645074004094,3.996972572569503,0.04617810603830033,0.08720531128507884,0.26896260166756325,0.5085470085470085,0.008547008547008517,0.008547008547008517,0.7478632478632479,-0.052136752136752174,0.052136752136752174,0.8846153846153846,-0.06538461538461537,0.06538461538461537,0.04202279202279202,0.06538461538461537,75.0,592.0,576.0,200.0,188.0,326.2,367.8333333333333,False,False
-1.0,8.25,234,-0.6021243231426058,11.313899106042696,7.70327949429666,11.30574365991372,0.07468184286416443,0.28517276410077885,3.9681404549740678,0.04537712894675335,0.08590717074862933,0.2550553508769411,0.5085470085470085,0.008547008547008517,0.008547008547008517,0.7564102564102564,-0.04358974358974366,0.04358974358974366,0.8931623931623932,-0.05683760683760675,0.05683760683760675,0.03632478632478631,0.05683760683760675,82.0,544.0,547.0,182.0,127.0,296.4,338.1666666666667,False,False
-1.0,8.5,234,-0.6021243231426058,11.313899106042696,7.70327949429666,11.30574365991372,0.0747377650285458,0.28222481240003516,3.9435710614322876,0.05299363678387728,0.09591488953349198,0.30405292289445934,0.5256410256410257,0.02564102564102566,0.02564102564102566,0.7777777777777778,-0.022222222222222254,0.022222222222222254,0.9017094017094017,-0.04829059829059823,0.04829059829059823,0.03205128205128205,0.04829059829059823,85.0,477.0,515.0,359.0,85.0,304.2,339.3333333333333,False,False
-1.0,8.75,234,-0.6021243231426058,11.313899106042696,7.70327949429666,11.30574365991372,0.0748173421888127,0.27974478519117124,3.9227340438839384,0.05465617837926961,0.0973402649897748,0.3003058416047711,0.5299145299145299,0.02991452991452992,0.02991452991452992,0.7948717948717948,-0.005128205128205221,0.005128205128205221,0.9017094017094017,-0.04829059829059823,0.04829059829059823,0.02777777777777779,0.04829059829059823,94.0,399.0,470.0,400.0,44.0,281.4,312.8333333333333,False,False
-1.0,9.0,234,-0.6021243231426058,11.313899106042696,7.70327949429666,11.30574365991372,0.07491987348822975,0.2776835460316773,3.9051744667364434,0.0554799506633944,0.0971063399861362,0.2967531492535997,0.5555555555555556,0.05555555555555558,0.05555555555555558,0.811965811965812,0.011965811965811923,0.011965811965811923,0.905982905982906,-0.04401709401709397,0.04401709401709397,0.03717948717948716,0.05555555555555558,103.0,331.0,405.0,417.0,134.0,278.0,299.1666666666667,False,False
-1.0,9.25,234,-0.6021243231426058,11.313899106042696,7.70327949429666,11.30574365991372,0.07504468331520162,0.2759981192254834,3.8905005198125964,0.04224011287989846,0.07496059762050537,0.27102566092399416,0.5683760683760684,0.06837606837606836,0.06837606837606836,0.8162393162393162,0.01623931623931618,0.01623931623931618,0.9188034188034188,-0.031196581196581197,0.031196581196581197,0.03860398860398858,0.06837606837606836,121.0,269.0,343.0,122.0,153.0,201.6,225.16666666666666,False,False
-1.0,9.5,234,-0.6021243231426058,11.313899106042696,7.70327949429666,11.30574365991372,0.07519111202233016,0.2746507591284804,3.8783734880642386,0.03988643387458729,0.07437847896354374,0.2763324155346615,0.5769230769230769,0.07692307692307687,0.07692307692307687,0.8247863247863247,0.0247863247863247,0.0247863247863247,0.9230769230769231,-0.026923076923076827,0.026923076923076827,0.0428774928774928,0.07692307692307687,133.0,217.0,270.0,89.0,191.0,180.0,195.0,True,False
-1.0,9.75,234,-0.6021243231426058,11.313899106042696,7.70327949429666,11.30574365991372,0.0753585093392621,0.27360818316494223,3.868499518168034,0.04453527900669026,0.07811669479009019,0.27396029473359357,0.5854700854700855,0.0854700854700855,0.0854700854700855,0.8247863247863247,0.0247863247863247,0.0247863247863247,0.9230769230769231,-0.026923076923076827,0.026923076923076827,0.045726495726495675,0.0854700854700855,153.0,176.0,204.0,168.0,217.0,183.6,187.0,True,False
-1.0,10.0,234,-0.6021243231426058,11.313899106042696,7.70327949429666,11.30574365991372,0.07554622992128744,0.272840935918851,3.860622824717115,0.04222883733711049,0.06801710539097827,0.24583977951341307,0.594017094017094,0.09401709401709402,0.09401709401709402,0.8376068376068376,0.037606837606837584,0.037606837606837584,0.9230769230769231,-0.026923076923076827,0.026923076923076827,0.05284900284900281,0.09401709401709402,172.0,149.0,151.0,120.0,268.0,172.0,168.5,True,False
-1.0,10.25,234,-0.6021243231426058,11.313899106042696,7.70327949429666,11.30574365991372,0.07575363057248312,0.27232285885113733,3.854520056534143,0.043433374260666915,0.06519408365887518,0.25108029826302625,0.6068376068376068,0.10683760683760679,0.10683760683760679,0.8504273504273504,0.05042735042735036,0.05042735042735036,0.9316239316239316,-0.01837606837606831,0.01837606837606831,0.058547008547008485,0.10683760683760679,193.0,129.0,107.0,144.0,312.0,177.0,165.33333333333334,True,False
-1.0,10.5,234,-0.6021243231426058,11.313899106042696,7.70327949429666,11.30574365991372,0.07598006876437884,0.27203064567881513,3.8499956030832494,0.04409598819909827,0.06524218121295124,0.2335878392879378,0.6111111111111112,0.11111111111111116,0.11111111111111116,0.8547008547008547,0.05470085470085462,0.05470085470085462,0.9358974358974359,-0.014102564102564052,0.014102564102564052,0.05997150997150994,0.11111111111111116,218.0,115.0,65.0,156.0,327.0,176.2,157.66666666666666,True,False
-1.0,10.75,234,-0.6021243231426058,11.313899106042696,7.70327949429666,11.30574365991372,0.07622490213993365,0.2719434676581563,3.8468776667017814,0.04810230038803593,0.0679898875812539,0.2387745429990191,0.6196581196581197,0.11965811965811968,0.11965811965811968,0.8589743589743589,0.058974358974358876,0.058974358974358876,0.9401709401709402,-0.009829059829059794,0.009829059829059794,0.06282051282051278,0.11965811965811968,242.0,113.0,38.0,241.0,353.0,197.4,170.83333333333334,True,False
-1.0,11.0,234,-0.6021243231426058,11.313899106042696,7.70327949429666,11.30574365991372,0.07648748874979391,0.2720426562572113,3.845014961803371,0.05004720091093731,0.07030055147705289,0.2437852696041177,0.6324786324786325,0.13247863247863245,0.13247863247863245,0.8589743589743589,0.058974358974358876,0.058974358974358876,0.9444444444444444,-0.005555555555555536,0.005555555555555536,0.06566951566951562,0.13247863247863245,267.0,116.0,21.0,292.0,370.0,213.2,181.16666666666666,True,False
-1.0,11.25,234,-0.6021243231426058,11.313899106042696,7.70327949429666,11.30574365991372,0.07676718781519616,0.2723114332164887,3.844273929820255,0.054741651880717945,0.0750726653904394,0.23279078021037847,0.6410256410256411,0.14102564102564108,0.14102564102564108,0.8675213675213675,0.0675213675213675,0.0675213675213675,0.9487179487179487,-0.0012820512820512775,0.0012820512820512775,0.06994301994301995,0.14102564102564108,298.0,127.0,13.0,401.0,417.0,251.2,211.5,True,False
-1.0,11.5,234,-0.6021243231426058,11.313899106042696,7.70327949429666,11.30574365991372,0.07706336085119442,0.2727346799550675,3.8445363803080146,0.04731489144382758,0.07230721931831452,0.23762894160596004,0.6495726495726496,0.1495726495726496,0.1495726495726496,0.8717948717948718,0.07179487179487176,0.07179487179487176,0.9487179487179487,-0.0012820512820512775,0.0012820512820512775,0.07421652421652421,0.1495726495726496,329.0,143.0,17.0,229.0,454.0,234.4,198.16666666666666,True,False
-1.0,11.75,234,-0.6021243231426058,11.313899106042696,7.70327949429666,11.30574365991372,0.07737537301661539,0.2732987398138974,3.8456974857140054,0.05491007015510521,0.08797262778656834,0.22813278918464863,0.6538461538461539,0.15384615384615385,0.15384615384615385,0.8717948717948718,0.07179487179487176,0.07179487179487176,0.9487179487179487,-0.0012820512820512775,0.0012820512820512775,0.07564102564102564,0.15384615384615385,362.0,164.0,25.0,404.0,463.0,283.6,240.5,False,False
-1.0,12.0,234,-0.6021243231426058,11.313899106042696,7.70327949429666,11.30574365991372,0.07770259458448807,0.27399124783757023,3.8476640708526704,0.057579560072380576,0.08657607033321416,0.2310438200598121,0.6581196581196581,0.1581196581196581,0.1581196581196581,0.8760683760683761,0.07606837606837602,0.07606837606837602,0.9529914529914529,0.002991452991452981,0.002991452991452981,0.07905982905982904,0.1581196581196581,396.0,190.0,44.0,461.0,489.0,316.0,270.6666666666667,False,False
-1.0,12.25,234,-0.6021243231426058,11.313899106042696,7.70327949429666,11.30574365991372,0.07804440244962438,0.2748009837548872,3.850353148924869,0.06023893842887805,0.08873211611192681,0.2338445881170867,0.6709401709401709,0.1709401709401709,0.1709401709401709,0.8846153846153846,0.08461538461538454,0.08461538461538454,0.9529914529914529,0.002991452991452981,0.002991452991452981,0.08618233618233613,0.1709401709401709,434.0,224.0,69.0,512.0,536.0,355.0,307.3333333333333,False,False
-1.0,12.5,234,-0.6021243231426058,11.313899106042696,7.70327949429666,11.30574365991372,0.0784001816092837,0.2757177445839167,3.853690664564702,0.06288721508361401,0.09123421915161972,0.23654107024135068,0.6837606837606838,0.18376068376068377,0.18376068376068377,0.8846153846153846,0.08461538461538454,0.08461538461538454,0.9572649572649573,0.00726495726495735,0.00726495726495735,0.09188034188034189,0.18376068376068377,471.0,255.0,101.0,553.0,576.0,391.2,342.8333333333333,False,False
-1.0,12.75,234,-0.6021243231426058,11.313899106042696,7.70327949429666,11.30574365991372,0.07876932656901396,0.27673223390185586,3.8576104113563723,0.06552346552200283,0.09309655798118559,0.2391388326352386,0.6923076923076923,0.1923076923076923,0.1923076923076923,0.8931623931623932,0.09316239316239316,0.09316239316239316,0.9615384615384616,0.011538461538461608,0.011538461538461608,0.09900284900284902,0.1923076923076923,511.0,295.0,128.0,583.0,626.0,428.6,378.5,False,False
-1.0,13.0,234,-0.6021243231426058,11.313899106042696,7.70327949429666,11.30574365991372,0.07915124263926482,0.27783596531675364,3.862053096890113,0.06814682756532728,0.09346576907324303,0.24164306413153203,0.7008547008547008,0.2008547008547008,0.2008547008547008,0.9017094017094017,0.10170940170940168,0.10170940170940168,0.9615384615384616,0.011538461538461608,0.011538461538461608,0.1047008547008547,0.2008547008547008,548.0,336.0,161.0,616.0,653.0,462.8,412.5,False,False
-1.0,13.25,234,-0.6021243231426058,11.313899106042696,7.70327949429666,11.30574365991372,0.07954534709957158,0.27902117808205396,3.866965532995193,0.07075649814709407,0.09684803442357855,0.25032350391693164,0.7051282051282052,0.20512820512820518,0.20512820512820518,0.9017094017094017,0.10170940170940168,0.10170940170940168,0.9615384615384616,0.011538461538461608,0.011538461538461608,0.10612535612535616,0.20512820512820518,584.0,378.0,194.0,645.0,670.0,494.2,444.1666666666667,False,False
-1.0,13.5,234,-0.6021243231426058,11.313899106042696,7.70327949429666,11.30574365991372,0.07995107021629669,0.28028076312532707,3.8722999325137457,0.07335173020061397,0.09951703524024337,0.2527712863116364,0.7136752136752137,0.2136752136752137,0.2136752136752137,0.9017094017094017,0.10170940170940168,0.10170940170940168,0.9615384615384616,0.011538461538461608,0.011538461538461608,0.10897435897435899,0.2136752136752137,612.0,416.0,230.0,677.0,682.0,523.4,474.5,False,False
-1.0,13.75,234,-0.6021243231426058,11.313899106042696,7.70327949429666,11.30574365991372,0.08036785610734107,0.28160819803431797,3.878013297029462,0.07250458041639381,0.09466267097407818,0.2369046262951019,0.717948717948718,0.21794871794871795,0.21794871794871795,0.905982905982906,0.10598290598290594,0.10598290598290594,0.9615384615384616,0.011538461538461608,0.011538461538461608,0.11182336182336183,0.21794871794871795,641.0,459.0,267.0,669.0,695.0,546.2,499.6666666666667,False,False
-1.0,14.0,234,-0.6021243231426058,11.313899106042696,7.70327949429666,11.30574365991372,0.08079516345311988,0.28299748976813827,3.8840668824721747,0.0801756845497849,0.10775358210156259,0.35904341234012543,0.717948717948718,0.21794871794871795,0.21794871794871795,0.9145299145299145,0.11452991452991446,0.11452991452991446,0.9658119658119658,0.015811965811965867,0.015811965811965867,0.11609686609686609,0.21794871794871795,663.0,499.0,306.0,717.0,717.0,580.4,534.6666666666666,False,False
