races,residual_mean,residual_sd,margin_mae,margin_rmse,brier,binary_log_loss,margin_negative_log_likelihood,expected_calibration_error,root_mean_squared_calibration_error,maximum_calibration_error,coverage_50,coverage_error_50,absolute_coverage_error_50,coverage_80,coverage_error_80,absolute_coverage_error_80,coverage_95,coverage_error_95,absolute_coverage_error_95,mean_absolute_coverage_error
234,-1.2901585111767937,11.526587912031694,7.950964585693947,11.57406370186341,0.0796273208249721,0.2922208509591752,3.903757456446004,0.04291426266682538,0.07433081457363792,0.24231244452354733,0.5982905982905983,0.09829059829059827,0.09829059829059827,0.8504273504273504,0.05042735042735036,0.05042735042735036,0.9358974358974359,-0.014102564102564052,0.014102564102564052,0.054273504273504226
