state,dem_candidate,gop_candidate,current_holder,race_tier,polling_margin_dem,fundamentals_margin_dem,elasticity,tier_error_multiplier,dem_win_counts_for_seat_change,bayesian_model_margin_dem,candidate_uncertainty_penalty,race_id,cycle,actual_margin_dem
AZ,Historical Democratic nominee,Historical Republican nominee,R,Toss-up,2.791759107726598,-3.778240892273402,1.0,1.1,1.0,2.791759107726598,0.0,2018_AZ,2018,2.402957486136785
CT,Historical Democratic nominee,Historical Republican nominee,D,Safe,20.85309503452728,14.283095034527278,1.0,0.95,1.0,20.85309503452728,0.0,2018_CT,2018,20.408576995776254
DE,Historical Democratic nominee,Historical Republican nominee,D,Safe,18.567242887362447,11.997242887362448,1.0,0.95,1.0,18.567242887362447,0.0,2018_DE,2018,22.639007988446096
FL,Historical Democratic nominee,Historical Republican nominee,D,Lean,5.3323290544490405,-1.2376709455509598,1.0,1.05,1.0,5.3323290544490405,0.0,2018_FL,2018,-0.1225183560779328
HI,Historical Democratic nominee,Historical Republican nominee,D,Safe,41.452674901070914,34.882674901070914,1.0,0.95,1.0,41.452674901070914,0.0,2018_HI,2018,42.30219569410147
IN,Historical Democratic nominee,Historical Republican nominee,D,Safe,-13.664619049016142,-20.234619049016143,1.0,0.95,1.0,-13.664619049016142,0.0,2018_IN,2018,-6.162903216195062
MA,Historical Democratic nominee,Historical Republican nominee,D,Safe,35.872557379258986,29.302557379258985,1.0,0.95,1.0,35.872557379258986,0.0,2018_MA,2018,25.038879177334593
MD,Historical Democratic nominee,Historical Republican nominee,D,Safe,34.59199101713032,28.02199101713032,1.0,0.95,1.0,34.59199101713032,0.0,2018_MD,2018,36.30566322052462
MI,Historical Democratic nominee,Historical Republican nominee,D,Lean,6.334663566076905,-0.235336433923095,1.0,1.05,1.0,6.334663566076905,0.0,2018_MI,2018,6.6371383113556135
MN,Historical Democratic nominee,Historical Republican nominee,D,Likely,8.233387414360969,1.6633874143609688,1.0,1.0,1.0,8.233387414360969,0.0,2018_MN_REGULAR,2018,24.963466608899424
MN,Historical Democratic nominee,Historical Republican nominee,D,Likely,8.233387414360969,1.6633874143609688,1.0,1.0,1.0,8.233387414360969,0.0,2018_MN_SPECIAL,2018,11.140619798671466
MO,Historical Democratic nominee,Historical Republican nominee,D,Safe,-13.067121991132131,-19.637121991132133,1.0,0.95,1.0,-13.067121991132131,0.0,2018_MO,2018,-5.996633249741748
MS,Historical Democratic nominee,Historical Republican nominee,R,Likely,-11.60969464812012,-18.17969464812012,1.0,1.0,1.0,-11.60969464812012,0.0,2018_MS_REGULAR,2018,-19.41285627996939
MS,Historical Democratic nominee,Historical Republican nominee,R,Likely,-11.60969464812012,-18.17969464812012,1.0,1.0,1.0,-11.60969464812012,0.0,2018_MS_SPECIAL,2018,-7.266512999290427
MT,Historical Democratic nominee,Historical Republican nominee,D,Safe,-15.649328634048878,-22.21932863404888,1.0,0.95,1.0,-15.649328634048878,0.0,2018_MT,2018,3.6569158437772415
ND,Historical Democratic nominee,Historical Republican nominee,D,Safe,-33.0484857930395,-39.6184857930395,1.0,0.95,1.0,-33.0484857930395,0.0,2018_ND,2018,-10.905410742496043
NE,Historical Democratic nominee,Historical Republican nominee,R,Safe,-20.525348226355145,-27.095348226355146,1.0,0.95,1.0,-20.525348226355145,0.0,2018_NE,2018,-19.79502813980163
NJ,Historical Democratic nominee,Historical Republican nominee,D,Safe,21.13838028580259,14.56838028580259,1.0,0.95,1.0,21.13838028580259,0.0,2018_NJ,2018,11.544410589867937
NM,Historical Democratic nominee,Historical Republican nominee,D,Safe,15.871589868648222,9.301589868648222,1.0,0.95,1.0,15.871589868648222,0.0,2018_NM,2018,27.83688334059555
NV,Historical Democratic nominee,Historical Republican nominee,R,Likely,9.157418839970395,2.587418839970397,1.0,1.0,1.0,9.157418839970395,0.0,2018_NV,2018,5.247548248472796
NY,Historical Democratic nominee,Historical Republican nominee,D,Safe,33.39301299955074,26.82301299955074,1.0,0.95,1.0,33.39301299955074,0.0,2018_NY,2018,33.99933379035469
OH,Historical Democratic nominee,Historical Republican nominee,D,Toss-up,-1.965369154271805,-8.535369154271805,1.0,1.1,1.0,-1.965369154271805,0.0,2018_OH,2018,6.847342539013482
PA,Historical Democratic nominee,Historical Republican nominee,D,Lean,5.818928385019667,-0.7510716149803329,1.0,1.05,1.0,5.818928385019667,0.0,2018_PA,2018,13.085564092459125
RI,Historical Democratic nominee,Historical Republican nominee,D,Safe,23.191408185319624,16.621408185319623,1.0,0.95,1.0,23.191408185319624,0.0,2018_RI,2018,23.159474112658216
TN,Historical Democratic nominee,Historical Republican nominee,R,Safe,-20.678686090523975,-27.248686090523975,1.0,0.95,1.0,-20.678686090523975,0.0,2018_TN,2018,-10.937204153944108
TX,Historical Democratic nominee,Historical Republican nominee,R,Toss-up,-2.8564511559439794,-9.42645115594398,1.0,1.1,1.0,-2.8564511559439794,0.0,2018_TX,2018,-2.5874814972216456
UT,Historical Democratic nominee,Historical Republican nominee,R,Safe,-18.19579669082257,-24.76579669082257,1.0,0.95,1.0,-18.19579669082257,0.0,2018_UT,2018,-33.878940101996875
VA,Historical Democratic nominee,Historical Republican nominee,D,Safe,12.222752554309402,5.6527525543094015,1.0,0.95,1.0,12.222752554309402,0.0,2018_VA,2018,16.319900580969303
VT,Historical Democratic nominee,Historical Republican nominee,D,Safe,36.94285264764074,30.37285264764074,1.0,0.95,1.0,36.94285264764074,0.0,2018_VT,2018,42.16474561566585
WA,Historical Democratic nominee,Historical Republican nominee,D,Safe,24.143862400129528,17.573862400129528,1.0,0.95,1.0,24.143862400129528,0.0,2018_WA,2018,16.867519849859107
WI,Historical Democratic nominee,Historical Republican nominee,D,Lean,5.754021923940577,-0.8159780760594231,1.0,1.05,1.0,5.754021923940577,0.0,2018_WI,2018,10.83712500456204
WV,Historical Democratic nominee,Historical Republican nominee,D,Safe,-37.75210450259154,-44.32210450259154,1.0,0.95,1.0,-37.75210450259154,0.0,2018_WV,2018,3.3894179136536167
WY,Historical Democratic nominee,Historical Republican nominee,R,Safe,-44.84063925830758,-51.41063925830758,1.0,0.95,1.0,-44.84063925830758,0.0,2018_WY,2018,-37.97819051140363
