timestamp,run_date,n_sims,days_out,expected_dem_seats,median_dem_seats,dem_control_probability,dem_control_threshold,national_environment_margin,polling_weight,fundamentals_weight,national_error_sd,race_error_sd,total_error_sd,implied_correlation
2026-06-12T17:11:07,2026-06-12,20000.0,144.0,49.4513,49.0,0.3456,51.0,7.1433333333333335,0.43,0.5700000000000001,4.594762235415451,2.8369279158977587,5.3999999999999995,0.724
2026-06-12T18:37:25,2026-06-12,20000.0,144.0,49.4504,49.0,0.3455,51.0,7.1433333333333335,0.43,0.5700000000000001,4.594762235415451,2.8369279158977587,5.3999999999999995,0.724
2026-06-14T07:40:32,2026-06-14,20000.0,142.0,49.43185,49.0,0.3426,51.0,7.091666666666666,0.4344444444444444,0.5655555555555556,4.580065304043208,2.818420770193848,5.377777777777777,0.7253333333333333
2026-06-15T12:44:32,2026-06-15,20000.0,141.0,49.40145,49.0,0.33835,51.0,7.006666666666667,0.4366666666666666,0.5633333333333334,4.572702337422223,2.8091821664755816,5.366666666666666,0.726
2026-06-16T07:33:12,2026-06-16,20000.0,140.0,49.37015,49.0,0.33435,51.0,6.921666666666666,0.4388888888888889,0.5611111111111111,4.565329713278823,2.7999535563461535,5.355555555555555,0.7266666666666667
2026-06-16T07:37:12,2026-06-16,20000.0,140.0,49.36865,49.0,0.33405,51.0,6.921666666666666,0.4388888888888889,0.5611111111111111,4.565329713278823,2.7999535563461535,5.355555555555555,0.7266666666666667
2026-06-16T08:33:54,2026-06-16,20000.0,140.0,49.3686,49.0,0.33405,51.0,6.921666666666666,0.4388888888888889,0.5611111111111111,4.565329713278823,2.7999535563461535,5.355555555555555,0.7266666666666667
2026-06-16T13:59:25,2026-06-16,20000.0,140.0,49.35675,49.0,0.3322,51.0,6.888333333333334,0.4388888888888889,0.5611111111111111,4.565329713278823,2.7999535563461535,5.355555555555555,0.7266666666666667
2026-06-16T20:39:47,2026-06-16,20000.0,140.0,49.35675,49.0,0.3322,51.0,6.888333333333334,0.4388888888888889,0.5611111111111111,4.565329713278823,2.7999535563461535,5.355555555555555,0.7266666666666667
2026-06-16T21:41:22,2026-06-16,20000.0,140.0,49.17825,49.0,0.2982,51.0,6.888333333333334,0.4388888888888889,0.5611111111111111,4.565329713278823,2.7999535563461535,5.355555555555555,0.7266666666666667
2026-06-16T21:56:54,2026-06-16,20000.0,140.0,49.17825,49.0,0.2982,51.0,6.888333333333334,0.4388888888888889,0.5611111111111111,4.565329713278823,2.7999535563461535,5.355555555555555,0.7266666666666667
